SPEAKER_01	¿?
N102_C02_032_01_01	Esto es Kaipo, el oasis del desierto de Damcyan.
N105_C00_034_02_01	No me puedo creer que Anna se escapara. Ella y su padre, el sabio (TELLA), se llevaban muy bien.
N103_C00_035_03_01	¡Vaya, tenemos visita! Últimamente, nadie se pasa por aquí por culpa de los monstruos.
N114_C02_035_02_01	Al este de Damcyan se encuentra la Cueva del antoleón, que está llena de tesoros.<P>\n¡Es una pena que solo pueda entrar la familia real!
N110_C01_035_01_01	Soy un erudito ambulante y me gustaría poder visitar Fabul, al este de Damcyan, para poder estudiar sus costumbres.<P>\n¡Pero un viejales de la Cueva fluvial no me quiere dejar pasar!
N999_C03_035_01_01	¡Apaga tu sed con el ponche de Kaipo!
N105_C01_037_01_01	"Encontramos a una chica baroniana inconsciente a las afueras del pueblo.<P>\nLa pobre padece de fiebre árida. <P>\nNo hace más que repetir ""(CECIL)"" una y otra vez."
N105_C01_037_01_02	Tu debes de ser el (CECIL) ese de marras. Espero que cuides bien de ella, que la tienes siempre pensando en ti.
N104_C02_037_02_01	Para curar la fiebre árida hace falta una joya poco común, el rubí del desierto.<P>\nSolo se puede encontrar en la Cueva del antoleón.
N104_C02_037_02_02	Aunque ha sido por poco tiempo, empezaba a verte como a una hija. Vuelve pronto.
P003_C00_037_03_01	...<P>\n(CECIL)...<P>\nTen cuidado, (CECIL).
N999_C02_037_04_01	El rubí del desierto: el remedio de la fiebre árida
E0011_00_136_a_01	Veo que portas una espada oscura, viajero. Mira por dónde, necesito la ayuda de un caballero oscuro urgentemente.
E0011_00_136_a_02	¿Por qué? ¿Qué ocurre?
E0011_00_136_a_03	Tengo que llegar a Damcyan para poder rescatar a mi hija de su raptor, un bardo bellaco. ¡Debemos partir lo antes posible!
E0011_00_136_a_04	Tú debes ser el sabio (TELLA), ¿no?
E0011_00_136_a_05	El que viste y calza. <P>\nLa invocadora que va contigo nos será también de gran ayuda. <P>\nEl monstruo del lago es muy resistente a mi magia, pero juntos creo que podremos derrotarlo y abrirnos camino a Damcyan.
E0011_00_136_a_06	Nosotros también necesitamos llegar allí.
E0011_00_136_a_07	Pues no se hable más, unamos nuestras fuerzas entonces.
E0011_00_136_a_08	El sabio (TELLA) se ha unido al grupo.
E0012_00_166_a_01	Descansaremos aquí.
E0012_00_166_a_02	Este campo mágico repele a todos los monstruos. En su interior puedes guardar tu partida y usar cabañas y tiendas de lona.<P>\nUtilizaremos la mía para prepararnos para la incipiente batalla.
E0012_01_349_a_01	La chica ya se ha dormido. La pobre estaría agotada. ¿Quién es?
E0012_01_349_a_02	Una invocadora del pueblo de Mist.
E0012_01_349_a_03	Puedo observar que tiene un gran potencial. <P>\nCon el entrenamiento adecuado, podría ser una gran maga. Mírala, qué cara tan inocente... Me recuerda a mi Anna...
E0012_01_349_a_04	¿Quién es Anna?
E0012_01_349_a_05	Mi hija. Se fugó a Damcyan con su novio, un bardo, porque yo no aprobaba su relación...
E0012_01_349_a_06	Y tú, ¿por qué viajas a Damcyan?
E0012_01_349_a_07	Una amiga mía sufre de la fiebre árida.
E0012_01_349_a_08	Ah, así que buscas el rubí del desierto. No te va a ser nada fácil hacerte con él.<P>\nUna criatura endiablada con ocho enormes tentáculos lo guarda. Pero no nos queda más remedio que luchar si queremos llegar a Damcyan...<P>\nantes de que sea demasiado tarde.
E0012_01_349_a_09	¿Demasiado tarde para qué?
E0012_01_349_a_10	Algo me alerta de un peligro inminente, aunque ojalá mis instintos estén equivocados.
E0012_02_166_a_01	¡Hora de moverse!
E0080_00_169_a_01	Este camino conduce al aire libre, pero la bestia se encuentra en la próxima cueva.<P> Utiliza una tienda de lona afuera si la necesitas.
E0013_00_170_a_01	¡Está ahí abajo!
E0014_00_172_a_01	¡Ahí está!
E0014_00_172_a_02	¡Cuidado!
E0014_00_172_b_01	¡No esperaba menos de un caballero negro!
E0014_00_172_b_02	¡Está debilitándose!
E0014_01_172_a_01	¡Vamos! Damcyan queda al otro lado de estas cataratas.
P001_C00_170_02_01	La corriente es demasiado fuerte. ¡No podemos cruzar!
P006_C00_136_02_01	Pero ¿qué hacéis aquí? Esta caverna está plagada de monstruos. Venga, volved a Kaipo. ¡Deprisa!
E0016_00_041_a_01	¡No puede ser! ¡Es Anna!
E0016_00_041_a_02	¡Tú! ¡Eres el bardo que me robó a mi Anna! ¡Esto es todo tu culpa!
E0016_00_041_a_03	¿Eh?
E0016_00_041_b_01	¡Bardo cuchufletero!
E0016_00_041_b_02	¡Espera! ¡No!
E0016_00_041_b_03	¡Muere de una vez!
E0016_00_041_b_04	¡Escucha lo que digo! ¡Por favor...!
E0016_00_041_b_05	¡Cállate!
E0016_00_041_b_06	Perdóname, te lo ruego...
E0016_00_041_b_07	¡Toma!
E0016_00_041_b_08	¡¡¡Ayyy!!!
E0016_00_041_b_09	¡Papá, para!
E0016_01_041_a_01	¡Oh, Anna! No sabes cuánto me alegro...
E0016_01_041_a_02	Papá, (GILBART) es el príncipe de Damcyan. Siento haberme escapado, pero es que nos queremos tanto...<P>\nAun así sabía que nunca podría ser feliz sin tu aprobación. Por eso íbamos de camino hacia Kaipo cuando...
E0016_01_041_a_03	Fuimos emboscados por las Alas Rojas, bajo el mando de Golbez.
E0016_01_041_a_04	Nunca he oído hablar de este tal Golbez. ¿Quién se supone que es?
E0016_01_041_a_05	No sé nada de él, pero su poder era algo temible...
E0016_01_041_a_06	Pero ¿por qué atacaron Damcyan?
E0016_01_041_a_07	Buscaban el Cristal y no perdonaron la vida a nadie que se les interpuso...<P>\nMi madre, mi padre... incluso Anna intentaron protegerme de sus flechas.
E0016_01_041_a_08	¿Tanto le quieres que estás dispuesta a sacrificar tu vida por él...?
E0016_01_041_a_09	Perdóname, papá...<P>\n(GILBART)... te amo...
E0016_01_041_a_10	¡Anna!
E0016_01_041_a_11	¡¿Anna?! ¡Anna!
E0016_01_041_a_12	Mi Anna... ¡Maldito seas, Golbez! ¡Dime todo lo que sabes de él!
E0016_01_041_a_13	Apareció en Baronia un día y se proclamó el nuevo capitán de las Alas Rojas. <P>\nÉl... Él es el responsable de sus sanguinarios ataques en búsqueda de los Cristales...
E0016_01_041_a_14	¡Para de lloriquear! Eso no va a devolvernos a Anna.<P>\nGolbez de Baronia... ¡Acabaré con tu vida con mis propias manos!
E0016_01_041_a_15	¡(TELLA)! ¡Espera! No puedes enfrentarte a él tú solo.
E0016_01_041_a_16	Golbez morirá. No necesito ni tu ayuda, ni la de nadie.
E0016_01_041_a_17	(TELLA) ha abandonado el grupo.
E0016_01_041_a_18	¡Anna!
E0016_01_041_a_19	¡Para de llorar!
E0016_01_041_a_20	Se supone que los mayores no lloran.<P>\nYo perdí a mi mamá, pero he decidido que no voy a llorar más.
E0016_01_041_a_21	(RYDIA)...
E0016_01_041_a_22	¡No me importa! ¡Dejadme en paz!<P>\nMe voy a quedar aquí con Anna. Jamás la abandonaré. ¡Ya todo me da igual!
E0016_01_041_a_23	¡Ya basta! Ahora es el rey legítimo de Damcyan, será mejor que empiece a comportarse como tal. <P>\nSe lo debe a todos sus súbditos. Se lo debe a Anna.<P>\nSu alteza, yo soy (CECIL), y requiero su ayuda.
E0016_01_041_a_24	¿De qué hablas?
E0016_01_041_a_25	Una amiga que dejé en Kaipo tiene la fiebre árida.<P>\nNecesito el rubí del desierto para poder salvarla. ¿Me puede ayudar?
E0016_01_041_a_26	¿...Cómo se llama?
E0016_01_041_a_27	(ROZA).
E0016_01_041_a_28	Es alguien a quien quieres mucho, ¿verdad? Igual que yo quería a Anna...
E0016_01_041_a_29	Podrás encontrar el rubí del desierto en la Cueva del antoleón, al este de aquí.<P>\nEl rubí está formado por el líquido que el antoleón segrega al poner sus huevos.<P>\nTendremos que utilizar el aerodeslizador para cruzar los bajíos y alcanzar la cueva.<P>\nDespués de adquirir el rubí, podremos atravesar más aguas bajas para llegar a Kaipo.
E0016_01_041_a_30	Mejor será partir lo antes posible. Pongámonos en marcha.
E0016_01_041_a_31	El príncipe (GILBART) se ha unido al grupo.
E0016_01_041_a_32	Adiós, Anna...
N102_C02_041_06_01	Somos los únicos supervivientes. Queremos llegar a Kaipo, pero sin un aerodeslizador con el que cruzar los bajíos, lo veo difícil.
N102_C02_041_07_01	Tenía pensado escalar al monte Hobs para llegar a Fabul, pero el camino está bloqueado por una espesa capa de hielo.
N102_C02_042_01_01	¡No puedo ver! ¿Quién es? Por favor... no permitas que... roben nuestros tesoros...
N102_C02_038_01_01	...
N102_C02_039_01_01	Nos han robado... el Cristal...
N102_C02_039_02_01	El bombardeo fue horrible...
N102_C02_040_02_01	...
N102_C02_040_03_01	El bombardeo fue horrible...
N102_C02_040_01_01	Las urnas curativas... en el piso de arriba...
E0017_00_177_a_01	Aquí es donde el antoleón pone sus huevos.
E0017_00_177_a_02	¡Ayyy!
E0017_00_177_a_03	Tranquila, no pasa nada. Los antoleones son unos animales muy mansos.<P>\nNo suelen atacar a los humanos. Mira, ahora verás como tomo el rubí sin problemas...
E0017_00_177_a_04	¡Ayyy!
E0017_00_177_a_05	¡Vamos! ¡Hay que ayudarle!
E0017_01_177_a_01	Has obtenido el rubí del desierto.
E0017_01_177_a_02	Pero ¿a santo de qué me ha atacado? Siempre han sido totalmente inofensivos.
E0017_01_177_a_03	Los monstruos están multiplicándose estos días y su comportamiento está cambiando.<P>\nTengo el presentimiento de que algo va mal...
E0017_01_177_a_04	Basta de hablar, ¡curemos a (ROZA)!
E0017_01_177_a_05	Tienes razón. ¡En marcha!
E0019_00_178_a_01	(RYDIA), ¿crees que puedes conjurar Piro?
E0019_00_178_a_02	...
E0019_00_178_a_03	¿Qué te pasa?
E0019_00_178_a_04	Vamos, cariño, sé que puedes hacerlo.
E0019_00_178_a_05	...<P>\nNo.
E0019_00_178_a_06	¿Por qué?
E0019_00_178_a_07	Es que... ¡Odio el fuego!
E0019_00_178_a_08	Claro... Su pueblo fue arrasado por el fuego cuando yo...
E0019_00_178_a_09	(RYDIA), eres la única que puede desbloquear este camino.
E0019_00_178_a_10	...
E0019_00_178_a_11	Si no podemos llegar a Fabul, mucha gente correrá grave peligro. Por favor, (RYDIA). Tienes que ser valiente.
E0019_00_178_a_12	Ser... valientes...
E0019_00_178_a_13	¡Tú puedes, (RYDIA)!
E0019_00_178_a_14	¡Vamos, (RYDIA)!
E0019_00_178_a_15	...
E0019_00_178_a_16	...
E0019_00_178_a_17	¡Piro!
E0019_00_178_a_18	(RYDIA) ha aprendido Piro.
E0019_00_178_a_19	(RYDIA), eres increíble.
E0019_00_178_a_20	¡Je, je!
E0019_00_178_a_21	Sabía que podías hacerlo.
E0019_00_178_a_22	Gracias, (RYDIA).
N999_C06_178_02_01	El camino está bloqueado por una gruesa capa de hielo.
E0020_00_180_a_01	¿Qué pasa aquí?
E0020_00_180_a_02	Por su atuendo diría que es uno de los monjes de Fabul.
E0020_00_180_a_03	¡Kiai!
E0020_00_180_a_04	¡Kiai!
E0020_01_180_a_01	¡Hala! ¡Ese bom no es normal!
E0020_01_180_a_02	¡Hay que ayudarle!
E0020_01_180_b_01	¡HORA DE ESTALLAR!
E0020_02_180_a_01	Os debo la vida. Soy (YANG), un monje maestro de Fabul. <P>\nVine aquí con mis hombres para entrenarnos, pero fuimos emboscados por un tropel de monstruos... Eran mis mejores monjes...
E0020_02_180_a_02	Yo me llamo (CECIL) y traigo noticias urgentes para Fabul.
E0020_02_180_a_03	Un ruin villano conocido como Golbez está manipulando las fuerzas de Baronia para robar los Cristales del mundo.
E0020_02_180_a_04	Entonces seguro que también desea nuestro Cristal del Viento.
E0020_02_180_a_05	Sin duda. Hace unos días arrebató el Cristal de Damcyan.
E0020_02_180_a_06	Ahora va a por el de Fabul.
E0020_02_180_a_07	Pues no nos va a ser nada fácil detenerlo. En Fabul solo quedan estudiantes.<P>\nNo tendrán muchas posibilidades en una batalla contra las fuerzas armadas de Baronia.
E0020_02_180_a_08	Puedes estar seguro de que Golbez es el responsable del ataque que acabó con las vidas de tus hombres...
E0020_02_180_a_09	¡Entonces el ataque es inminente! ¡Debo irme!
E0020_02_180_a_10	Te seguiremos hasta Fabul. Queremos ayudar ahora que la ciudad tiene las defensas bajas.
E0020_02_180_a_11	Os lo agradezco. Pero esto no es asunto vuestro.
E0020_02_180_a_12	Te equivocas. Esto también tiene que ver con nosotros.
E0020_02_180_a_13	Yo soy el príncipe de Damcyan.
E0020_02_180_a_14	(ROZA) y yo somos baronianos, y esta niña es la víctima de uno de los asaltos que realicé en nombre de mi rey...
E0020_02_180_a_15	...
E0020_02_180_a_16	Ah... Sería un honor teneros a todos como compañeros, entonces.
E0020_02_180_a_17	No nos queda mucho tiempo, tenemos que darnos prisa.
E0020_02_180_a_18	Fabul se encuentra detrás de las montañas al este.
E0020_02_180_a_19	El monje maestro (YANG) se ha unido al grupo.
E0021_00_047_a_01	Por fin has llegado, (YANG).
E0021_00_047_a_02	Su alteza, debemos prepararnos para la batalla.<P>\nLas fuerzas de Baronia están a punto de lanzar una ofensiva para robarnos nuestro Cristal.
E0021_00_047_a_03	¿Cómo es que sabes esto?
E0021_00_047_a_04	Estos dos son ciudadanos de Baronia y vinieron para advertirnos.
E0021_00_047_a_05	¿Y los demás...?
E0021_00_047_a_06	Su alteza, nos queda poco tiempo.<P>\nDebemos reforzar las defensas cuanto antes.
E0021_00_047_a_07	(YANG), ¿podemos fiarnos del caballero oscuro y de sus compañeros?
E0021_00_047_a_08	Desde luego. Arriesgaron sus vidas por ayudarme.
E0021_00_047_a_09	¡Debemos darnos prisa!
E0021_00_047_a_10	¡Por favor, nos quedamos sin tiempo!
E0021_00_047_a_11	Es un placer volver a verle.
E0021_00_047_a_12	¿Príncipe (GILBART)?
E0021_00_047_a_13	Su alteza, la armada de Baronia diezmó Damcyan y robó nuestro Cristal. Muchos murieron en el ataque: mis padres, mi Anna...<P>\n¡No podemos permitir que se repita la misma tragedia!
E0021_00_047_a_14	Perdonad mis sospechas. (YANG), prepara a los hombres para la batalla.<P>\nPríncipe (GILBART), caballero oscuro, ¿ayudaréis a Fabul?
E0021_00_047_a_15	Soy consciente de que no puedo obligaros, pero...
E0021_00_047_a_16	Ellos ya han dado muestras de su predisposición y fuerzas. Nos uniremos a los soldados de la vanguardia.
E0021_00_047_a_17	Muy bien. ¿Quizá los magos podrían ayudar en la enfermería?
E0021_00_047_a_18	Desde luego, su alteza.
E0021_00_047_a_19	El destino de Fabul queda en vuestras manos...
E0021_00_047_a_20	¡Por Fabul!
E0021_00_047_a_21	¡En marcha, (CECIL)!
E0021_00_047_a_22	(CECIL)...
E0021_00_047_a_23	Ten cuidado...
E0021_00_047_a_24	(RYDIA), cuida de (ROZA) por mí.
E0021_01_044_a_01	¡Aquí vienen!
E0021_01_044_a_02	¡Atacad!
E0021_02_044_a_01	¡Las Alas Rojas!
E0021_02_044_a_02	¡No podemos contenerlos!
E0021_02_044_a_03	¡Hay que retirarse!
E0021_03_045_a_01	Nos superan en número... Siento haberos involucrado en esto...
E0021_03_045_a_02	Esta también es nuestra batalla. ¡Y todavía no me he rendido!
E0021_03_045_a_03	¡Aquí vienen!
E0021_04_045_a_01	¡Hay que retroceder!
E0021_05_046_a_01	La cámara real está justo detrás. ¡Debemos aguantar aquí!
E0021_05_046_a_02	El rey ya se ha refugiado en un lugar seguro, junto con las mujeres y los niños. Nuestro deber es alejar al enemigo...
E0021_05_046_a_03	¡Y aplastarlo!
E0021_06_046_a_01	¡Larguémonos de aquí!
E0021_06_046_a_02	¡Oh!
E0021_07_047_a_01	Hemos conseguido cerrar la puerta. Ahora debemos mantener esta posición.
E0021_07_047_a_02	¿Dónde está el Cristal?
E0021_07_047_a_03	En la cámara superior.
E0021_07_047_a_04	La puerta se ha abierto.
E0021_07_047_a_05	¡No! Pero ¡¿qué has hecho?!
E0021_07_047_a_06	Es... ¡es uno de ellos!
E0021_09_047_a_01	No podemos luchar contra tal superioridad numérica.<P>\n¡Retirada! ¡A la sala del Cristal!
E0021_09_047_a_02	¡Ayyy!
E0021_09_047_a_03	¡(GILBART)!
E0021_11_048_a_01	Mucho tiempo sin vernos, ¿eh?
E0021_11_048_a_02	¡(CAIN)! ¡Sigues vivo!
E0021_11_048_a_03	Así parece.
E0021_11_048_a_04	Ya hablaremos. ¡Primero hay que luchar!
E0021_11_048_a_05	Desde luego. ¿Crees que me podrás derrotar?
E0021_11_048_a_06	Pero ¿qué...?
E0021_11_048_a_07	¡En guardia!
E0021_11_048_a_08	¡(CAIN)! ¡Eres mi amigo! ¡Mi hermano!
E0021_11_048_a_09	¡Defiéndete, cobarde!
E0021_11_048_b_01	¿Por qué haces esto?
E0021_11_048_b_02	Ahórrate saliva.
E0021_11_048_b_03	¿Qué te ha pasado?
E0021_11_048_b_04	¡Calla y pelea!
E0021_11_048_b_05	¡Hasta aquí has llegado, (CECIL)!
E0021_12_048_a_01	¡¿Golbez te ha embaucado a ti también?!
E0021_12_048_a_02	¿Algún último deseo?
E0021_12_048_a_03	¡Parad!
E0021_12_048_a_04	¡No!
E0021_12_048_a_05	¡(ROZA)!
E0021_12_048_a_06	(CAIN), nunca pensé que tú nos traicionarías...
E0021_12_048_a_07	¡Mpppf! Pero yo...
E0021_12_048_a_08	¿Por qué vacilas, (CAIN)?
E0021_12_048_a_09	¡Golbez!
E0021_12_048_a_10	Así que tú eres Golbez.
E0021_12_048_a_11	Y supongo que tú eres (CECIL). Nunca dudes en matar a un enemigo, (CAIN).<P>\nPresta atención y te enseñaré cómo se debe hacer.
E0021_12_048_a_12	¡(CECIL)!
E0021_12_048_a_13	¡No!
E0021_12_048_a_14	¡Silencio!
E0021_12_048_a_15	¡(CAIN)! Toma el Cristal.
E0021_12_048_a_16	Sí, señor.
E0021_12_048_a_17	¡(CAIN), por favor!
E0021_12_048_a_18	¡...!
E0021_12_048_a_19	(ROZA), no...
E0021_12_048_a_20	Veo que esta mujer es muy importante para ti. Me la llevaré conmigo para darle emoción a nuestro reencuentro. ¡Vamos, (CAIN)!
E0021_12_048_a_21	La próxima vez no tendrás tanta suerte.
E0021_12_048_a_22	Espera...
E0021_12_048_a_23	Ugh...
E0021_12_048_a_24	¡Cura!
E0021_12_048_a_25	¿Te sientes mejor?
E0021_12_048_a_26	Gracias, (RYDIA), pero...
E0021_12_048_a_27	Se ha llevado el Cristal. He fracasado...
E0021_12_048_a_28	Y también se ha llevado a (ROZA)...
E0021_12_048_a_29	¡Entonces por qué estamos perdiendo el tiempo! ¡Hay que rescatar a (ROZA) y recuperar los Cristales!
E0021_12_048_a_30	Tiene razón. ¡No podemos andar cabizbajos!
E0021_12_048_a_31	(CECIL), ahora nos toca ayudarte a ti.<P>\nPero por ahora, curemos nuestras heridas.
E0021_12_048_a_32	Gracias...
E0022_00_049_a_01	Maestro (YANG), por favor llámeme si necesita cualquier cosa.
E0022_00_049_a_02	Tendremos que formular un plan para el rescate, ¿no?
E0022_00_049_a_03	Para luchar contra Golbez necesitaremos un barco volador.<P>\n¡Pero Baronia es el único reino que los posee!
E0022_00_049_a_04	Entonces no nos queda más remedio que infiltrarnos en Baronia y robar uno.
E0022_00_049_a_05	El ejército de Baronia consta principalmente de las Alas Rojas, de ahí que descuiden sus fuerzas navales.<P>\nCreo que podremos pasar desapercibidos si utilizamos un barco.
E0022_00_049_a_06	Pues hará falta uno.
E0022_00_049_a_07	Mañana mismo le pediré un barco al rey.<P>\nPor vosotros, no escatimará en recursos para ayudar.
E0022_00_049_a_08	Gracias, (YANG).
E0022_00_049_a_09	¿Quién era el draconarius?
E0022_00_049_a_10	Se llama (CAIN) y... era mi mejor amigo.<P>\nJuramos juntos dejar atrás Baronia, y ahora...
E0022_00_049_a_11	Vaya, siento oír eso...
E0022_00_049_a_12	Descansemos algo, que ha sido un día duro.
E0022_00_049_a_13	...
E0022_01_056_a_01	Entendido. Pondré a vuestra disposición un barco.<P>\n(YANG), acompaña y ayuda a (CECIL).<P>\n(CECIL), toma esta espada. Perteneció a un caballero oscuro que vino a Fabul hace muchos años.<P>\nTiene tremendo poder, pero rezuma energía oscura, y la oscuridad jamás vencerá al mal.<P>\nEspero que puedas derrotar a Golbez...
E0022_01_056_a_02	Has recibido la Quitapenas.
E0022_01_056_a_03	En el muelle al este encontraréis un barco que os llevará adonde queréis ir.
E0022_01_056_a_04	Tenemos que detener a Golbez. Si consigue reunir los Cristales, el mundo se verá sumido en el caos.<P>\nCuento con vosotros.
E0023_00_331_a_01	¡Buena suerte! ¡Tened cuidado y dadles una buena zurra de mi parte!
E0023_00_331_a_02	¡Claro que sí!
E0023_00_331_a_03	¡Animo, (CECIL)! Pronto estaréis juntos otra vez.
E0023_00_331_a_04	Lo intentaremos por todos los medios.
E0023_00_331_a_05	Sé que puedo confiar en ti para cuidar de todo.
E0023_00_331_a_06	Descuida. Ten cuidado, pichoncito.
E0023_00_331_a_07	Tú eres (CECIL), ¿no? Me contaron que les metiste caña a esos baronianos.<P>\nRelajaos y disfrutad del viaje.
E0023_00_331_a_08	¡Levad el ancla!
E0023_00_331_a_09	¡Sí, capitán!
E0023_02_332_a_01	¿Qué haremos cuando lleguemos a Baronia?
E0023_02_332_a_02	Primero, tenemos que encontrarnos con (CID), ingeniero jefe de Baronia. Seguro que nos puede ayudar.
E0023_02_332_a_03	Solo espero que ese hombre siga a salvo...
E0023_02_332_a_04	...
E0023_02_332_a_05	¿Tienes frío? Estás temblando.
E0023_02_332_a_06	No es nada. No te preocupes...
E0023_04_332_a_01	¡¿Qué ocurre?!
E0023_06_332_a_01	¡Por las barbas del dios marino!
E0023_06_332_a_02	¡Por el salmón sagrado!
E0023_06_332_a_03	¡Mecachis en la mar!
E0023_06_332_a_04	¡No puede ser!
E0023_06_332_a_05	¡Sí, lo es! ¡Es Leviatán!
E0023_08_332_a_01	¡Cambio de rumbo!
E0023_08_332_a_02	¡Ayyy!
E0023_08_332_a_03	¡(RYDIA)!
E0023_08_332_a_04	¡(RYDIA)! ¡(YANG)!
E0023_08_332_a_05	¡Auh!
E0023_08_332_a_06	¡(GILBART)!
E0023_10_344_a_01	...<P>\nOh... Uf...
E0023_10_344_a_02	¿Dónde estoy?
E0023_10_344_a_03	¡(RYDIA)!
E0023_10_344_a_04	¡(GILBART)!
E0023_10_344_a_05	¡(YANG)!
E0023_10_344_a_06	¿Dónde están los demás?
E0111_00_053_a_01	¡¿Qué dices?! ¿Que mi marido está en el fondo del mar?
E0111_00_053_a_02	¿Qué se le ha perdido ahí?<P>\n¡No estoy llorando! ¡Tengo algo en el ojo...!
E0111_00_053_a_03	Tomad esto. Dadle una buena torta con ella, a ver si espabila.
E0111_00_053_a_04	Has recibido una sartén.
E0113_00_053_a_01	Gracias por todo. A lo mejor esto os puede servir de algo.
E0113_00_053_a_02	Has recibido un cuchillo.
E0113_00_053_a_03	Dile que no se preocupe por mí. Que se dedique a recuperar fuerzas.
E0132_00_055_a_01	¿Quieres verme bailar?
E0132_00_055_a_02	¡Qué aburrido eres!
E0132_00_055_a_03	Pero ¿qué demonios...?
E0132_00_055_a_04	¡Kiai!
E0132_00_055_a_05	¡Kiai!
E0132_00_055_a_06	¡Kiai!
N011_C02_044_01_01	¡Maestro (YANG)! El rey quiere verle.
N011_C02_044_01_02	Daremos nuestras vidas por defender Fabul.
N011_C02_044_01_03	Saludos, señor.
N011_C02_044_01_04	¡Es demasiado peligroso salir de aquí! Intenta descansar antes, al menos.
N011_C02_045_01_01	¿Nuestros mejores hombres fueron aniquilados? ¡Imposible!
N011_C02_045_01_02	Si fuéramos más poderosos...
N011_C02_045_01_03	Entre los marineros corre un extraño rumor. Hablan de la ira del dios del mar...
N011_C02_045_01_04	Bienvenido.
N011_C02_046_01_01	Nos alegramos de su regreso, maestro.
N011_C02_046_01_02	Nosotros nos encargamos de la seguridad. Intentad descansar en la posada.
N011_C02_046_01_03	Varias naves han naufragado últimamente, pero desconocemos la razón. Tened cuidado.
N011_C02_046_01_04	Me alegro de verle sano y salvo, señor.
N104_C01_047_02_01	El rey está descansando en su cuarto. Fue herido durante el ataque.
N011_C02_052_03_01	¡Golbez pagará caro por esto!
N011_C02_052_02_01	¿Cómo puede ser que Baronia controle a todos esos monstruos?
N117_C01_052_01_01	Esta enfermería está lista para cualquier eventualidad.
N117_C01_052_01_02	Ojalá mi magia fuera igual de poderosa que la de (ROZA)...
N103_C00_053_01_01	¿Dónde te habías metido? Seguro que has estado haciendo el vago...
P008_C00_053_02_01	Eh, yo... Os presento a mi mujer.<P>\n(CECIL) y sus compañeros me salvaron la vida en el monte Hobs.
N103_C00_053_01_02	No sabéis cuánto os lo agradezco.<P>\nY tú, ¿no deberías ir a ver al rey?
N103_C00_053_01_03	¡Pichoncito! ¡Has vuelto!
P008_C00_053_02_02	Solo gracias a la ayuda de mis compañeros.
N103_C00_053_01_04	¡Sois sus ángeles de la guarda!
P008_C00_053_02_03	Y tú, ¿qué tal? ¿Todo bien?
N103_C00_053_01_05	Sí, sí. Esos matones de Baronia salieron corriendo en cuanto les zurré con mi sartén. A propósito, me debes una nueva.
N103_C00_053_01_06	¡¿Cómo?! ¡No digas tonterías! ¡Mi marido no está muerto!
N011_C02_054_01_01	Oímos que os atacaron en el monte Hobs. ¿Estáis todos bien?
N011_C02_054_01_02	Si al menos tuviéramos un barco volador, contaríamos con alguna posibilidad.
N011_C02_054_01_03	Rezaré por vosotros.
N011_C02_054_03_01	¡Maestro! ¡No estaba dormido! Solo meditaba...
N102_C01_055_03_01	¿Cómo fue el entrenamiento, maestro?
N102_C01_055_03_02	¡Aquello fue un ataque de una potencia demoledora!
N103_C00_055_02_01	Estaremos a salvo mientras permanezcamos dentro del castillo con los monjes.
N103_C00_055_02_02	Menos mal que nuestras casas quedan dentro de las murallas. Si no, podríamos haberlo perdido todo.
N106_C01_055_01_01	Maestro (YANG), he oído que se acercan algunos malos. ¡Hágales papilla con su patada marca de la casa!
N106_C01_055_01_02	¡Kiai, kiaia, kiai!<P>\n¡Jopé, tengo unas ganas de empezar a entrenar!<P>\nDicen que todo se basa en la fuerza mental.
N006_C01_056_01_01	Fabul ha sufrido mucho. Debemos reagruparnos para poder defender a la gente.<P>\nNo os preocupéis por mí. Volved a la posada y descansad.
N105_C01_056_02_01	Estos son los aposentos del rey.
N105_C01_056_02_02	El rey fue un monje muy conocido en su juventud. ¡No os preocupéis por él!
P001_C00_056_01_01	¡Qué cama tan enorme! Ojalá fuese mía...
E0024_00_058_a_01	Tú eres el soldado que dirigió el ataque contra mi pueblo. ¿Por qué has vuelto?
E0024_00_058_a_02	Me llamo (CECIL). Soy el antiguo capitán de las Alas Rojas.<P>\nEn ese momento no tuve valor para rebelarme contra las órdenes de mi rey, pero ahora...
E0024_00_058_a_03	Tus disculpas no devolverán la vida a aquellos a quienes se la quitaste.
E0024_00_058_a_04	Yo solo...
E0024_00_058_a_05	Pero noto que algo has cambiado...<P>\nDime qué te ha traído a mi pueblo.
E0024_00_058_a_06	Estamos luchando contra Golbez, un despiadado hombre que se ha hecho con bastante poder en Baronia.<P>\nCuando íbamos de camino hacia el reino para rescatar a una amiga, fuimos atacados por Leviatán...
E0024_00_058_a_07	Quizá esto sea una prueba para que demuestres tu verdadero valor.<P>\nPero debes abandonar esa espada oscura de la que tanto dependes si deseas derrotar al mal.<P>\nAntes de que tu alma caiga irrevocablemente al lado oscuro, deberás viajar al monte Ordalía, al este de aquí.<P>\nAllí encontrarás tu verdadero destino.
E0024_00_058_a_08	¡Pero las vidas de mis compañeros corren grave peligro!<P>\n¡No podemos perder más tiempo!
