SPEAKER_01	？？？？
E0009_01_034_a_09	見つけたぞ、(CECIL)！
E0009_01_034_a_10	！
E0009_01_034_a_11	待ってくれ！\nバロン王は…。
E0009_01_034_a_12	その王のご命令だ。\nミストの生き残りの、その子供を\n引き渡せば許してくださるそうだ。<P>\nミストの者は危険な存在らしいのでな！
E0009_01_034_a_13	なんだって！？
E0009_01_034_a_14	！
E0009_01_034_a_15	さあ、その娘を渡せ！
E0009_01_034_a_16	断る！
E0009_02_034_a_01	ごめんなさい、あたしのせいで…。
E0009_02_034_a_02	謝るのは僕の方だ。\nそれも謝って済むようなことじゃない…。
E0009_02_034_a_03	でも、守ってくれた…。
E0009_02_034_a_04	……。
E0009_02_034_a_05	あたし…(RYDIA)…。
E0009_02_034_a_06	ありがとう…(RYDIA)。
E0009_02_034_a_07	召喚士(RYDIA)が仲間になった！
E0009_02_034_a_08	よーし、出発だ！
E0010_00_037_a_01	(ROZA)！
E0010_00_037_a_02	(ROZA)…。
E0018_00_037_a_25	(ROZA)！
E0018_00_037_a_01	(ROZA)を『砂漠の光』で照らした！
E0018_00_037_a_02	ううん…。
E0018_00_037_a_03	(CECIL)！\n生きていたのね！\nよかった…。
E0018_00_037_a_04	無茶だよ君は…。
E0018_00_037_a_05	ミストの地震であなたは死んだと聞いて…\nでも、信じられなくて…。
E0018_00_037_a_06	すまない…。\nそれより、ゴルベーザとはいったい？
E0018_00_037_a_07	あなたに代わって赤い翼を指揮させるため\nバロン王が呼んだの。<P>\n彼が来てから王はますます、\nおかしくなって…。<P>\nきっとゴルベーザが王を操り\nクリスタルを集めてるんだわ。<P>\nあなたが取ってきた\nミシディアの水のクリスタル。\nダムシアンの火のクリスタル。<P>\nファブールの風のクリスタル。<P>\nそれにトロイアの土のクリスタル…。
E0018_00_037_a_08	火のクリスタルは\nすでに彼の手の中です…。
E0018_00_037_a_09	彼は(GILBART)。\nダムシアンの王子だ。\n彼のおかげで君を治すことができたんだ。<P>\nこの子はミストの…\n(RYDIA)だ。
E0018_00_037_a_10	大丈夫？
E0018_00_037_a_11	ありがとう(RYDIA)、(GILBART)。<P>\nダムシアンがすでに襲われたとしたら\n次は、ファブール！\nこうしては！<P>\nゴホ、ゴホッ！
E0018_00_037_a_12	(ROZA)、無理をするな。\nファブールへは僕らが行く！
E0018_00_037_a_13	でも、ファブールへ行く\nホブスの山は厚い氷で…。
E0018_00_037_a_14	…(RYDIA)、\nあなた、ファイアを使える？
E0018_00_037_a_15	！\n…ううん、使えない…。
E0018_00_037_a_16	召喚士のあなたが黒魔法の初歩ともいえる\nファイアを使えないはずは…。<P>\nうッ…ゴホッ！
E0018_00_037_a_17	(ROZA)！\nやはり、君は待っていなきゃダメだ！
E0018_00_037_a_18	私なら大丈夫。\nそれに私も白魔道士。\n足手まといにはならないはずよ…！
E0018_00_037_a_19	……。
E0018_00_037_a_20	(CECIL)…\n(ROZA)は君と一緒にいたいんだよ。
E0018_00_037_a_21	…わかった(ROZA)…\n一緒に行こう。<P>\nもう夜だ…明日の朝たとう。\nとにかく今夜はゆっくりお休み。
E0018_00_037_a_22	(CECIL)…わかったわ。
E0018_00_037_a_23	白魔道士(ROZA)が仲間になった！
E0018_00_037_a_24	その夜…。
E0018_01_032_a_01	……。
E0018_01_032_a_02	やはり寂しいよ\nアンナ…。
E0018_01_032_a_03	うわあ！
E0018_01_032_b_01	勇気を出すのよっ！
E0018_01_032_b_02	ア、アンナっ！
E0018_01_032_b_03	あなたは、あなたが思ってるほど弱くないわ。
E0018_01_032_b_04	自分を信じるのよ！
E0018_01_032_b_05	やってみるよ、アンナ！
E0018_01_032_b_06	うっ、ぐぺぺぺぺーっ！
E0018_02_032_a_01	アンナ！
E0018_02_032_a_02	(GILBART)、私はそろそろ\n行かなければ…。\n大きな魂と一つになるために…。
E0018_02_032_a_03	アンナ！\n行っちゃいやだ！
E0018_02_032_a_04	(GILBART)、勇気を出して！\nゴルベーザにクリスタルを\n渡してはいけない…。<P>\nあなたは私を愛してくれたわ。\n今度は、その愛をすべての人に…。
E0018_02_032_a_05	アンナ、戦うよ！<P>\nでも、勇気と言っても…\nアンナ、僕はどうしたらいいんだ…。
E0018_03_037_a_01	よーし、出発だ！
E0127_00_032_a_01	ダムシアンの踊り子に志願にきたのに\n地下水脈は魔物でいっぱいで…。<P>\n見てくれる？\n私のシンクロナイズド！
N102_C01_032_04_01	北にある城が、\n砂漠一帯をおさめているダムシアン。<P>\n王子様は女性のように美しいお姿と\nお声をしておられるそうだ。
N103_C01_032_03_01	小さな子を連れて歩くなら\n後列にしてあげたほうがいいわよ。
N114_C02_032_02_01	なんでもバロンからきた\nきれーなねーちゃんが倒れてて\n誰かの家に担ぎ込まれたらしーぜ。
N103_C02_032_06_01	アンナは愛する人ができたの。\nでも(TELLA)様が許さなかったばかりに\nこのカイポを飛び出して…。
N106_C01_032_05_01	地下水脈なら北東だよ。\nでも、最近８匹の水蛇が出るんだって！
N102_C02_032_01_01	ここはダムシアン砂漠の\nオアシスの村カイポさ。
N105_C00_034_02_01	賢者の(TELLA)様と娘のアンナは\n親一人、子一人で仲が良かったが\nアンナが家出をしてしまってな…。
N103_C00_035_03_01	あら珍しい。\n最近増えた魔物のせいで\nお客もめっきりですの。
N114_C02_035_02_01	ダムシアンの東にある\nアントリオンの洞窟には\n王族しか行けねーらしい。<P>\n俺たちでも行けりゃ\nいい商売になんだけどなー。
N110_C01_035_01_01	やあ、僕は旅の学者。<P>\nダムシアンの東のファブールへ研究に\n行きたいんだが、地下水脈に\n変なじいさんがいて通してくれないんだ。
N999_C03_035_01_01	砂漠で渇ききったのどに！\nカイポ特製ビール！
N105_C01_037_01_01	バロンからきた娘さんが\n村の前で倒れてたんです。<P>\nかわいそうに高熱病にやられて\nうわごとで、(CECIL)、\n(CECIL)と繰り返すだけで…。
N105_C01_037_01_02	あんたが娘さんがうわごとで言ってた\n(CECIL)さんかい。\n大事にしておやり。
N104_C02_037_02_01	高熱病を治すには、\n幻の宝石『砂漠の光』が必要なんじゃが、\nアントリオンという魔物が住む\n洞窟にあるんじゃ…。
N104_C02_037_02_02	元気になってよかったの。\n短い間だが娘のような気がしてな。\nまた、立ち寄ってくだされ。
P003_C00_037_03_01	……。<P>\nううん…。<P>\n(CECIL)…。<P>\n死なないで(CECIL)！
N999_C02_037_04_01	砂漠の高熱病には…\n『砂漠の光』が特効薬…。
E0011_00_136_a_01	ヌッ、おぬし！\nよく見れば暗黒剣の使い手じゃな！\n頼む、手を貸してくれ！
E0011_00_136_a_02	どうしたんです？
E0011_00_136_a_03	娘のアンナが吟遊詩人にだまされ\nダムシアンに行ってしまったのじゃ！\nダムシアンに不吉な気配が立ち込めておる！
E0011_00_136_a_04	では、あなたが賢者(TELLA)！
E0011_00_136_a_05	いかにも(TELLA)じゃ！<P>\n心配になってダムシアンに向かう\n途中なんじゃが、この先の地下の湖におる\n巨大な魔物に手こずっとる。<P>\nとてつもない力を持ったヤツじゃ！\n私の魔法だけでは倒せん！\nおぬしの暗黒剣とならば！<P>\n！？<P>\nなんと！その子は召喚士か。\nかなりの資質を持っておる。
E0011_00_136_a_06	ダムシアンへは僕らも行かなくては\nならないんです！
E0011_00_136_a_07	ならば決まりじゃ！\n一刻も早く、ダムシアンへ！
E0011_00_136_a_08	賢者(TELLA)が仲間になった！
E0012_00_166_a_01	よし、ここで休んでゆこう。
E0012_00_166_a_02	この魔法陣の上ならば、結界が張られていて\n魔物が入ってこれんのじゃ。<P>\nテントやコテージで休んだり\nセーブしたりもできる。<P>\nヤツとの戦いに備え\n私のテントで体勢を立て直すとしよう！
E0012_01_349_a_01	もう寝てしまったか。\nよほど疲れておったんじゃろ。<P>\nこの子はたしか…。
E0012_01_349_a_02	ミストの…召喚士です。
E0012_01_349_a_03	よい資質を秘めておる。\n修行を積めば他の魔法も\n使いこなせるじゃろう。<P>\nしかし、かわいい寝顔じゃ…\n幼い頃のアンナのようじゃ。
E0012_01_349_a_04	その人はあなたの…。
E0012_01_349_a_05	ただ一人の娘じゃ。\n吟遊詩人とダムシアンへ\nかけ落ちしてしまってな…。<P>\n私が許さなかったばかりに…。
E0012_01_349_a_06	おぬしらはなぜダムシアンに？
E0012_01_349_a_07	僕の仲間がカイポで\n高熱病にかかっているんです。
E0012_01_349_a_08	『砂漠の光』か…。\nあれがないと私でもどうにもならん。\nおぬしたちも急ぎか…。
E0012_01_349_a_09	洞窟の魔物とはいったい？
E0012_01_349_a_10	巨大な８つの足を持つ恐ろしいヤツじゃ。\nアンナとおぬしの仲間のためにも\nまず、ヤツを倒さねばな！<P>\nダムシアンの方に感じられる\n不吉な気配が\n私の気のせいならばいいのだが…。
E0012_02_166_a_01	よーし、出発だ！
E0080_00_169_a_01	ここからいったん地上に出れる。<P>\nヤツはこの先の滝の下におる！\n念のため地上でテントでも\n張った方がよいじゃろう！
E0013_00_170_a_01	ヤツはこの下じゃ！
E0014_00_172_a_01	来るぞ！
E0014_00_172_a_02	こやつがオクトマンモスじゃ！
E0014_00_172_b_01	さすが暗黒の使い手！
E0014_00_172_b_02	動きが鈍りおったわい！
E0014_01_172_a_01	これでダムシアンに行ける！\nこの滝の奥から表に出られるはずじゃ！
P001_C00_170_02_01	流れが急で入っていけない！
P006_C00_136_02_01	なんじゃ、おぬしは？\nここから先は魔物の巣窟じゃ。<P>\nおぬしのような若造には危険すぎる！\nカイポにでも戻るんじゃな！
E0016_00_041_a_01	あれは…\nおおーッ、アンナー！
E0016_00_041_a_02	貴様、あの時の吟遊詩人！\n貴様のせいでアンナは！
E0016_00_041_a_03	！？
E0016_00_041_b_01	貴様、よくも娘を…。
E0016_00_041_b_02	違います！
E0016_00_041_b_03	何が違うというのだ！
E0016_00_041_b_04	話を聞いてください！
E0016_00_041_b_05	えーい、黙れえ！
E0016_00_041_b_06	お願いです！
E0016_00_041_b_07	この痛み、アンナの痛み…。
E0016_00_041_b_08	アンナとは…。
E0016_00_041_b_09	お願いっ！二人ともやめてっ！
E0016_01_041_a_01	アンナ、生きていてくれたか…。
E0016_01_041_a_02	お父さん…\n彼…(GILBART)は\nこのダムシアンの王子…。<P>\n身分を隠すため…\n吟遊詩人としてカイポにきたの…。<P>\nごめんなさい…お父さん、\n勝手に飛び出したりして…。<P>\n私、(GILBART)を愛しているの…。<P>\nでも、大好きなお父さんに…\n許してもらわなくちゃって…\nカイポに戻ろうとしたとき…。
E0016_01_041_a_03	ゴルベーザと名乗る者が率いる\nバロンの赤い翼が…。
E0016_01_041_a_04	ゴルベーザとはいったい何者なんだ？
E0016_01_041_a_05	わかりません…。\n黒い異様な甲冑に身を包んでいて…\n人とは思えぬ強さで…。
E0016_01_041_a_06	なぜ、赤い翼が！？
E0016_01_041_a_07	奴らはクリスタルを奪うと火を放ち…\n父も母もやられ…\nアンナも…僕をかばって弓に…。
E0016_01_041_a_08	そんなにまで、こやつのことを…。
E0016_01_041_a_09	お父さん…\n私を許して…。<P>\n(GILBART)…\n愛…してる！
E0016_01_041_a_10	アンナ！
E0016_01_041_a_11	アンナ！\nアンナーッ！
E0016_01_041_a_12	…そのゴルベーザとは\nいったい何者なんだ！
E0016_01_041_a_13	最近バロンにやってきて、赤い翼を率い\nクリスタルを集めているとしか…。
E0016_01_041_a_14	情けない！\n泣いてもアンナは生き返らん！<P>\nバロンのゴルベーザ…！\n私がアンナの仇を取ってくる！
E0016_01_041_a_15	(TELLA)、一人では…！
E0016_01_041_a_16	助けなぞいらん！\nゴルベーザは私一人でやる！
E0016_01_041_a_17	(TELLA)と別れた。
E0016_01_041_a_18	ア、アンナァ…\nシクシク…。
E0016_01_041_a_19	弱虫！
E0016_01_041_a_20	お兄ちゃんは男でしょ！大人でしょ！<P>\nなのに…！\nあたしだって…。
E0016_01_041_a_21	(RYDIA)…。
E0016_01_041_a_22	そうさ…君の言うとおり僕は弱虫さ！\nだから、ずっとこうして\nアンナのそばにいるんだ！<P>\nもう、何もかもどうでもいいんだ！
E0016_01_041_a_23	悲しいのは君だけじゃないんだぞ！\nそんなことをしていても\nアンナも喜びはしない！<P>\nそれに、今の僕らには\n君の助けが必要なんだ！
E0016_01_041_a_24	僕が君たちを助ける？
E0016_01_041_a_25	僕は(CECIL)。<P>\nカイポで高熱病に倒れている\n仲間を助けるため\n砂漠の光がどうしても必要なんだ。<P>\nそれには…君の助けがいる！
E0016_01_041_a_26	僕が助ける…。
E0016_01_041_a_27	そうだ。\n(ROZA)のために…頼む！
E0016_01_041_a_28	(ROZA)という人は\n君の大事な人らしいね…。\n愛する人を…失ってはいけない。
E0016_01_041_a_29	砂漠の光は東の洞窟に住むアントリオンが\n産卵の時に出す分泌物からできる。\n洞窟には浅瀬を渡らなければ行けない。<P>\nダムシアンにあるホバー船なら\n浅瀬も越えられる。\nカイポにも浅瀬を越えて行けるはずだ。
E0016_01_041_a_30	さあ、急ごう！
E0016_01_041_a_31	王族(GILBART)が仲間になった！
E0016_01_041_a_32	さよなら…アンナ！
N102_C02_041_06_01	生き残ったのはわしらだけじゃ。\nカイポにでも避難するかの。<P>\nホバー船があれば西の海岸の浅瀬を通って\n行けるはずじゃが…。
N102_C02_041_07_01	ファブールへでも避難するしかないかの。<P>\nじゃが、ファブールへ抜けるホブスの山は\n吹きつける寒風のせいで\n厚い氷に覆われとる。
N102_C02_042_01_01	…目が見えん！<P>\nお前は仲間か？\nここの宝をヤツらの手には\n渡さんでくれ…頼む！
N102_C02_038_01_01	……。
N102_C02_039_01_01	ク、クリスタルを奪われた…！
N102_C02_039_02_01	飛空艇から恐ろしいほどの爆撃が…。
N102_C02_040_02_01	……。
N102_C02_040_03_01	飛空艇から恐ろしいほどの爆撃が…。
N102_C02_040_01_01	上の…回復のツボまで…！
E0017_00_177_a_01	ここがアントリオンの産卵地だ。
E0017_00_177_a_02	キャー！
E0017_00_177_a_03	大丈夫。\nアントリオンは大人しいんだ。\n人間には危害を加えない。<P>\n僕が取ってこよう。
E0017_00_177_a_04	うわあ！
E0017_00_177_a_05	行くぞ、(RYDIA)！
E0017_01_177_a_01	『砂漠の光』を手に入れた。
E0017_01_177_a_02	そんな、ばかな！\nなぜ、アントリオンが…。
E0017_01_177_a_03	最近、魔物の数が増えた。\n今までおとなしかった獣たちまで襲ってくる。\nやはり、何かの前触れ…。
E0017_01_177_a_04	早く(ROZA)に！
E0017_01_177_a_05	ああ、行こう！
E0019_00_178_a_01	(RYDIA)。\nファイアを唱えてみて。
E0019_00_178_a_02	……。
E0019_00_178_a_03	(RYDIA)？
E0019_00_178_a_04	あなたなら必ずできるわ！
E0019_00_178_a_05	…いや。
E0019_00_178_a_06	？
E0019_00_178_a_07	炎はいや！
E0019_00_178_a_08	そうか…\nあのボムの指輪の炎でミストは…。
E0019_00_178_a_09	いーい？(RYDIA)。\nこの氷を溶かす力があるのは\n今、あなたしかいないの。
E0019_00_178_a_10	……。
E0019_00_178_a_11	私たちがここで氷を溶かしファブールへ\n行かなければ、もっとたくさんの人たちが\n恐ろしい目にあうことになるの…。<P>\nお願い…勇気を出して！
E0019_00_178_a_12	勇気…。
E0019_00_178_a_13	(RYDIA)、お願い！
E0019_00_178_a_14	頼むよ、(RYDIA)！
E0019_00_178_a_15	……。
E0019_00_178_a_16	………。<P>\n……。<P>\n…。
E0019_00_178_a_17	ファイア！
E0019_00_178_a_18	(RYDIA)が『ファイア』を覚えた！
E0019_00_178_a_19	すごいよ、(RYDIA)！
E0019_00_178_a_20	エヘ…。
E0019_00_178_a_21	ありがとう、(RYDIA)！
E0019_00_178_a_22	(RYDIA)…。
N999_C06_178_02_01	厚い氷で閉ざされている。
E0020_00_180_a_01	あれは？
E0020_00_180_a_02	あの衣服はファブールのモンク僧！
E0020_00_180_a_03	はッ！
E0020_00_180_a_04	はッ！
E0020_01_180_a_01	あいつは手強い！
E0020_01_180_a_02	助けよう！
E0020_01_180_b_01	ば　く　は　つ　　するーーー！
E0020_02_180_a_01	危ないところをかたじけない。\n私はファブールの\nモンク僧長(YANG)。<P>\nこのホブスの山で修行中、\n魔物の群れに襲われ\n私を残し全滅してしまった。<P>\nあれほどの手だれの者たちが…。
E0020_02_180_a_02	僕らもファブールへ\n向かっている途中なのです。
E0020_02_180_a_03	ゴルベーザという男が\nバロンを利用しクリスタルを…。
E0020_02_180_a_04	ということは、ファブールの\n風のクリスタルも！
E0020_02_180_a_05	ええ…。\nダムシアンのクリスタルは\nすでに奪われてしまいました。
E0020_02_180_a_06	次はファブールが狙われているんです。
E0020_02_180_a_07	！\n…なんということだ。\n主力のモンク隊は全滅。<P>\n城にいるのは、まだ修行も浅い者ばかり。\n今、攻め込まれてはひとたまりも！
E0020_02_180_a_08	おそらく、さっきの魔物たちも\nゴルベーザにつかわされたはず。
E0020_02_180_a_09	我らを消して、ファブールを\n無防備にするため！？
E0020_02_180_a_10	とすれば、手薄になったファブールへ\nもうすでに向かっているはず！<P>\n僕らも手伝います！\n早く、ファブールへ！
E0020_02_180_a_11	しかし、そなたたちまで巻き込んでは…。
E0020_02_180_a_12	これは僕らの戦いでもあるんです！
E0020_02_180_a_13	僕はダムシアンの王子です。
E0020_02_180_a_14	僕と(ROZA)はバロンにいました。\nこの子も…\nバロン王にだまされて僕が…。
E0020_02_180_a_15	……。
E0020_02_180_a_16	みな、訳ありか…。<P>\nかたじけない！\n助太刀、願えるか？
E0020_02_180_a_17	もちろんだ！\nさあ、ファブールへ！
E0020_02_180_a_18	ファブールは東の山を越えたところ。\nさあ、急ぎましょう！
E0020_02_180_a_19	モンク僧(YANG)が仲間になった！
E0021_00_047_a_01	(YANG)よ、戻ったか。
E0021_00_047_a_02	はっ。\nそれよりもファブール王。<P>\nゴルベーザなる者がバロンを動かし\nクリスタルを奪いに来ます！
E0021_00_047_a_03	まことか！
E0021_00_047_a_04	この方たちは、それを知らせに\n来てくれたのです。
E0021_00_047_a_05	そのほうたちは何者じゃ？
E0021_00_047_a_06	時間がありません。\n早く、守りを固めないと！
E0021_00_047_a_07	しかし、その姿はバロンの暗黒騎士。\n信じてよいものかどうか…。
E0021_00_047_a_08	王よ！信頼できる方たちです！\n私が襲われていたところを助太刀して…。
E0021_00_047_a_09	一刻を争います！
E0021_00_047_a_10	急いでください！
E0021_00_047_a_11	お久しぶりです。\nファブール王。
E0021_00_047_a_12	これは(GILBART)王子！
E0021_00_047_a_13	ダムシアンも襲われ\nクリスタルを奪われたのです！<P>\n父も母も…\n恋人も失いました…！<P>\nこのファブールをダムシアンの、\n二の舞にされるおつもりですか！
E0021_00_047_a_14	すまぬ！まことじゃったか。\nだが、主力のモンク隊もなしに…。<P>\nそなたらも力を貸してはくれぬか？
E0021_00_047_a_15	無理強いはできんしな。\n困ったのう…。
E0021_00_047_a_16	この方たちは素晴らしい腕をお持ちです！\n私と共に最前線についていただきます！
E0021_00_047_a_17	おぬしがそこまで言うのなら\nそなたらに賭けてみよう！\n娘たちは救護の任についてもらおう。
E0021_00_047_a_18	わかりました。
E0021_00_047_a_19	頼むぞ！
E0021_00_047_a_20	はッ！
E0021_00_047_a_21	では、(CECIL)殿！
E0021_00_047_a_22	(CECIL)！
E0021_00_047_a_23	気をつけてね…。
E0021_00_047_a_24	君も…。\n(RYDIA)！(ROZA)を頼む！
E0021_01_044_a_01	来ました！
E0021_01_044_a_02	迎え撃てい！
E0021_02_044_a_01	赤い翼だーー！
E0021_02_044_a_02	このままじゃ、やられるだけだ！
E0021_02_044_a_03	ひとまず城内まで後退する！
E0021_03_045_a_01	すまない！\n勝ち目のない戦いに！
E0021_03_045_a_02	言ったはずだ。\n僕たちの戦いでもあると！\nそれに負けと決まったわけじゃない！
E0021_03_045_a_03	く、くる！
E0021_04_045_a_01	くッ！下がるぞ！
E0021_05_046_a_01	この上は王の間じゃ…！？
E0021_05_046_a_02	ご心配めさるな。\n王や女、子供は安全なところに避難している！\n我々が敵を引きつけ…
E0021_05_046_a_03	叩く！
E0021_06_046_a_01	ここはもうだめだ！
E0021_06_046_a_02	くそう！
E0021_07_047_a_01	カギをかけた！\nここで防がねば！
E0021_07_047_a_02	クリスタルは！？
E0021_07_047_a_03	この上！
E0021_07_047_a_04	カギを開けた！
E0021_07_047_a_05	何をする！
E0021_07_047_a_06	人間じゃ…ない！
E0021_09_047_a_01	きりがない！\nやむをえん！\nクリスタルルームまで下がろう！
E0021_09_047_a_02	うわあ！
E0021_09_047_a_03	(GILBART)！
E0021_11_048_a_01	久しぶりだな。
E0021_11_048_a_02	(CAIN)！\n無事だったのか！
E0021_11_048_a_03	ああ。
E0021_11_048_a_04	一緒に戦ってくれ！
E0021_11_048_a_05	無論、そのつもりだ。<P>\nだが(CECIL)、戦うのはお前とだ！
E0021_11_048_a_06	(CAIN)！？
E0021_11_048_a_07	一騎打ちだ、(CECIL)！
E0021_11_048_a_08	やめろ！
E0021_11_048_a_09	ゆくぞ！
E0021_11_048_b_01	なぜだっ！(CAIN)っ！
E0021_11_048_b_02	問答無用！
E0021_11_048_b_03	いったい何があったんだ！？
E0021_11_048_b_04	うるさい、黙れっ！
E0021_11_048_b_05	(CECIL)！とどめだっ！
E0021_12_048_a_01	まさか、お前もゴルベーザに！
E0021_12_048_a_02	今、楽にしてやろう！
E0021_12_048_a_03	そうはさせん！
E0021_12_048_a_04	やめてーッ！
E0021_12_048_a_05	(ROZA)！
E0021_12_048_a_06	(CAIN)、あなたまで！
E0021_12_048_a_07	う…ううッ！\n俺を…見るな！
E0021_12_048_a_08	何を血迷っているのだ、(CAIN)…。
E0021_12_048_a_09	ゴルベーザ！
E0021_12_048_a_10	貴様がゴルベーザ…！
E0021_12_048_a_11	お前が(CECIL)か。\n会えたばかりで残念だが\nこれが私の挨拶だ！
E0021_12_048_a_12	(CECIL)！
E0021_12_048_a_13	させるものか！
E0021_12_048_a_14	虫ケラに用はない！
E0021_12_048_a_15	(CAIN)…。\n遊びはそのへんにして\nクリスタルを手に入れるのだ。
E0021_12_048_a_16	はッ！
E0021_12_048_a_17	やめて(CAIN)！
E0021_12_048_a_18	！
E0021_12_048_a_19	下がるんだ、(ROZA)…！
E0021_12_048_a_20	ほう、そんなにこの女が大事か。\nならば、この女は預かっていこう。<P>\nお前とは、ぜひまた会いたい。\nその約束の証としてな。<P>\n行くぞ、(CAIN)！
E0021_12_048_a_21	命拾いしたな。\n(CECIL)！
E0021_12_048_a_22	ま…て！
E0021_12_048_a_23	くッ…。
E0021_12_048_a_24	ケアル！
E0021_12_048_a_25	大丈夫？
E0021_12_048_a_26	ありがとう(RYDIA)。\nでも、(ROZA)が\nさらわれてしまった…。
E0021_12_048_a_27	クリスタルも守れなかった…。
E0021_12_048_a_28	(ROZA)…。
E0021_12_048_a_29	しっかりしてよみんな！\n(ROZA)はきっと無事よ。\nクリスタルだって取り返せばいいじゃない！
E0021_12_048_a_30	…そうだね！
E0021_12_048_a_31	(CECIL)殿！\n今度は我々が力になる番。\n体をいやし、救出法を考えましょう。
E0021_12_048_a_32	ありがとう…。
E0022_00_049_a_01	(YANG)様、お疲れでしょう。\nゆっくりお休みください。
E0022_00_049_a_02	(ROZA)を助けなければ！
E0022_00_049_a_03	ゴルベーザに対抗するには\n飛空艇が必要だ…。<P>\nしかし、飛空艇は\nバロンでしか造れない…。
E0022_00_049_a_04	バロンに侵入できる方法はないものかな。
E0022_00_049_a_05	バロンは赤い翼が主力のため\n比較的海兵部隊が手薄だ。\n侵入するなら海から…！
E0022_00_049_a_06	だったら、船がいるわ。
E0022_00_049_a_07	ならばさっそく明朝、王に頼み\n船を出してもらおう。<P>\nそなたたちには世話になった。\n王も協力は惜しまぬはず。
E0022_00_049_a_08	頼む…。
E0022_00_049_a_09	…あの竜騎士はいったい？
E0022_00_049_a_10	(CAIN)といって\n僕の…親友だった…。\n共にバロンを抜けようと誓ったのに…。
E0022_00_049_a_11	そうであったか…。
E0022_00_049_a_12	…ともかく、今日はゆっくり休もう…。
E0022_00_049_a_13	……。
E0022_01_056_a_01	…そうか、あいわかった。\n(YANG)よ。\nおぬしも同行し力を貸すがよい。<P>\n(CECIL)殿には感謝の言葉もない。\n(ROZA)殿まで奪われてしまうとは…。\nすぐさま、船を用意させよう。<P>\n(CECIL)殿。この剣を持っていくがよい。\nこれは、その昔ファブールに来た\n暗黒騎士の持っていたものじゃ。<P>\nなに、ファブールのため戦ってくれた\nせめてもの礼だ。<P>\nだが、暗黒剣はしょせん暗闇の剣…。\n真の悪には通用せんはずだ。\n必ずやゴルベーザを倒してくれ。
E0022_01_056_a_02	『デスブリンガー』を手に入れた！
E0022_01_056_a_03	準備ができしだい\n東の桟橋に行かれるがよい。\n船が用意されておるはず。
E0022_01_056_a_04	すべてのクリスタルがヤツの手に渡れば\n世界はかつてない危機にさらされるじゃろう。\n頼んだぞ！
E0023_00_331_a_01	あんた！\n気いつけてしっかり戦ってきな！
E0023_00_331_a_02	うむ！
E0023_00_331_a_03	(CECIL)さんたちもしっかりね！
E0023_00_331_a_04	はい！
E0023_00_331_a_05	では、留守を頼む！
E0023_00_331_a_06	まかしときな！
E0023_00_331_a_07	あんたが(CECIL)か！\n活躍は、きーてるぜ！<P>\nなーに、ゆっくりしててくれ。\nバロンなんざ、あっという間に\n着いちまわあ！<P>\nよーし、さっそく出航だ！
E0023_00_331_a_08	ヤロウどもイカリを上げろー！
E0023_00_331_a_09	ヒャッホー！
E0023_02_332_a_01	で、バロンに着いたら\nどうされるおつもりで？
E0023_02_332_a_02	まず、飛空艇技師の\n(CID)に会おう。<P>\n彼なら飛空艇に精通しているし\n力になってくれるはずだ。
E0023_02_332_a_03	そのごじんが無事だとよいが。
E0023_02_332_a_04	……。
E0023_02_332_a_05	寒いの？\n震えてるよ。
E0023_02_332_a_06	いや、何でもないんだ…。
E0023_04_332_a_01	なんだ？
E0023_06_332_a_01	まさか！
E0023_06_332_a_02	ホントにいたのか！
E0023_06_332_a_03	大海原の主！
E0023_06_332_a_04	あいつが…
E0023_06_332_a_05	リヴァイアサンだーッ！
E0023_08_332_a_01	てめーら、オロオロすんじゃねえ！\nなんとかやり過ごさんかい！
E0023_08_332_a_02	キャアー！
E0023_08_332_a_03	(RYDIA)！
E0023_08_332_a_04	(RYDIA)！(YANG)！
E0023_08_332_a_05	うわあ！
E0023_08_332_a_06	(GILBART)！
E0023_10_344_a_01	……。<P>\nう…。<P>\nうう…。
E0023_10_344_a_02	ここは？
E0023_10_344_a_03	(RYDIA)！
E0023_10_344_a_04	(GILBART)！
E0023_10_344_a_05	(YANG)！
E0023_10_344_a_06	一人…か。
E0111_00_053_a_01	え？\nあの人が地底に？
E0111_00_053_a_02	まったく、そんなとこで油売って…。\nあら、目にゴミが入っちゃったよ。
E0111_00_053_a_03	しかし、情けないね！\nこいつでガツンと喝を入れてきな！
E0111_00_053_a_04	『愛のフライパン』を手に入れた！
E0113_00_053_a_01	あら、わざわざすまないね。\nこんなモンしかないけど\n何かの役に立つだろ。
E0113_00_053_a_02	『包丁』を手に入れた。
E0113_00_053_a_03	あたしなら心配いらないよ！\n早く治して戦いなって\nあの人に言っておやり！
E0132_00_055_a_01	私の踊り見たい？
E0132_00_055_a_02	ひどい人…からかうなんて！
E0132_00_055_a_03	げッ！
E0132_00_055_a_04	はッ！
E0132_00_055_a_05	はッ！
E0132_00_055_a_06	はッ！
N011_C02_044_01_01	(YANG)様！\n戻られましたか。\n陛下がお待ちです。
N011_C02_044_01_02	城の守りは、我々がなんとか固めます。
N011_C02_044_01_03	これは(CECIL)殿！
N011_C02_044_01_04	今出られては危険です！\nとりあえずお休みになった方が…。
N011_C02_045_01_01	主力部隊が全滅？\nまさか！
N011_C02_045_01_02	我々が至らないばかりに…。
N011_C02_045_01_03	船乗りのあいだで妙な噂が流れています。\n海神様の怒りにふれるとか…。
N011_C02_045_01_04	ご無事でしたか！
