SPEAKER_01	？？？？
N104_C02_037_02_01	要想治好高燒，\n需要幻之寶石「沙漠之光」……\n想要得到這塊寶石，\n就必須前往棲息著巨大魔物的蟻獅洞窟……
N104_C02_037_02_02	妳終於恢復了，真是太好了。\n雖然我們相處時間不長，\n但我彷彿已把妳當成自己的女兒了。\n有空再來這兒落腳吧。
P003_C00_037_03_01	……<P>\n不要……<P>\n(CECIL)……<P>\n不要死啊……(CECIL)！
N999_C02_037_04_01	要治好沙漠高燒，\n需要特效藥「沙漠之光」……
E0011_00_136_a_01	嗯，你……\n原來你是暗黑劍的使用者啊？！\n拜託了，請助我一臂之力！
E0011_00_136_a_02	發生什麼了？
E0011_00_136_a_03	我女兒安娜被吟遊詩人矇騙，\n去了達姆希安！\n達姆希安彌漫著一股不祥的氣息！
E0011_00_136_a_04	那麼，您就是賢者(TELLA)嗎！
E0011_00_136_a_05	老夫正是(TELLA)！<P>\n我在前往達姆希安追尋女兒的路上，\n被棲息在前方地下湖中的巨型魔物擋住了去路。<P>\n那傢伙擁有出奇強大的力量。\n僅使用我的魔法沒法打倒牠，\n如果用你的暗黑劍一起攻打牠的話就有勝算了！<P>\n？！<P>\n什麼！這孩子是召喚士嗎。\n她的資質相當高啊。
E0011_00_136_a_06	我們也必須前往達姆希安！
E0011_00_136_a_07	那麼就這麼決定了！\n事不宜遲，和我一起前往達姆希安吧！
E0011_00_136_a_08	「賢者(TELLA)」成為了同伴！
E0012_00_166_a_01	好嘞，在這裡休息吧。
E0012_00_166_a_02	在這個魔方陣上面可以張開結界，\n魔物就沒法進來了。<P>\n可以搭起帳篷或小屋休息，\n也可以保存資料。<P>\n做好與那傢伙戰鬥的準備，\n在我的帳篷中重整態勢！
E0012_01_349_a_01	已經睡了嗎。\n看來累得不輕。<P>\n這孩子應該是……
E0012_01_349_a_02	她是迷霧村的……召喚士。
E0012_01_349_a_03	嗯，她潛藏著優秀的資質。\n積累修行經驗之後，\n她應該能靈活使用其他魔法吧。<P>\n不過，這孩子的睡相還真可愛……\n就像兒時的安娜一樣。
E0012_01_349_a_04	她是您的……
E0012_01_349_a_05	是我唯一的女兒。\n她被一個不知來頭的吟遊詩人欺騙，\n私奔到達姆希安……<P>\n不過是因為我不同意他們交往……
E0012_01_349_a_06	你們為何要去達姆希安？
E0012_01_349_a_07	我的朋友在凱波患上了高燒。
E0012_01_349_a_08	需要「沙漠之光」嗎……\n沒有那件寶物的話我也什麼都幹不了。\n你們也急著用嗎……
E0012_01_349_a_09	洞窟中的魔物究竟為何樣？
E0012_01_349_a_10	牠是個長著８條巨腿的可怕生物。\n總之，為了安娜和你的朋友，\n我們必須打倒那傢伙！<P>\n達姆希安那邊彌漫的不祥氣息，\n希望那是我的錯覺……
E0012_02_166_a_01	好嘞，我們出發吧！
E0080_00_169_a_01	從這裡出去，暫時能回到地面。<P>\n魔物就在前面洞裡的瀑布下面！\n以防萬一，先在地上張開帳篷比較好！
E0013_00_170_a_01	魔物就在這下面！
E0014_00_172_a_01	牠要來了……
E0014_00_172_a_02	牠就是八足巨妖！！
E0014_00_172_b_01	不愧是暗黑劍的使用者！
E0014_00_172_b_02	削弱了怪物的力量！
E0014_01_172_a_01	我們可以去達姆希安了！！\n穿過這條瀑布的深處就能回到地面！
P001_C00_170_02_01	水流湍急，無法進入！
P006_C00_136_02_01	你是誰？\n這條道路的前方可是魔物的巢穴。<P>\n對你這樣的小夥子來說過於危險！\n快返回凱波吧！
E0016_00_041_a_01	安娜？！\n哎呀，安娜！
E0016_00_041_a_02	你是那時帶走我女兒的吟遊詩人！\n都是你的錯，安娜才會喪生……
E0016_00_041_a_03	？！
E0016_00_041_b_01	你小子！竟敢綁架我女兒……
E0016_00_041_b_02	不是這樣的！
E0016_00_041_b_03	事到如今，你還想抵賴！
E0016_00_041_b_04	請聽我說！
E0016_00_041_b_05	閉嘴！
E0016_00_041_b_06	拜託了！
E0016_00_041_b_07	這份痛楚，安娜的痛楚……
E0016_00_041_b_08	我和安娜……
E0016_00_041_b_09	求求你們……快住手！
E0016_01_041_a_01	安娜！\n妳還活著嗎……
E0016_01_041_a_02	爸爸……\n他……(GILBART)是達姆希安王國的王子……<P>\n為了隱藏身份……\n他作為吟遊詩人來到了凱波……<P>\n爸爸，對不起……\n我任性地離家出走了……<P>\n我……愛著(GILBART)……\n但是……我卻已無法得到最愛的父親的同意……\n在我返回凱波的路上……
E0016_01_041_a_03	自稱高貝扎的人率領著巴隆的赤翼隊……
E0016_01_041_a_04	高貝扎？
E0016_01_041_a_05	嗯，他身披黑色怪異的盔甲，\n擁有無人能敵的強大力量……
E0016_01_041_a_06	為何他會率領著巴隆國的赤翼隊……
E0016_01_041_a_07	他奪走水晶之後，放火燒毀了整座城……\n爸爸媽媽都被他殺害……\n安娜也為了保護我……而被弓箭射中……
E0016_01_041_a_08	女兒竟然愛他愛到為他犧牲……
E0016_01_041_a_09	爸……爸爸……\n請原諒任性的我……<P>\n(GILBART)……\n我……愛你……
E0016_01_041_a_10	安娜！
E0016_01_041_a_11	安娜？！\n安娜！！
E0016_01_041_a_12	那個……名叫高貝扎的傢伙究竟是什么人！
E0016_01_041_a_13	他似乎最近才來到巴隆。\n他率領著赤翼隊，搶奪水晶……
E0016_01_041_a_14	無論你如何哭泣安娜也不能複生！<P>\n巴隆的高貝扎……\n我要為安娜報仇！
E0016_01_041_a_15	(TELLA)，您一個人太危險了！
E0016_01_041_a_16	我不需要任何人幫助！\n高貝扎……由我一人解決！
E0016_01_041_a_17	「(TELLA)」離開了隊伍。
E0016_01_041_a_18	安、安娜……\n嗚嗚……
E0016_01_041_a_19	你這個懦弱的家伙！
E0016_01_041_a_20	你是男人吧！而且還是個大人！<P>\n卻哭成這樣！\n我……其實也很傷心啊……
E0016_01_041_a_21	(RYDIA)……
E0016_01_041_a_22	妳說得沒錯……\n正如妳所說的那樣，我就是個懦弱的家伙……\n所以，我要一直待在安娜身邊……<P>\n任何事情都已經無所謂了！
E0016_01_041_a_23	悲傷的人不只你一個！\n即便你這麼做，\n安娜也不會開心……<P>\n拜託了！\n現在我們需要你的幫助！
E0016_01_041_a_24	我能幫助你們嗎？
E0016_01_041_a_25	我叫(CECIL)。<P>\n為了救助因發燒而倒在凱波的夥伴，\n我們無論如何都要得到「沙漠之光」。<P>\n為了得到它，我們需要你的幫助！
E0016_01_041_a_26	你們需要……我的幫助……
E0016_01_041_a_27	沒錯。\n為了救(ROZA)！拜託你了！
E0016_01_041_a_28	那位名叫(ROZA)的姑娘，\n是你很重要的人吧……\n絕不能失去愛人！
E0016_01_041_a_29	名叫蟻獅的巨型昆蟲棲息在東邊的洞窟中。\n「沙漠之光」是由蟻獅產卵時流出的分泌物生成。\n我們必須穿過淺灘才能到達東邊的洞窟。<P>\n駕駛達姆希安的氣墊船就能渡過淺灘。\n渡過淺灘應該也能到達凱波。
E0016_01_041_a_30	我們速速出發！
E0016_01_041_a_31	「王族(GILBART)」成為了同伴！
E0016_01_041_a_32	永別了……安娜……
N102_C02_041_06_01	只有我們存活下來了啊。\n去凱波一帶避難吧。<P>\n如果有氣墊船的話，\n我們就能穿過西海岸的淺灘了……
N102_C02_041_07_01	只能去法布爾避難了。<P>\n不過，橫貫法布爾的霍布斯山，\n常年受到寒風的影響，\n被厚厚的冰覆蓋著。
N102_C02_042_01_01	我的眼睛看不見了！<P>\n你是我們的同伴嗎？\n拜託了……請不要把這裡的寶物交給那傢伙！！
N102_C02_038_01_01	……
N102_C02_039_01_01	水、水晶被奪走了！
N102_C02_039_02_01	遭到了飛空艇可怕的轟炸……
N102_C02_040_02_01	……
N102_C02_040_03_01	遭到了飛空艇可怕的轟炸……
N102_C02_040_01_01	至……至少讓我到達復原點！
E0017_00_177_a_01	這裡是蟻獅的產卵地。
E0017_00_177_a_02	呀！
E0017_00_177_a_03	不用害怕。\n蟻獅很溫順的，\n不會傷害人類。<P>\n讓我去取。
E0017_00_177_a_04	嗚哇！
E0017_00_177_a_05	(RYDIA)，我們上！
E0017_01_177_a_01	獲得了「沙漠之光」！
E0017_01_177_a_02	怎麼會變成這樣！\n為何蟻獅會……
E0017_01_177_a_03	最近，魔物的數量在不斷增加。\n至今為止很溫順的怪物們也開始襲擊人類。\n這果然是某種前兆……
E0017_01_177_a_04	快去救(ROZA)！
E0017_01_177_a_05	好，我們走！
E0019_00_178_a_01	(RYDIA)。\n試著詠唱火焰。
E0019_00_178_a_02	……
E0019_00_178_a_03	(RYDIA)？
E0019_00_178_a_04	妳一定能做到。
E0019_00_178_a_05	……不要。
E0019_00_178_a_06	？
E0019_00_178_a_07	我討厭火！
E0019_00_178_a_08	原來是這樣……\n因為那枚「炸彈戒指」噴出的火焰燒毀了迷霧村……
E0019_00_178_a_09	(RYDIA)，聽好了？\n現在，只有妳擁有融化眼前這些冰的力量。
E0019_00_178_a_10	……
E0019_00_178_a_11	如果妳不施法融化這裡的冰，\n我們就不能前往法布爾，\n那麼更多人將會遭受可怕的災難……<P>\n拜託了，請鼓起勇氣！
E0019_00_178_a_12	勇氣……
E0019_00_178_a_13	(RYDIA)，拜託了！
E0019_00_178_a_14	交給妳了，(RYDIA)！
E0019_00_178_a_15	……
E0019_00_178_a_16	……<P>\n……<P>\n……
E0019_00_178_a_17	火焰！
E0019_00_178_a_18	(RYDIA)學會了「火焰」！
E0019_00_178_a_19	(RYDIA)，妳真了不起！
E0019_00_178_a_20	誒嘿……
E0019_00_178_a_21	(RYDIA)，非常感謝妳！
E0019_00_178_a_22	(RYDIA)……
N999_C06_178_02_01	被厚厚的冰塊封鎖著。
E0020_00_180_a_01	那個人是？
E0020_00_180_a_02	從那身衣服來看……\n他應該是法布爾的武僧！
E0020_00_180_a_03	哈！
E0020_00_180_a_04	哈！
E0020_01_180_a_01	那傢伙很難對付！
E0020_01_180_a_02	我們去幫忙吧！
E0020_01_180_b_01	要～爆～炸～了！
E0020_02_180_a_01	危難時刻得以相救，實在感激不盡。\n我叫(YANG)，是法布爾的武僧長老。<P>\n在這座霍布斯山修行時，\n我們被一群魔物襲擊，只有我活下來了。<P>\n如此武藝精湛的人們都被殺害了……
E0020_02_180_a_02	我們也在前往法布爾的路上。
E0020_02_180_a_03	名為高貝扎的男人，\n利用巴隆奪取水晶……
E0020_02_180_a_04	這麼說來，\n那傢伙也想要竊取我們法布爾的風之水晶嗎！
E0020_02_180_a_05	嗯……達姆希安的火之水晶已落入敵人手中。
E0020_02_180_a_06	他們的下一個目標便是法布爾！
E0020_02_180_a_07	怎麼會這樣……\n我們的主力武僧隊現已全軍覆沒。<P>\n留在城中的全都是功夫不到家的人。\n現在要是攻過來的話，我們將完全不堪一擊！
E0020_02_180_a_08	恐怕剛才與你搏鬥的魔物們，\n也是被高貝扎派來的。
E0020_02_180_a_09	為了消滅我們，\n讓法布爾防不勝防嗎！
E0020_02_180_a_10	那麼，\n那傢伙現在或許正朝著防守薄弱的法布爾前進！<P>\n我們會幫你的。\n爭分奪秒趕往法布爾吧！
E0020_02_180_a_11	不過，\n我不能把你們也捲進來……
E0020_02_180_a_12	這也是我們的戰鬥！
E0020_02_180_a_13	我是達姆希安的王子。
E0020_02_180_a_14	我和(ROZA)曾經住在巴隆城。\n而這孩子……\n我受巴隆王矇騙，殺了她的母親……
E0020_02_180_a_15	……
E0020_02_180_a_16	大家都各有各的原因啊……<P>\n非常感謝你們……能助我一臂之力嗎？
E0020_02_180_a_17	當然了！\n快，我們一同前往法布爾！
E0020_02_180_a_18	越過東之山就能到達法布爾。\n我們出發吧！
E0020_02_180_a_19	「武僧(YANG)」成為了同伴！
E0021_00_047_a_01	(YANG)，你終於回來了啊。
E0021_00_047_a_02	是。\n不過，法布爾王……<P>\n名為高貝扎的傢伙操縱了巴隆，\n現在正要來奪取風之水晶！
E0021_00_047_a_03	什麼，這是真的嗎？！
E0021_00_047_a_04	這幾位朋友正是前來通知我們的。
E0021_00_047_a_05	那邊幾位都是誰？
E0021_00_047_a_06	沒有時間了。\n請儘快加強防守！
E0021_00_047_a_07	可是，那位青年應該是巴隆的暗黑騎士。\n寡人可以相信他嗎……
E0021_00_047_a_08	陛下啊，他們是值得信賴的！\n在我失去部隊苦戰之時，\n他們助了我一臂之力！
E0021_00_047_a_09	我們必須爭分奪秒！
E0021_00_047_a_10	請相信我們！
E0021_00_047_a_11	久違了，\n法布爾王。
E0021_00_047_a_12	哎呀，你是達姆希安的(GILBART)王子！
E0021_00_047_a_13	我們達姆希安也遭受了襲擊，\n火之水晶也被奪走了。<P>\n我失去了父親和母親……還有戀人……<P>\n您想讓法布爾王國重演達姆希安的悲劇嗎？
E0021_00_047_a_14	抱歉！原來這是真的啊……\n但是我們已經失去了戰鬥主力武僧隊……<P>\n你們能助我一臂之力嗎？
E0021_00_047_a_15	不能勉強你們啊……\n可是……
E0021_00_047_a_16	這幾位朋友武藝高強！\n會和我一起前往最前線！
E0021_00_047_a_17	話都說到這份上了，\n那麼寡人就把國家的命運賭在你們身上了！\n救護的任務就交給女孩們了。
E0021_00_047_a_18	我明白了。
E0021_00_047_a_19	拜託你們了！
E0021_00_047_a_20	遵命！
E0021_00_047_a_21	(CECIL)閣下，我們走吧！
E0021_00_047_a_22	(CECIL)！
E0021_00_047_a_23	多加小心……
E0021_00_047_a_24	妳也要保重……\n(RYDIA)，(ROZA)就拜託妳了！
E0021_01_044_a_01	來了！
E0021_01_044_a_02	全力迎擊！
E0021_02_044_a_01	是赤翼隊！
E0021_02_044_a_02	這樣下去只會被敵人幹掉！
E0021_02_044_a_03	暫且撤退到城裡！
E0021_03_045_a_01	非常抱歉……\n讓你們參加這場沒有勝算的戰鬥！
E0021_03_045_a_02	我不是說過嗎。\n這也是我們的戰鬥。\n而且，誰勝誰負還未定！
E0021_03_045_a_03	來、來了！
E0021_04_045_a_01	唔！撤退吧！
E0021_05_046_a_01	這上面不是大殿嗎？！
E0021_05_046_a_02	不必擔心。\n國王與婦孺都在安全的地方避難。\n我們來吸引敵人……
E0021_05_046_a_03	上！
E0021_06_046_a_01	這裡已經支撐不住了！
E0021_06_046_a_02	哎呀！
E0021_07_047_a_01	上鎖了！\n只有守住這裡了！
E0021_07_047_a_02	水晶在哪兒？
E0021_07_047_a_03	在上面的房間裡！
E0021_07_047_a_04	打開門了！
E0021_07_047_a_05	你要幹什麼！
E0021_07_047_a_06	牠不是人類！
E0021_09_047_a_01	可惡，沒完沒了……\n沒辦法了，只有背水一戰。\n讓我們後退到水晶之間！
E0021_09_047_a_02	嗚哇！
E0021_09_047_a_03	(GILBART)！
E0021_11_048_a_01	好久不見。
E0021_11_048_a_02	(CAIN)！\n你沒事吧！
E0021_11_048_a_03	嗯。
E0021_11_048_a_04	你會和我們並肩作戰吧？
E0021_11_048_a_05	當然，我就是這麼打算的。<P>\n但是，(CECIL)……我要戰鬥的對象是你！
E0021_11_048_a_06	(CAIN)？！
E0021_11_048_a_07	(CECIL)，我們決一雌雄！
E0021_11_048_a_08	住手！
E0021_11_048_a_09	拔劍吧！
E0021_11_048_b_01	你怎麼了！(CAIN)！
E0021_11_048_b_02	廢話少說！
E0021_11_048_b_03	你到底怎麼了？！
E0021_11_048_b_04	煩死了！閉嘴！
E0021_11_048_b_05	永別了！(CECIL)！
E0021_12_048_a_01	你也被高貝扎操縱了嗎？！
E0021_12_048_a_02	現在，就讓我來給你個痛快……
E0021_12_048_a_03	不會讓你得逞的！
E0021_12_048_a_04	住手！
E0021_12_048_a_05	(ROZA)！
E0021_12_048_a_06	(CAIN)！\n難道連你也叛變了？
E0021_12_048_a_07	嗚……嗚嗚……\n不、不要看著我！
E0021_12_048_a_08	(CAIN)！你在發什麼瘋……
E0021_12_048_a_09	高貝扎！
E0021_12_048_a_10	高貝扎！是你操縱了他嗎！
E0021_12_048_a_11	原來你就是(CECIL)啊。\n雖然我們剛見面，不過非常遺憾，\n接我一招！
E0021_12_048_a_12	(CECIL)！
E0021_12_048_a_13	不會讓你得逞的！
E0021_12_048_a_14	鼠輩滾一邊去！
E0021_12_048_a_15	(CAIN)……\n玩樂到此結束，\n把水晶拿過來。
E0021_12_048_a_16	是！
E0021_12_048_a_17	(CAIN)，住手！
E0021_12_048_a_18	！
E0021_12_048_a_19	(ROZA)，退下！
E0021_12_048_a_20	哦，你這麼心疼這個女人啊。\n那麼，我暫且把這個女人帶走……<P>\n我們會再次相見的。\n把這個女人作為我們約定的證明。<P>\n(CAIN)，我們走。
E0021_12_048_a_21	(CECIL)，算你撿了一條小命！
E0021_12_048_a_22	慢著！
E0021_12_048_a_23	呃……
E0021_12_048_a_24	療傷！！
E0021_12_048_a_25	你們沒事吧？
E0021_12_048_a_26	(RYDIA)，謝謝妳。\n但是，(ROZA)卻落入了敵人之手……
E0021_12_048_a_27	我們也沒能守住水晶……
E0021_12_048_a_28	(ROZA)……
E0021_12_048_a_29	大家振作起來！\n(ROZA)一定會平安無事的。\n我們只要取回水晶不就行了嗎！
E0021_12_048_a_30	說得沒錯！
E0021_12_048_a_31	(CECIL)閣下！\n這次輪到我們出力了。\n先療傷，然後制定營救(ROZA)閣下的策略吧。
E0021_12_048_a_32	謝謝……
E0022_00_049_a_01	(YANG)大人，想必你也累了。\n好好休息吧。
E0022_00_049_a_02	我們必須救出(ROZA)！
E0022_00_049_a_03	對抗高貝扎需要飛空艇……\n可是，只有巴隆才有飛空艇技師……
E0022_00_049_a_04	還有沒有能夠進入巴隆的方法啊。
E0022_00_049_a_05	巴隆以赤翼隊為主力，\n因此，海軍部隊的力量相對薄弱。\n要入侵的話就從大海……
E0022_00_049_a_06	這麼說，我們需要船。
E0022_00_049_a_07	那麼，\n我們明早儘快向國王申請船隻出海吧。<P>\n承蒙你們關照了。\n國王一定不會吝嗇協助我們的。
E0022_00_049_a_08	拜託了……
E0022_00_049_a_09	那個龍騎士究竟怎麼了？
E0022_00_049_a_10	他名叫(CAIN)，\n曾經是我的……摯友。\n我們明明曾經一起發誓要脫離巴隆……
E0022_00_049_a_11	原來是這樣啊……
E0022_00_049_a_12	總之……\n今天就好好休息吧……
E0022_00_049_a_13	……
E0022_01_056_a_01	嗯，我明白了。\n(YANG)啊。\n你也與他們同行，助他們一臂之力。<P>\n寡人不知如何感謝(CECIL)閣下才好。\n連(ROZA)閣下也被敵人奪走了……\n趕快派人準備船隻。<P>\n(CECIL)閣下。帶上這把劍吧。\n這把劍是曾經拜訪法布爾的暗黑騎士之物。<P>\n不用客氣，\n這是賜予為了法布爾而戰的你的一份小小禮物。<P>\n不過，暗黑劍終究是一把邪惡之劍，\n無法戰勝真正的邪惡勢力。\n此後，定要用你所擁有的真正力量，打倒高貝扎。
E0022_01_056_a_02	獲得了「死亡使者」！
E0022_01_056_a_03	準備好了就立刻前往東邊的碼頭吧。\n船隻應該已經準備好了。
E0022_01_056_a_04	如果那傢伙得到了所有水晶，\n世界定會陷入空前絕後的危機……\n拜託各位了！
E0023_00_331_a_01	老公！\n保重自己，好好戰鬥！
E0023_00_331_a_02	嗯！
E0023_00_331_a_03	(CECIL)先生，\n你們也要振作啊！
E0023_00_331_a_04	好的！
E0023_00_331_a_05	那麼，勞煩妳好好看家！
E0023_00_331_a_06	交給我吧！
E0023_00_331_a_07	你就是(CECIL)嗎？\n我聽說了你的事蹟！<P>\n別客氣，放輕鬆。\n我們立刻就能到達巴隆了！<P>\n好嘞，立刻出發！
E0023_00_331_a_08	夥計們，提高士氣！
E0023_00_331_a_09	呀嚯！！
E0023_02_332_a_01	到了巴隆，您打算怎麼做？
E0023_02_332_a_02	首先，與飛空艇技師(CID)會面。<P>\n他應該能幫助我們。
E0023_02_332_a_03	可是，巴隆現已成為敵人的大本營……\n那位師傅不會有事吧。
E0023_02_332_a_04	……
E0023_02_332_a_05	冷嗎？你在發抖啊。
E0023_02_332_a_06	不，沒什麼……
E0023_04_332_a_01	什麼？
E0023_06_332_a_01	難道……
E0023_06_332_a_02	真的存在嗎！
E0023_06_332_a_03	海之原主！
E0023_06_332_a_04	那傢伙……
E0023_06_332_a_05	利維坦！！
E0023_08_332_a_01	你們別一個個都這麼驚慌失措！\n不會樂觀一點嗎！
E0023_08_332_a_02	嗚哇！！
E0023_08_332_a_03	(RYDIA)！
E0023_08_332_a_04	(RYDIA)！(YANG)！
E0023_08_332_a_05	嗚哇！
E0023_08_332_a_06	(GILBART)！
E0023_10_344_a_01	……<P>\n嗚……<P>\n嗚嗚……
E0023_10_344_a_02	這裡是哪兒？
E0023_10_344_a_03	(RYDIA)！
E0023_10_344_a_04	(GILBART)！
E0023_10_344_a_05	(YANG)！
E0023_10_344_a_06	只有我一人嗎……
E0111_00_053_a_01	誒？我老公在地下？
E0111_00_053_a_02	真是的！怎麼在那種地方閒逛……\n哎呀，真討厭。眼睛進了沙子。
E0111_00_053_a_03	真丟臉！\n用它狠狠揍醒老公！
E0111_00_053_a_04	獲得了「愛的平底鍋」！
E0113_00_053_a_01	哎呀，你們是特地過來還我平底鍋的嗎？\n真不好意思。作為報答，你們帶走這個吧。\n可能會幫上你們的忙。
E0113_00_053_a_02	獲得了「菜刀」！
E0113_00_053_a_03	我就不需要你們擔心了！\n請告訴我老公，\n要儘快打起精神去戰鬥！
E0132_00_055_a_01	想看我的舞蹈嗎？
E0132_00_055_a_02	你真過分！竟然玩弄我！
E0132_00_055_a_03	嘔！
E0132_00_055_a_04	哈！
E0132_00_055_a_05	哈！
E0132_00_055_a_06	哈！
N011_C02_044_01_01	您回來了啊，(YANG)大人！\n陛下已等候多時。
N011_C02_044_01_02	我們會盡力守城。
N011_C02_044_01_03	(CECIL)閣下！
N011_C02_044_01_04	現在出去太危險！\n總之，先好好休息吧……
N011_C02_045_01_01	主力部隊全軍覆沒？！不會吧！
N011_C02_045_01_02	只因我等照顧不周……
N011_C02_045_01_03	乘船期間，我聽到了一些奇怪的傳聞。\n觸怒海神大人之類的……
N011_C02_045_01_04	您沒事嗎！
N011_C02_046_01_01	您回來了啊，(YANG)大人！
N011_C02_046_01_02	(CECIL)閣下一行人一定也非常疲勞吧。\n請前往旅店好好休息。
N011_C02_046_01_03	雖然可以開船，\n但最近接二連三地發生了不明原因的遇難事件。\n請一定要小心！
N011_C02_046_01_04	哎呀，您沒事真好！
N104_C01_047_02_01	陛下在襲擊中負傷，\n正躺在臥室中。
N011_C02_052_03_01	把那傢伙……高貝扎給……
N011_C02_052_02_01	巴隆的軍隊再加上魔物……
N117_C01_052_01_01	這裡是救援隊的医务室。
N117_C01_052_01_02	如果我擁有和(ROZA)大人同等的魔力的話……
N103_C00_053_01_01	哎呀，回來啦！
P008_C00_053_02_01	這是我的妻子。\n這位是(CECIL)閣下。\n在危難之時幫助了我。
N103_C00_053_01_02	真是感謝你們照顧這傢伙了！\n不過，老公你在這種地方閒逛沒關係嗎？
N103_C00_053_01_03	老公！\n你沒事吧！
P008_C00_053_02_02	多虧了各位，\n救助了法布爾和我。
N103_C00_053_01_04	我老公承蒙各位關照。\n感激不盡！
P008_C00_053_02_03	倒是妳，沒有受傷吧？
N103_C00_053_01_05	當然了。\n我可是你的老婆！<P>\n雖然巴隆兵來過了，\n可我用平底鍋痛揍了他們哦。
N103_C00_053_01_06	我的老公？\n您說什麼呢！<P>\n我老公可不會因為這麼點小事死掉！\n他可是……
N011_C02_054_01_01	聽說霍布斯遭到了奇襲！\n各位沒受傷吧？
N011_C02_054_01_02	只要有１艘飛空艇的話，\n我們就能對抗敵人了！
N011_C02_054_01_03	各位保重！
N011_C02_054_03_01	……\n才沒有睡覺呢……\n我在閉目沉思。
N102_C01_055_03_01	(YANG)大人，您修行回來了？
N102_C01_055_03_02	哎呀，剛才的攻擊好猛烈。
N103_C00_055_02_01	無論城裡發生什麼事我都不怕！\n而且武僧們也在呢！
N103_C00_055_02_02	法布爾的小鎮位於城市中央，真是太好了。\n如果在邊緣地帶的話，現在一定……
N106_C01_055_01_01	(YANG)大人！\n請儘管用您擅長的踢擊好好教訓那些壞傢伙！
N106_C01_055_01_02	啊打！<P>\n我也想早點修行啊！
N006_C01_056_01_01	怎麼會這樣……\n但是，我們必須重整態勢，\n加強防守！<P>\n不必擔心我。\n總之，你們也好好休息。
N105_C01_056_02_01	這裡可是陛下的臥室！
N105_C01_056_02_02	陛下也是一位名聲赫赫的武僧。\n不用擔心！
P001_C00_056_01_01	就睡在國王的床上吧！
E0024_00_058_a_01	你是那時的……\n這次有何貴幹？
E0024_00_058_a_02	我是指揮飛空艇團的(CECIL)。<P>\n那時，我沒有背棄國王之命的勇氣……
E0024_00_058_a_03	即便你如何道歉，\n死者也無法複生。
E0024_00_058_a_04	……
E0024_00_058_a_05	不過……\n我能看到如今你身上散發出與以往不同的耀眼光芒。\n看來你的話值得我一聽。
E0024_00_058_a_06	現在，我在與操縱巴隆的，\n名為高貝扎的傢伙戰鬥。<P>\n但是，我在前去救助被捕同伴的路上，\n被利維坦襲擊，因而與其他同伴失散……
E0024_00_058_a_07	……這或許也是給予你的試煉吧。<P>\n不過，依賴暗黑劍不僅無法戰勝真正的邪惡，\n你自己說不定也會被邪惡侵蝕。<P>\n你若是希望以善良的心戰鬥的話，\n就去東邊的試煉之山吧。<P>\n命運正在那裡等候你。
E0024_00_058_a_08	可是，我必須儘快救出同伴！
E0024_00_058_a_09	那些人是你重要的同伴吧？\n但是，切不可急於求成。<P>\n看來你背負著不同尋常的命運啊……<P>\n首先，為了把那把邪惡之劍變為聖劍，\n你先要登上試煉之山。<P>\n據說，沐浴聖光之人會變為神聖的騎士……\n也就是聖騎士……<P>\n懷抱大志，前往試煉之山的勇士數不勝數，\n可是沒有一個人回來。<P>\n……怎麼樣，去挑戰嗎？
E0024_00_058_a_10	嗯！
E0024_00_058_a_11	不過，僅憑你隻身使用暗黑劍，想必會有困難。\n我派幾個魔法師與你同行吧。<P>\n(PALOM)！(POLOM)！
E0024_00_058_a_12	有何吩咐？
E0024_00_058_a_13	(PALOM)還沒來嗎？
E0024_00_058_a_14	(PALOM)等會兒就來了！
E0024_00_058_a_15	你就是那時襲擊我們的巴隆的傢伙吧？<P>\n因受老爺子之命，\n才不得已幫助你。\n你好好感激我們吧！
E0024_00_058_a_16	這兩位是？
E0024_00_058_a_17	他們是我派給你同行的魔法師。\n雙胞胎魔法師(PALOM)和(POLOM)。<P>\n雖然他們還在修行中，但應該能派上用場。\n他們尚且年幼，不過老夫可以保證他們的資質。
E0024_00_058_a_18	密西迪亞的神童(PALOM)大人與你同行，\n感激不盡吧！
E0024_00_058_a_19	(PALOM)！\n這同樣也是你們倆的修行任務哦！
E0024_00_058_a_20	您是(CECIL)先生吧。\n請多指教。
E0024_00_058_a_21	(PALOM)也快打聲招呼！
E0024_00_058_a_22	請多指教了，大哥哥！
E0024_00_058_a_23	「黑魔法師(PALOM)」和\n「白魔法師(POLOM)」成為了同伴！
E0024_00_058_a_24	向試煉之山前進！\n(PALOM)、(POLOM)！\n拜託你們了！
E0030_00_058_a_01	哎呀，你的樣子！
E0030_00_058_a_02	如您所見！
E0030_00_058_a_03	雖然我也曾不敢相信！
E0030_00_058_a_04	你們在說什麼？
E0030_00_058_a_05	老夫對不住你，\n其實他們是受我之命監視著你。\n不過，看來已經沒有這等必要了。<P>\n辛苦你們了，\n(PALOM)、(POLOM)！
E0030_00_058_a_06	事情就是這樣。
E0030_00_058_a_07	非常抱歉隱瞞著你。\n但是，這也是迫不得已。
E0030_00_058_a_08	不，這是應該的。\n我曾經可是犯下了滔天大罪……
E0030_00_058_a_09	不過，你已經戰勝自己的過去，\n成為了聖騎士！<P>\n這把劍是？
E0030_00_058_a_10	在山頂所獲之物。
E0030_00_058_a_11	這是！它記錄著\n與從遠古時代至今流傳在密西迪亞的傳說相同的內容！
E0030_00_058_a_12	傳說？
E0030_02_058_a_01	那道光芒曾說過我是他的兒子。\n它究竟是何物？
