MSG_CHAR_NAME_01	塞西爾
MSG_ITEM_NAME_01	<IC_BAG>炸彈碎片
MSG_ITEM_NAME_02	<IC_BAG>炸彈右臂
MSG_ITEM_NAME_03	<IC_BAG>南極之風
MSG_ITEM_NAME_04	<IC_BAG>北極之風
MSG_ITEM_NAME_05	<IC_BAG>宙斯之怒
MSG_ITEM_NAME_06	<IC_BAG>眾神之怒
MSG_ITEM_NAME_07	<IC_BAG>星之沙
MSG_ITEM_NAME_08	<IC_BAG>莉莉絲之吻
MSG_ITEM_NAME_09	<IC_BAG>吸血鬼之牙
MSG_ITEM_NAME_10	<IC_BAG>酒神之酒
MSG_ITEM_NAME_11	<IC_BAG>赫耳墨斯之靴
MSG_ITEM_NAME_12	<IC_BAG>銅沙漏
MSG_ITEM_NAME_13	<IC_BAG>銀沙漏
MSG_ITEM_NAME_14	<IC_BAG>金沙漏
MSG_ITEM_NAME_15	<IC_BAG>蜘蛛絲
MSG_ITEM_NAME_16	<IC_BAG>替身人偶
MSG_ITEM_NAME_17	<IC_BAG>紅色獠牙
MSG_ITEM_NAME_18	<IC_BAG>白色獠牙
MSG_ITEM_NAME_19	<IC_BAG>藍色獠牙
MSG_ITEM_NAME_20	<IC_BAG>光之幕簾
MSG_ITEM_NAME_21	<IC_BAG>炸彈之魂
MSG_ITEM_NAME_22	<IC_BAG>月之幕簾
MSG_ITEM_NAME_23	<IC_BAG>沉寂之鐘
MSG_ITEM_NAME_24	<IC_BAG>大地之鼓
MSG_ITEM_NAME_25	<IC_BAG>水晶
MSG_ITEM_NAME_26	<IC_BAG>長須豹之須
MSG_ITEM_NAME_27	<IC_BAG>奧義之書
MSG_ITEM_NAME_28	<IC_BAG>怪物圖鑒
MSG_ITEM_NAME_29	<IC_BAG>鬧鐘
MSG_ITEM_NAME_30	<IC_BAG>獨角獸之角
MSG_ITEM_NAME_31	<IC_DRAG>治療劑
MSG_ITEM_NAME_32	<IC_DRAG>高級治療劑
MSG_ITEM_NAME_33	<IC_DRAG>特級治療劑
MSG_ITEM_NAME_34	<IC_DRAG>乙太
MSG_ITEM_NAME_35	<IC_DRAG>特級乙太
MSG_ITEM_NAME_36	<IC_DRAG>萬靈藥
MSG_ITEM_NAME_37	<IC_BAG>鳳凰尾巴
MSG_ITEM_NAME_38	<IC_BAG>金針
MSG_ITEM_NAME_39	<IC_BAG>少女之吻
MSG_ITEM_NAME_40	<IC_BAG>萬寶槌
MSG_ITEM_NAME_41	<IC_BAG>減肥食品
MSG_ITEM_NAME_42	<IC_BAG>山彥草
MSG_ITEM_NAME_43	<IC_BAG>眼藥
MSG_ITEM_NAME_44	<IC_BAG>解毒藥
MSG_ITEM_NAME_45	<IC_BAG>十字架
MSG_ITEM_NAME_46	<IC_BAG>萬能藥
MSG_ITEM_NAME_47	<IC_BAG>報警器
MSG_ITEM_NAME_48	<IC_BAG>金蘋果
MSG_ITEM_NAME_49	<IC_BAG>銀蘋果
MSG_ITEM_NAME_50	<IC_BAG>蘇摩之滴
MSG_ITEM_NAME_51	<IC_TENTO>帳篷
MSG_ITEM_NAME_52	<IC_TENTO>小屋
MSG_ITEM_NAME_54	<IC_BAG>緊急出口
MSG_ITEM_NAME_55	<IC_BAG>小人麵包
MSG_ITEM_NAME_56	<IC_BAG>妖精
MSG_ITEM_NAME_57	<IC_BAG>炸彈
MSG_ITEM_NAME_58	<IC_BAG>蛇雞獸
MSG_ITEM_NAME_59	<IC_BAG>精神吸取者
MSG_ITEM_NAME_60	<IC_BAG>基薩爾野菜
MSG_ITEM_NAME_61	<IC_BAG>基薩爾之笛
MSG_KEY_NAME_01	<IC_BAG>會員證
MSG_KEY_NAME_02	<IC_IOBJ>炸彈戒指
MSG_KEY_NAME_03	<IC_IOBJ>巴隆的鑰匙
MSG_KEY_NAME_04	<IC_IOBJ>沙漠之光
MSG_KEY_NAME_05	<IC_IOBJ>土之水晶
MSG_KEY_NAME_06	<IC_IOBJ>岩漿石
MSG_KEY_NAME_07	<IC_IOBJ>露卡的項鏈
MSG_KEY_NAME_08	<IC_IOBJ>私語草
MSG_KEY_NAME_09	<IC_IOBJ>暗之水晶
MSG_KEY_NAME_10	<IC_IOBJ>鼠尾巴
MSG_KEY_NAME_11	<IC_IOBJ>堅鋼石
MSG_KEY_NAME_12	<IC_IOBJ>愛的平底鍋
MSG_KEY_NAME_13	<IC_IOBJ>粉色尾巴
MSG_KEY_NAME_14	<IC_IOBJ>盧格的鑰匙
MSG_KEY_NAME_15	<IC_IOBJ>暗物質
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	附帶有火之力的爪子
MSG_WEAPON_INF_02	附帶有冰之力的爪子
MSG_WEAPON_INF_03	附帶有雷之力的爪子
MSG_WEAPON_INF_04	偶爾會令敵人進入混亂狀態的爪子\n對巨人族有特效
MSG_WEAPON_INF_05	偶爾會令敵人進入中毒狀態的爪子
MSG_WEAPON_INF_06	偶爾會令敵人進入沉睡狀態的爪子
MSG_WEAPON_INF_07	使用後會通過「魔法箭」進行攻擊的魔棒
MSG_WEAPON_INF_08	蘊含冰之力的魔棒\n使用可得到「暴雪」效果
MSG_WEAPON_INF_09	蘊含火之力的魔棒\n使用可得到「火焰」效果
MSG_WEAPON_INF_10	蘊含雷之力的魔棒\n使用可得到「雷電」效果
MSG_WEAPON_INF_11	使用可得到「豬變」效果的魔棒
MSG_WEAPON_INF_12	使用可得到「混亂」效果的魔棒
MSG_WEAPON_INF_13	使用可得到「小型隕石」效果的魔棒
MSG_WEAPON_INF_14	能奪取對方ＨＰ的魔棒\n使用可得到「攝魔」效果
MSG_WEAPON_INF_15	使用後會通過「解毒」恢復中毒狀態的手杖
MSG_WEAPON_INF_16	使用後會通過「治癒」恢復全員ＨＰ的手杖
MSG_WEAPON_INF_17	對不死系有特效的秘銀製手杖\n使用後會通過“醫治”恢復一部分異常狀態
MSG_WEAPON_INF_18	偶爾會令敵人進入狂戰士狀態的手杖
MSG_WEAPON_INF_19	使用可得到「驅魔」效果的手杖
MSG_WEAPON_INF_20	使用可得到「復活」效果的手杖
MSG_WEAPON_INF_21	可令敵人沉默的手杖\n使用可得到「沉默」效果
MSG_WEAPON_INF_22	普通的暗黑劍
MSG_WEAPON_INF_23	劍刃十分鋒利的暗黑劍
MSG_WEAPON_INF_24	偶爾會一擊令敵人即死的暗黑劍
MSG_WEAPON_INF_25	密西迪亞的傳說中所記錄的聖劍
MSG_WEAPON_INF_26	閃耀著神聖光輝的聖劍
MSG_WEAPON_INF_27	英雄所使用過的傳說之劍
MSG_WEAPON_INF_28	被封印的聖劍，怪物都十分畏懼
MSG_WEAPON_INF_29	附帶有火之力的劍
MSG_WEAPON_INF_30	附帶有冰之力的劍
MSG_WEAPON_INF_31	蘊含守護之力的劍\n使用可得到「物防護」效果
MSG_WEAPON_INF_32	能奪取對方ＨＰ的劍\n對巨人族和布丁有特效
MSG_WEAPON_INF_33	偶爾會對敵人施加詛咒的劍\n對靈體有特效
MSG_WEAPON_INF_34	偶爾會令敵人進入沉睡狀態的劍\n使用可得到「催眠」效果
MSG_WEAPON_INF_35	偶爾會令敵人漸漸進入石化狀態的劍
MSG_WEAPON_INF_36	秘銀製的劍，對靈體有特效
MSG_WEAPON_INF_37	中了進入狂戰士狀態詛咒的大劍
MSG_WEAPON_INF_38	普通的長槍
MSG_WEAPON_INF_39	鋒利的長槍
MSG_WEAPON_INF_40	附帶有火之力的長槍\n使用可得到「中火焰」效果
MSG_WEAPON_INF_41	附帶有冰之力的長槍\n使用可得到「中暴雪」效果
MSG_WEAPON_INF_42	對龍族有特效的長槍
MSG_WEAPON_INF_43	附帶有聖之力的長槍\n使用可得到「神聖」效果
MSG_WEAPON_INF_44	能奪取對方ＨＰ的長槍\n對巨人族和布丁有特效
MSG_WEAPON_INF_45	傳說中的長槍，據說是眾神喜歡用的武器
MSG_WEAPON_INF_46	忍者專用的小刀
MSG_WEAPON_INF_47	以戰爭化身為名的刀
MSG_WEAPON_INF_48	十分重視易用性的短刀
MSG_WEAPON_INF_49	在刀鞘上刻有菊花的圖案
MSG_WEAPON_INF_50	有著妖刀稱號的刀\n使用可得到「物防護」效果
MSG_WEAPON_INF_51	擁有最強之名的刀\n使用可得到「緩慢」效果
MSG_WEAPON_INF_52	偶爾會令敵人進入沉默狀態的匕首\n對魔法師有特效
MSG_WEAPON_INF_53	秘銀製匕首，對靈體有特效
MSG_WEAPON_INF_54	使用後可通過舞者的力量進行攻擊的小刀
MSG_WEAPON_INF_55	十分鋒利的菜刀
MSG_WEAPON_INF_56	普通的鞭子\n偶爾會令敵人進入麻痹狀態
MSG_WEAPON_INF_57	鐵鏈連接成的鞭子\n偶爾會令敵人進入麻痹狀態
MSG_WEAPON_INF_58	附帶有雷之力的鞭子\n偶爾會令敵人進入麻痹狀態
MSG_WEAPON_INF_59	附帶有火之力的鞭子\n偶爾會令敵人進入麻痹狀態
MSG_WEAPON_INF_60	對龍族有特效的鞭子\n偶爾會令敵人進入麻痹狀態
MSG_WEAPON_INF_61	矮人喜歡用的投斧
MSG_WEAPON_INF_62	對巨人族有特效的巨斧
MSG_WEAPON_INF_63	偶爾會令敵人進入中毒狀態的雙手斧\n使用可得到「施毒」效果
MSG_WEAPON_INF_64	對魔法師有特效的雙手斧
MSG_WEAPON_INF_65	忍者的「投擲」技能專用的武器
MSG_WEAPON_INF_66	忍者的「投擲」技能專用的武器
MSG_WEAPON_INF_67	木製的投擲武器
MSG_WEAPON_INF_68	金屬製的投擲武器
MSG_WEAPON_INF_69	能夠演奏出催生睡意的旋律\n偶爾會令敵人進入睡眠狀態
MSG_WEAPON_INF_70	能夠演奏出誘惑的旋律\n偶爾會令敵人進入混亂狀態
MSG_WEAPON_INF_71	對機械有特效的木製的鎚子
MSG_WEAPON_INF_72	秘銀製的鎚子，對靈體和機械有特效
MSG_WEAPON_INF_73	蘊含炎之力的鎚子，對機械有特效\n使用可得到「地槌」效果
MSG_WEAPON_INF_74	普通的弓
MSG_WEAPON_INF_75	狩獵用的弓
MSG_WEAPON_INF_76	戰鬥用的弓
MSG_WEAPON_INF_77	殺傷力很高的弓
MSG_WEAPON_INF_78	精靈製作的木弓，對魔法師有特效\n使用可得到「魔防護」效果
MSG_WEAPON_INF_79	據說曾有一位異國的弓箭高手使用過這把弓
MSG_WEAPON_INF_80	以月女神之名命名的弓
MSG_WEAPON_INF_81	鐵製的箭
MSG_WEAPON_INF_82	附帶有聖之力的箭
MSG_WEAPON_INF_83	附帶有火之力的箭
MSG_WEAPON_INF_84	附帶有冰之力的箭
MSG_WEAPON_INF_85	附帶有雷之力的箭
MSG_WEAPON_INF_86	偶爾會令敵人進入失明狀態的箭
MSG_WEAPON_INF_87	偶爾會令敵人進入中毒狀態的箭
MSG_WEAPON_INF_88	偶爾會令敵人進入沉默狀態的箭\n對魔法師有特效
MSG_WEAPON_INF_89	偶爾會令敵人進入混亂狀態的箭\n對巨人族有特效
MSG_WEAPON_INF_90	據說曾有一位異國的弓箭高手使用過這支箭
MSG_WEAPON_INF_91	偶爾會令敵人進入石化狀態的箭
MSG_WEAPON_INF_92	以月女神之名命名的箭\n對龍族有特效
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	If you thought Tellah was miffed when he defeated Golbez... Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	鐵製的盾牌
MSG_ARMOR_INF_02	擁有強烈邪氣的盾
MSG_ARMOR_INF_03	據說是惡魔曾經使用的盾
MSG_ARMOR_INF_04	對不死系的攻擊有特效的盾
MSG_ARMOR_INF_05	秘銀製的盾，對靈體的攻擊有特效
MSG_ARMOR_INF_06	附帶有火之力的盾\n對冰之力有特效，對火之力抵抗力低
MSG_ARMOR_INF_07	附帶有冰之力的盾\n對火之力有特效，對冰之力抵抗力低
MSG_ARMOR_INF_08	對雷之力有特效的盾
MSG_ARMOR_INF_09	能夠抵抗石化的盾\n對魔法師的攻擊有特效
MSG_ARMOR_INF_10	在遙遠的異國所使用的盾
MSG_ARMOR_INF_11	對火之力、冰之力、雷之力均有特效的盾\n對龍族的攻擊有特效
MSG_ARMOR_INF_12	對不死系的攻擊有特效的盾
MSG_ARMOR_INF_13	鐵製的頭盔
MSG_ARMOR_INF_14	擁有強烈邪氣的頭盔
MSG_ARMOR_INF_15	據說是惡魔曾經使用的頭盔
MSG_ARMOR_INF_16	據說曾經被惡魔憑依過的頭盔
MSG_ARMOR_INF_17	對不死系的攻擊有特效的頭盔
MSG_ARMOR_INF_18	秘銀製的頭盔，對靈體的攻擊有特效
MSG_ARMOR_INF_19	對雷之力有特效的頭盔
MSG_ARMOR_INF_20	在遙遠的異國所使用的頭盔
MSG_ARMOR_INF_21	對火之力、冰之力、雷之力均有特效的頭盔\n對龍族的攻擊有特效
MSG_ARMOR_INF_22	對火之力、冰之力、雷之力均有特效的頭盔\n對不死系的攻擊有特效
MSG_ARMOR_INF_23	皮製的帽子
MSG_ARMOR_INF_24	用絲線製作的輕便帽子
MSG_ARMOR_INF_25	用特殊的絲線製作的帽子
MSG_ARMOR_INF_26	用神聖的絲線製作的帽子\n對不死系的攻擊有特效
MSG_ARMOR_INF_27	對雷之力有特效的髮飾\n對龍族的攻擊有特效
MSG_ARMOR_INF_28	能夠抵抗各種異常狀態的緞帶\n對魔法師的攻擊有特效
MSG_ARMOR_INF_29	能夠抵抗混亂的頭帶
MSG_ARMOR_INF_30	飽含魔力的帽子
MSG_ARMOR_INF_31	能夠抵抗睡眠的頭巾
MSG_ARMOR_INF_32	玻璃製的面具
MSG_ARMOR_INF_33	鐵製的鎧甲
MSG_ARMOR_INF_34	擁有強烈邪氣的鎧甲
MSG_ARMOR_INF_35	據說是惡魔曾經使用的鎧甲
MSG_ARMOR_INF_36	據說曾經被惡魔憑依過的鎧甲
MSG_ARMOR_INF_37	對不死系的攻擊有特效的鎧甲
MSG_ARMOR_INF_38	秘銀製的鎧甲，對靈體的攻擊有特效
MSG_ARMOR_INF_39	附帶有火之力的鎧甲\n對冰之力有特效，對火之力抵抗力低
MSG_ARMOR_INF_40	附帶有冰之力的鎧甲\n對火之力有特效，對冰之力抵抗力低
MSG_ARMOR_INF_41	對雷之力有特效的鎧甲
MSG_ARMOR_INF_42	在遙遠的異國所使用的鎧甲
MSG_ARMOR_INF_43	對火之力、冰之力、雷之力均有特效的鎧甲\n對龍族的攻擊有特效
MSG_ARMOR_INF_44	能夠抵抗各種異常狀態的鎧甲\n對不死系的攻擊有特效
MSG_ARMOR_INF_45	普通的衣服
MSG_ARMOR_INF_46	皮製的衣服
MSG_ARMOR_INF_47	能夠抵抗漸漸石化的衣服
MSG_ARMOR_INF_48	用神聖的絲線製作的長袍
MSG_ARMOR_INF_49	專為黑魔法使用者製作的長袍
MSG_ARMOR_INF_50	對雷之力有特效的長袍\n對不死系的攻擊有特效
MSG_ARMOR_INF_51	專為白魔法使用者製作的長袍\n能夠抵抗失明
MSG_ARMOR_INF_52	用特殊的絲線製作的束衣帶
MSG_ARMOR_INF_53	據說是天界的女神所穿的衣服\n能夠抵抗麻痹
MSG_ARMOR_INF_54	能夠抵抗睡眠的衣服
MSG_ARMOR_INF_55	能夠抵抗沉默的衣服
MSG_ARMOR_INF_56	格鬥家喜歡穿的衣服
MSG_ARMOR_INF_57	異國的衣服，穿上後活動起來很方便
MSG_ARMOR_INF_58	堅鋼石製的鎧甲，能夠抵抗各種異常狀態\n對火屬性、冰屬性、雷屬性均有特效
MSG_ARMOR_INF_59	異國傳來的全黑的衣服
MSG_ARMOR_INF_60	鐵製的護手
MSG_ARMOR_INF_61	擁有強烈邪氣的護手
MSG_ARMOR_INF_62	據說是惡魔曾經使用的護手
MSG_ARMOR_INF_63	據說曾經被惡魔憑依過的護手
MSG_ARMOR_INF_64	對不死系的攻擊有特效的臂甲
MSG_ARMOR_INF_65	秘銀製的護手，對靈體的攻擊有特效
MSG_ARMOR_INF_66	對雷之力有特效的護手
MSG_ARMOR_INF_67	能夠抵抗縮小的護手\n對巨人族的攻擊有特效
MSG_ARMOR_INF_68	在遙遠的異國所使用的護手
MSG_ARMOR_INF_69	對火之力、冰之力、雷之力均有特效的護手\n對龍族的攻擊有特效
MSG_ARMOR_INF_70	對不死系的攻擊有特效的護手
MSG_ARMOR_INF_71	鐵製的手鐲
MSG_ARMOR_INF_72	能夠抵抗豬變的戒指
MSG_ARMOR_INF_73	對靈體的攻擊有特效的手鐲
MSG_ARMOR_INF_74	能夠提高格鬥家力量的護臂
MSG_ARMOR_INF_75	能夠抵抗沉默的手鐲\n對魔法師的攻擊有特效
MSG_ARMOR_INF_76	能夠抵抗混亂、睡眠、麻痹的指環\n對龍族的攻擊有特效
MSG_ARMOR_INF_77	對雷之力有特效的手鐲
MSG_ARMOR_INF_78	對火之力、冰之力、雷之力均有特效的戒指
MSG_ARMOR_INF_79	被詛咒的戒指，能夠提升防具的屬性
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ITEM_INF_01	和火焰擁有同樣的效果
MSG_ITEM_INF_02	和中火焰擁有同樣的效果
MSG_ITEM_INF_03	和暴雪擁有同樣效果的石頭
MSG_ITEM_INF_04	和中暴雪擁有同樣效果的石頭
MSG_ITEM_INF_05	和雷電擁有同樣效果的雕像
MSG_ITEM_INF_06	和中雷電擁有同樣效果的雕像
MSG_ITEM_INF_07	和小型隕石擁有同樣效果的沙土
MSG_ITEM_INF_08	和攝魔擁有同樣效果的雕像
MSG_ITEM_INF_09	和吸血擁有同樣效果的牙齒
MSG_ITEM_INF_10	和狂暴擁有同樣效果的酒
MSG_ITEM_INF_11	和急速擁有同樣效果的靴子
MSG_ITEM_INF_12	和停止擁有同樣效果的沙漏
MSG_ITEM_INF_13	和停止擁有同樣效果的沙漏\n持續時間較長
MSG_ITEM_INF_14	和停止擁有同樣效果的沙漏\n持續時間非常長
MSG_ITEM_INF_15	和緩慢擁有同樣效果的絲線
MSG_ITEM_INF_16	和閃躲擁有同樣效果的人偶
MSG_ITEM_INF_17	噴出火焰造成傷害的龍的獠牙
MSG_ITEM_INF_18	噴出寒冰造成傷害的龍的獠牙
MSG_ITEM_INF_19	噴出閃電造成傷害的龍的獠牙
MSG_ITEM_INF_20	和反射擁有同樣效果的幕簾
MSG_ITEM_INF_21	犧牲使用者的性命造成傷害
MSG_ITEM_INF_22	能夠同時生成物理攻擊無效和魔法反射兩種屏障的幕簾
MSG_ITEM_INF_23	和沉默擁有同樣效果的鐘
MSG_ITEM_INF_24	和地槌擁有同樣效果的鼓
MSG_ITEM_INF_25	散發出神聖光輝的水晶
MSG_ITEM_INF_26	和致死一擊擁有同樣效果的鬍鬚
MSG_ITEM_INF_27	召喚出召喚獸的書\n不過在使用前完全不知道會召喚出什麼
MSG_ITEM_INF_28	和窺伺探測擁有同樣效果的圖鑒
MSG_ITEM_INF_29	令我方全體從睡眠中醒來的鬧鐘
MSG_ITEM_INF_30	解除我方全體睡眠、麻痹、混亂、狂戰士狀態的角
MSG_ITEM_INF_31	恢復ＨＰ
MSG_ITEM_INF_32	恢復ＨＰ
MSG_ITEM_INF_33	恢復ＨＰ
MSG_ITEM_INF_34	恢復ＭＰ
MSG_ITEM_INF_35	恢復ＭＰ
MSG_ITEM_INF_36	完全恢復ＨＰ及ＭＰ
MSG_ITEM_INF_37	從無法戰鬥狀態中復活
MSG_ITEM_INF_38	消除石化狀態
MSG_ITEM_INF_39	消除蛙變狀態
MSG_ITEM_INF_40	消除縮小狀態
MSG_ITEM_INF_41	消除豬變狀態
MSG_ITEM_INF_42	消除沉默狀態
MSG_ITEM_INF_43	消除失明狀態
MSG_ITEM_INF_44	消除中毒狀態
MSG_ITEM_INF_45	消除詛咒狀態
MSG_ITEM_INF_46	解除無法戰鬥之外的所有異常狀態
MSG_ITEM_INF_47	能夠吸引魔物出現的報警器
MSG_ITEM_INF_48	提升１００點最大ＨＰ
MSG_ITEM_INF_49	提升５０點最大ＨＰ
MSG_ITEM_INF_50	提升１０點最大ＭＰ
MSG_ITEM_INF_51	恢復全體隊員的ＨＰ及ＭＰ\n可以在野外使用
MSG_ITEM_INF_52	完全恢復全體隊員的ＨＰ及ＭＰ\n可以在野外使用
MSG_ITEM_INF_54	能夠立刻從迷宮中逃離
MSG_ITEM_INF_55	和全景擁有同樣效果的麵包
MSG_ITEM_INF_56	讓(RYDIA)學會召喚妖精
MSG_ITEM_INF_57	讓(RYDIA)學會召喚炸彈
MSG_ITEM_INF_58	讓(RYDIA)學會召喚蛇雞獸
MSG_ITEM_INF_59	讓(RYDIA)學會召喚精神吸取者
MSG_ITEM_INF_60	胖陸行鳥最喜歡的食物\n在能夠聞到陸行鳥的味道的地方用用看？
MSG_ITEM_INF_61	召喚出胖陸行鳥的笛子
MSG_KEY_INF_01	帝王酒吧的會員證
MSG_KEY_INF_02	巴隆王所給的戒指
MSG_KEY_INF_03	打開巴隆鎮大門的鑰匙
MSG_KEY_INF_04	治療高燒的特效藥
MSG_KEY_INF_05	為大地帶來恩惠的水晶
MSG_KEY_INF_06	封印有岩漿之力的石頭
MSG_KEY_INF_07	露卡佩戴的項鏈
MSG_KEY_INF_08	奇妙的草，能將聲音傳到很遠的地方
MSG_KEY_INF_09	地底世界的水晶
MSG_KEY_INF_10	這種老鼠尾巴能夠證明你有足夠的勇氣
MSG_KEY_INF_11	非常硬的貴重金屬
MSG_KEY_INF_12	飽含愛意的平底鍋
MSG_KEY_INF_13	粉紅色的尾巴
MSG_KEY_INF_14	盧格所持有的鑰匙
MSG_KEY_INF_15	？？？？
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	妖精
MSG_MON_NAME_02	石蜥蜴
MSG_MON_NAME_03	俯衝鷹
MSG_MON_NAME_04	浮游之眼
MSG_MON_NAME_05	幼蠶
MSG_MON_NAME_06	穴蝠
MSG_MON_NAME_07	林眼樹精
MSG_MON_NAME_08	劍猬
MSG_MON_NAME_09	小人魔術師
MSG_MON_NAME_10	沙漠魚人
MSG_MON_NAME_11	飛眼蛾
MSG_MON_NAME_12	百足蜈蚣
MSG_MON_NAME_13	沙地巨蟲
MSG_MON_NAME_14	巨蛙
MSG_MON_NAME_15	尖牙貝
MSG_MON_NAME_16	殭屍
MSG_MON_NAME_17	食人飛魚
MSG_MON_NAME_18	鮮血之花
MSG_MON_NAME_19	生化蛙
MSG_MON_NAME_20	紅色果醬怪
MSG_MON_NAME_21	黃色膠質怪
MSG_MON_NAME_22	魚人
MSG_MON_NAME_23	萊西
