MSG_CHAR_NAME_01	เซซิล
MSG_ARMOR_NAME_37	<IC_ARMOR>ชุดเกราะของอัศวิน
MSG_ARMOR_NAME_38	<IC_ARMOR>ชุดเกราะมิธริล
MSG_ARMOR_NAME_39	<IC_ARMOR>เกราะเปลวไฟ
MSG_ARMOR_NAME_40	<IC_ARMOR>ชุดเกราะน้ำแข็ง
MSG_ARMOR_NAME_41	<IC_ARMOR>ชุดเกราะเพชร
MSG_ARMOR_NAME_42	<IC_ARMOR>ชุดเกราะเกนจิ
MSG_ARMOR_NAME_43	<IC_ARMOR>เกราะมังกร
MSG_ARMOR_NAME_44	<IC_ARMOR>เกราะคริสตัล
MSG_ARMOR_NAME_45	<IC_CLTH>เสื้อผ้า
MSG_ARMOR_NAME_46	<IC_CLTH>เสื้อหนังสัตว์
MSG_ARMOR_NAME_47	<IC_CLTH>เครื่องแต่งกายไกอา
MSG_ARMOR_NAME_48	<IC_CLTH>เสื้อคลุมของนักปราชญ์
MSG_ARMOR_NAME_49	<IC_CLTH>ชุดคลุมสีดำ
MSG_ARMOR_NAME_50	<IC_CLTH>ชุดคลุมแห่งแสง
MSG_ARMOR_NAME_51	<IC_CLTH>ชุดคลุมสีขาว
MSG_ARMOR_NAME_52	<IC_CLTH>สายสะพายแห่งพลัง
MSG_ARMOR_NAME_53	<IC_CLTH>ชุดสตรีมิเนอร์วา
MSG_ARMOR_NAME_54	<IC_CLTH>เครื่องแต่งกายนักโทษ
MSG_ARMOR_NAME_55	<IC_CLTH>เสื้อคลุมของกวี
MSG_ARMOR_NAME_56	<IC_CLTH>ชุดยูโด
MSG_ARMOR_NAME_57	<IC_CLTH>ชุดยูโดสายดำ
MSG_ARMOR_NAME_58	<IC_ARMOR>ชุดเกราะอะดาแมนท์
MSG_ARMOR_NAME_59	<IC_CLTH>เสื้อสีดำ
MSG_ARMOR_NAME_60	<IC_GLOV>ถุงมือเหล็ก
MSG_ARMOR_NAME_61	<IC_GLOV>ถุงมือแห่งความมืด
MSG_ARMOR_NAME_62	<IC_GLOV>ถุงมือพญายม
MSG_ARMOR_NAME_63	<IC_GLOV>ถุงมือปีศาจ
MSG_ARMOR_NAME_64	<IC_GLOV>ถุงมือหุ้มโลหะ
MSG_ARMOR_NAME_65	<IC_GLOV>ถุงมือมิธริล
MSG_ARMOR_NAME_66	<IC_GLOV>ถุงมือเพชร
MSG_ARMOR_NAME_67	<IC_GLOV>ถุงมือของยักษ์
MSG_ARMOR_NAME_68	<IC_GLOV>ถุงมือเกนจิ
MSG_ARMOR_NAME_69	<IC_GLOV>ถุงมือมังกร
MSG_ARMOR_NAME_70	<IC_GLOV>ถุงมือคริสตัล
MSG_ARMOR_NAME_71	<IC_GLOV>ปลอกแขนเหล็ก
MSG_ARMOR_NAME_72	<IC_GLOV>แหวนทับทิม
MSG_ARMOR_NAME_73	<IC_GLOV>ปลอกแขนเงิน
MSG_ARMOR_NAME_74	<IC_GLOV>ปลอกแขนแห่งพลัง
MSG_ARMOR_NAME_75	<IC_GLOV>ปลอกแขนอักษรรูน
MSG_ARMOR_NAME_76	<IC_GLOV>แหวนคริสตัล
MSG_ARMOR_NAME_77	<IC_GLOV>ปลอกแขนเพชร
MSG_ARMOR_NAME_78	<IC_GLOV>แหวนคุ้มกัน
MSG_ARMOR_NAME_79	<IC_GLOV>แหวนต้องสาป
MSG_ARMOR_NAME_80	<IC_ARMOR>Grand Armor
MSG_ARMOR_NAME_81	<IC_ARMOR>Dragoon Plate
MSG_ARMOR_NAME_82	<IC_ARMOR>Caesar's Plate
MSG_ARMOR_NAME_83	<IC_ARMOR>Maximillian
MSG_ARMOR_NAME_84	<IC_CLTH>Red Jacket
MSG_ARMOR_NAME_85	<IC_CLTH>Brave Suit
MSG_ARMOR_NAME_86	<IC_CLTH>Chocobo Suit
MSG_ARMOR_NAME_87	<IC_CLTH>Tabby Suit
MSG_ARMOR_NAME_88	<IC_CLTH>Battle Gear
MSG_ARMOR_NAME_89	<IC_CLTH>Assassin's Vest
MSG_ARMOR_NAME_90	<IC_CLTH>Vishnu Vest
MSG_ARMOR_NAME_91	<IC_CLTH>Sage's Robe
MSG_ARMOR_NAME_92	<IC_CLTH>Robe Of Lords
MSG_ARMOR_NAME_93	<IC_CLTH>Rainbow Robe
MSG_ARMOR_NAME_94	<IC_CLTH>White Dress
MSG_ARMOR_NAME_95	<IC_SHIELD>Hero's Shield
MSG_ARMOR_NAME_96	<IC_SHIELD>Chocobo Shield
MSG_ARMOR_NAME_97	<IC_HEAD>Hypnocrown
MSG_ARMOR_NAME_98	<IC_HEAD>Cat-Ear Hood
MSG_ARMOR_NAME_99	<IC_HEAD>White Tiger Mask
MSG_ARMOR_NAME_100	<IC_HEAD>Red Cap
MSG_ARMOR_NAME_101	<IC_HEAD>Rabbit-Ear Hood
MSG_ARMOR_NAME_102	<IC_HEAD>Augustine Tiara
MSG_ARMOR_NAME_103	<IC_HEAD>Star of Kami Kazari
MSG_ARMOR_NAME_104	<IC_HEAD>Royal Crown
MSG_ARMOR_NAME_105	<IC_HEAD>Dual Mask
MSG_ARMOR_NAME_106	<IC_HEAD>Demon Hat
MSG_ARMOR_NAME_107	<IC_HEAD>Philosopher's Hat
MSG_ARMOR_NAME_108	<IC_HEAD>Grand Helm
MSG_ARMOR_NAME_109	<IC_HEAD>Caesar Helm
MSG_ARMOR_NAME_110	<IC_HEAD>Dragoon Helm
MSG_ARMOR_NAME_111	<IC_HEAD>Edge Demon Helm
MSG_ARMOR_NAME_112	<IC_HEAD>Safety Met
MSG_ARMOR_NAME_113	<IC_ARMOR>Erdrick's Armor
MSG_ARMOR_NAME_114	<IC_SHIELD>Silver Shield
MSG_ITEM_NAME_01	<IC_BAG>สะเก็ดระเบิด
MSG_ITEM_NAME_02	<IC_BAG>แขนระเบิด
MSG_ITEM_NAME_03	<IC_BAG>สายลมแห่งแอนตาร์กติก
MSG_ITEM_NAME_04	<IC_BAG>สายลมแห่งอาร์กติก
MSG_ITEM_NAME_05	<IC_BAG>ความโกรธเกรี้ยวของซูส
MSG_ITEM_NAME_06	<IC_BAG>ความเดือดดาลของเหล่าเทพ
MSG_ITEM_NAME_07	<IC_BAG>ละอองดาว
MSG_ITEM_NAME_08	<IC_BAG>จุมพิตของลิลิธ
MSG_ITEM_NAME_09	<IC_BAG>เขี้ยวแวมไพร์
MSG_ITEM_NAME_10	<IC_BAG>เหล้าแอปเปิ้ลของบัคคัส
MSG_ITEM_NAME_11	<IC_BAG>รองเท้าของเฮอร์มีส
MSG_ITEM_NAME_12	<IC_BAG>นาฬิกาทราย
MSG_ITEM_NAME_13	<IC_BAG>นาฬิกาทรายสีเงิน
MSG_ITEM_NAME_14	<IC_BAG>นาฬิกาทรายสีทอง
MSG_ITEM_NAME_15	<IC_BAG>ใยแมงมุม
MSG_ITEM_NAME_16	<IC_BAG>เป้าหลอก
MSG_ITEM_NAME_17	<IC_BAG>เขี้ยวสีแดง
MSG_ITEM_NAME_18	<IC_BAG>เขี้ยวสีขาว
MSG_ITEM_NAME_19	<IC_BAG>เขี้ยวสีน้ำเงิน
MSG_ITEM_NAME_20	<IC_BAG>ม่านแสง
MSG_ITEM_NAME_21	<IC_BAG>แกนระเบิด
MSG_ITEM_NAME_22	<IC_BAG>ม่านจันทรา
MSG_ITEM_NAME_23	<IC_BAG>ระฆังแห่งความเงียบ
MSG_ITEM_NAME_24	<IC_BAG>กลองไกอา
MSG_ITEM_NAME_25	<IC_BAG>คริสตัล
MSG_ITEM_NAME_26	<IC_BAG>หนวดของโคเอิล
MSG_ITEM_NAME_27	<IC_BAG>ตำราไสยเวท
MSG_ITEM_NAME_28	<IC_BAG>ตำราอสูร
MSG_ITEM_NAME_29	<IC_BAG>นาฬิกาเตือน
MSG_ITEM_NAME_30	<IC_BAG>เขายูนิคอร์น
MSG_ITEM_NAME_31	<IC_DRAG>โพชั่น
MSG_ITEM_NAME_32	<IC_DRAG>ไฮโพชั่น
MSG_ITEM_NAME_33	<IC_DRAG>เอ็กซ์โพชั่น
MSG_ITEM_NAME_34	<IC_DRAG>อีเทอร์
MSG_ITEM_NAME_35	<IC_DRAG>ดรายอีเทอร์
MSG_ITEM_NAME_36	<IC_DRAG>ยาอายุวัฒนะ
MSG_ITEM_NAME_37	<IC_BAG>ปีกนกฟีนิกซ์
MSG_ITEM_NAME_38	<IC_BAG>เข็มสีทอง
MSG_ITEM_NAME_39	<IC_BAG>จุมพิตของสาวพรหมจรรย์
MSG_ITEM_NAME_40	<IC_BAG>ค้อนไม้
MSG_ITEM_NAME_41	<IC_BAG>อาหารลดน้ำหนัก
MSG_ITEM_NAME_42	<IC_BAG>สมุนไพรเสียงสะท้อน
MSG_ITEM_NAME_43	<IC_BAG>ยาหยอดตา
MSG_ITEM_NAME_44	<IC_BAG>ยาถอนพิษ
MSG_ITEM_NAME_45	<IC_BAG>ไม้กางเขน
MSG_ITEM_NAME_46	<IC_BAG>รักษา
MSG_ITEM_NAME_47	<IC_BAG>ไซเรน
MSG_ITEM_NAME_48	<IC_BAG>แอปเปิ้ลสีทอง
MSG_ITEM_NAME_49	<IC_BAG>แอปเปิ้ลสีเงิน
MSG_ITEM_NAME_50	<IC_BAG>หยดน้ำโซมะ
MSG_ITEM_NAME_51	<IC_TENTO>เต็นท์
MSG_ITEM_NAME_52	<IC_TENTO>กระท่อม
MSG_ITEM_NAME_54	<IC_BAG>ทางออกฉุกเฉิน
MSG_ITEM_NAME_55	<IC_BAG>ขนมปังคนแคระ
MSG_ITEM_NAME_56	<IC_BAG>ก็อบลิน
MSG_ITEM_NAME_57	<IC_BAG>ระเบิด
MSG_ITEM_NAME_58	<IC_BAG>คอกกะทริซ
MSG_ITEM_NAME_59	<IC_BAG>มายด์เฟลเยอร์
MSG_ITEM_NAME_60	<IC_BAG>ผักกีซาล
MSG_ITEM_NAME_61	<IC_BAG>นกหวีดกีซาล
MSG_KEY_NAME_01	<IC_BAG>บัตรสมาชิก
MSG_KEY_NAME_02	<IC_IOBJ>แหวนระเบิด
MSG_KEY_NAME_03	<IC_IOBJ>กุญแจบารอน
MSG_KEY_NAME_04	<IC_IOBJ>ทับทิมทราย
MSG_KEY_NAME_05	<IC_IOBJ>คริสตัลแห่งดิน
MSG_KEY_NAME_06	<IC_IOBJ>หินแม็กมา
MSG_KEY_NAME_07	<IC_IOBJ>สร้อยคอของลูคา
MSG_KEY_NAME_08	<IC_IOBJ>ต้นคู่แฝดพิณ
MSG_KEY_NAME_09	<IC_IOBJ>คริสตัลแห่งความมืด
MSG_KEY_NAME_10	<IC_IOBJ>หางหนู
MSG_KEY_NAME_11	<IC_IOBJ>อะดาแมนไทท์
MSG_KEY_NAME_12	<IC_IOBJ>กระทะ
MSG_KEY_NAME_13	<IC_IOBJ>หางสีชมพู
MSG_KEY_NAME_14	<IC_IOBJ>กุญแจของดร.ลูเก้
MSG_KEY_NAME_15	<IC_IOBJ>เรื่องชั่วร้าย
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	กรงเล็บที่ดูดซับพลังแห่งไฟ
MSG_WEAPON_INF_02	กรงเล็บที่ดูดซับพลังแห่งน้ำแข็ง
MSG_WEAPON_INF_03	กรงเล็บที่ดูดซับพลังแห่งสายฟ้า
MSG_WEAPON_INF_04	กรงเล็บที่ทำให้ศัตรูสับสนได้และใช้ได้ผลกับศัตรูที่เป็นยักษ์
MSG_WEAPON_INF_05	กรงเล็บที่พ่นพิษใส่ศัตรูได้
MSG_WEAPON_INF_06	กรงเล็บที่ทำให้ศัตรูหลับ
MSG_WEAPON_INF_07	คทาเวทที่ให้คาถาลูกศรเวทเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_08	คทาที่ซึมซับพลังแห่งน้ำแข็ง ให้คาถาพายุหิมะเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_09	คทาที่ซึมซับพลังแห่งไฟ ให้คาถาไฟเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_10	คทาที่ซึมซับพลังแห่งสายฟ้า ให้คาถาสายฟ้าเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_11	คทาที่ซึมซับความโกรธเกรี้ยวของอสูร ให้คาถาหมูเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_12	คทาที่ซึมซับเวทมนตร์แฟรี่ให้คาถาสับสนเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_13	คทาที่ซึมซับพลังแห่งดวงดาว ให้คาถาดาวหางเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_14	คทาที่ดูดซับ HP ให้คาถาออสโมสเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_15	ไม้เท้าที่ซึมซับพลังของการถอนพิษ ให้คาถาพอยโซนาเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_16	ไม้เท้าที่ฟื้นฟู HPให้คาถารักษาเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_17	ไม้เท้ามิธริลที่ใช้ได้ผลกับผีดิบ ให้คาถาบาซูนาเพื่อรักษาสถานะผิดปกติบางอย่าง
MSG_WEAPON_INF_18	ไม้เท้าที่ทำให้ศัตรูบ้าคลั่งได้
MSG_WEAPON_INF_19	ไม้เท้าที่ให้คาถาขับไล่เมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_20	ไม้เท้าที่ให้คาถาชีวิตเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_21	ไม้เท้าที่ให้คาถาเป็นใบ้เมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_22	ดาบแห่งความมืดทั่วไป
MSG_WEAPON_INF_23	ดาบแห่งความมืดที่มีใบมีดคม
MSG_WEAPON_INF_24	ดาบแห่งความมืดที่ทำให้ตายทันที
MSG_WEAPON_INF_25	ดาบศักดิ์สิทธิ์ที่สลักตำนานของมิซิเดีย
MSG_WEAPON_INF_26	ดาบศักดิ์สิทธิ์ที่เปล่งแสงศักดิ์สิทธิ์ออกมา
MSG_WEAPON_INF_27	ดาบศักดิ์สิทธิ์ในตำนานของวีรบุรุษ
MSG_WEAPON_INF_28	ดาบศักดิ์สิทธิ์ที่ปีศาจหวาดกลัวและเคยโดนผนึกไว้
MSG_WEAPON_INF_29	ดาบที่ดูดซับพลังแห่งไฟ
MSG_WEAPON_INF_30	ดาบที่ดูดซับพลังแห่งน้ำแข็ง
MSG_WEAPON_INF_31	กระบี่ที่ซึมซับพลังปกป้องให้คาถาปกป้องเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_32	กระบี่ที่ขโมย HP และใช้ได้ผลกับศัตรูที่เป็นยักษ์และแฟลน
MSG_WEAPON_INF_33	กระบี่ที่สาปศัตรูได้และใช้ได้ผลกับผีปอป
MSG_WEAPON_INF_34	กระบี่ที่ร่ายคาถานอนหลับใส่ศัตรู
MSG_WEAPON_INF_35	กระบี่ที่ทำให้ศัตรูค่อยๆกลายเป็นหิน
MSG_WEAPON_INF_36	ดาบที่ใช้ต่อกรกับผีปอบ
MSG_WEAPON_INF_37	กระบี่ต้องสาปแบบจับด้วยสองมือซึ่งทำให้เกิดสภาวะบ้าคลั่ง
MSG_WEAPON_INF_38	หอกทั่วไป
MSG_WEAPON_INF_39	หอกที่มีใบมีดคม
MSG_WEAPON_INF_40	หอกที่ซึมซับพลังแห่งเปลวไฟ ให้คาถาไฟเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_41	หอกที่ซึมซับพลังแห่งน้ำแข็ง ให้คาถาบลิซซาราเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_42	หอกที่ใช้ได้ผลกับมังกร
MSG_WEAPON_INF_43	หอกที่ดูดซับพลังศักดิ์สิทธิ์ ให้คาถาศักดิ์สิทธิ์เมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_44	หอกที่ขโมย HP และใช้ได้ผลกับศัตรูที่เป็นยักษ์และแฟลน
MSG_WEAPON_INF_45	หอกในตำนานที่เหล่าเทพนิยมใช้
MSG_WEAPON_INF_46	ดาบเล็กที่นินจาใช้
MSG_WEAPON_INF_47	ดาบที่ได้รับชื่อตามอวตารสงคราม
MSG_WEAPON_INF_48	ดาบสั้นที่หลอมออกมาให้ใช้ง่าย
MSG_WEAPON_INF_49	ดาบที่มีดอกเบญจมาศสลักอยู่บนฝักดาบ
MSG_WEAPON_INF_50	ดาบคาตานะที่เก็บซ่อนพลังของโลกอื่นไว้ ให้คาถาปกป้องเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_51	ดาบคาตานะที่แข็งแกร่งที่สุดในแผ่นดินให้คาถาเร่งรีบเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_52	มีดที่ทำให้เป็นใบ้ได้และใช้ได้ผลกับพ่อมด
MSG_WEAPON_INF_53	มีดที่ใช้ต่อกรกับผีปอบ
MSG_WEAPON_INF_54	กริชที่ซึมซับความแข็งแรงของนักเต้น
MSG_WEAPON_INF_55	มีดทำครัวที่ตัดได้ทุกอย่าง
MSG_WEAPON_INF_56	แส้ทั่วไปที่ทำให้เป็นอัมพาตได้
MSG_WEAPON_INF_57	แส้ที่ทำมาจากโซ่เหล็กซึ่งทำให้เป็นอัมพาตได้
MSG_WEAPON_INF_58	แส้สายฟ้าที่ทำให้เป็นอัมพาตได้
MSG_WEAPON_INF_59	แส้ไฟที่ทำให้เป็นอัมพาตได้
MSG_WEAPON_INF_60	แส้สังหารมังกรที่ทำให้เป็นอัมพาตได้
MSG_WEAPON_INF_61	ขวานสำหรับขว้างที่คนแคระนิยมใช้ทั่วไป
MSG_WEAPON_INF_62	ขวานยักษ์ที่ใช้ต่อกรกับยักษ์
MSG_WEAPON_INF_63	ขวานที่ต้องจับด้วยสองมือซึ่งร่ายคาถาติดพิษใส่ศัตรูได้
MSG_WEAPON_INF_64	ขวานที่ต้องจับด้วยสองมือซึ่งใช้ได้ผลกับพ่อมด
MSG_WEAPON_INF_65	อาวุธที่นินจาใช้ขว้าง
MSG_WEAPON_INF_66	อาวุธที่นินจาใช้ขว้าง
MSG_WEAPON_INF_67	อาวุธสำหรับขว้างที่ทำจากไม้
MSG_WEAPON_INF_68	อาวุธสำหรับขว้างที่ทำจากโลหะ
MSG_WEAPON_INF_69	พิณที่ก่อให้เกิดทำนองขับกล่อมทำให้ศัตรูหลับได้
MSG_WEAPON_INF_70	พิณที่ก่อให้เกิดเสียงดนตรีล่อลวงซึ่งทำให้เกิดความสับสน
MSG_WEAPON_INF_71	ค้อนไม้ที่ใช้ได้ผลกับเครื่องจักร
MSG_WEAPON_INF_72	ค้อนที่ใช้ได้ผลกับผีปอบและเครื่องจักร
MSG_WEAPON_INF_73	ค้อนไฟที่ใช้ได้ผลกับเครื่องจักร ให้คาถาแผ่นดินไหวเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_74	คันธนูทั่วไป
MSG_WEAPON_INF_75	คันธนูใช้ในการล่าสัตว์
MSG_WEAPON_INF_76	คันธนูใช้ในการรบ
MSG_WEAPON_INF_77	คันธนูที่เพิ่มพลังการโจมตีให้รุนแรงขึ้น
MSG_WEAPON_INF_78	คันธนูสังหารพ่อมดที่เอลฟ์สร้างขึ้น ให้คาถาเกราะเมื่อใช้ในการต่อสู้
MSG_WEAPON_INF_79	คันธนูของนักธนูที่มีชื่อเสียง
MSG_WEAPON_INF_80	คันธนูที่ได้รับชื่อตามเทพีแห่งจันทรา
MSG_WEAPON_INF_81	ลูกศรที่ทำจากเหล็ก
MSG_WEAPON_INF_82	ลูกศรที่ดูดซับพลังศักดิ์สิทธิ์
MSG_WEAPON_INF_83	ลูกศรที่ดูดซับพลังแห่งไฟ
MSG_WEAPON_INF_84	ลูกศรที่ดูดซับพลังแห่งน้ำแข็ง
MSG_WEAPON_INF_85	ลูกศรที่ดูดซับพลังแห่งสายฟ้า
MSG_WEAPON_INF_86	ลูกศรที่ล้อมให้ศัตรูอยู่ในความมืด
MSG_WEAPON_INF_87	ลูกศรที่ทำให้ศัตรูโดนพิษ
MSG_WEAPON_INF_88	ลูกศรที่ทำให้เป็นใบ้ได้และใช้ได้ผลกับพ่อมด
MSG_WEAPON_INF_89	ลูกศรที่ทำให้สับสนได้และใช้ได้ผลกับศัตรูที่เป็นยักษ์
MSG_WEAPON_INF_90	คันธนูของนักธนูที่มีชื่อเสียงจากดินแดนห่างไกล
MSG_WEAPON_INF_91	ลูกศรที่ทำให้ศัตรูกลายเป็นหิน
MSG_WEAPON_INF_92	ลูกศรที่ได้รับชื่อตามเทพีแห่งจันทราซึ่งใช้ได้ผลกับมังกร
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	If you thought Tellah was miffed when he defeated Golbez... Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	โล่ที่ทำจากเหล็ก
MSG_ARMOR_INF_02	โล่ที่แฝงไปด้วยอำนาจมืดอันทรงพลัง
MSG_ARMOR_INF_03	โล่ที่ว่ากันว่าเคยเป็นของปีศาจ
MSG_ARMOR_INF_04	โล่ที่ทนต่อการโจมตีของพวกผีดิบ
MSG_ARMOR_INF_05	โล่ที่ทนต่อการโจมตีของผีปอบ
MSG_ARMOR_INF_06	โล่ที่ดูดซับพลังแห่งไฟซึ่งทนต่อธาตุน้ำแข็งและอ่อนแอต่อธาตุไฟ
MSG_ARMOR_INF_07	โล่ที่ดูดซับพลังแห่งน้ำแข็งซึ่งทนต่อธาตุไฟและอ่อนแอต่อธาตุน้ำแข็ง
MSG_ARMOR_INF_08	โล่ที่ทนต่อสายฟ้า
MSG_ARMOR_INF_09	โล่ที่ทนต่อการโจมตีทางเวทและป้องกันการกลายเป็นหิน
MSG_ARMOR_INF_10	โล่ที่เคยถูกใช้ในดินแดนอันไกลโพ้น
MSG_ARMOR_INF_11	โล่ที่ทนต่อการโจมตีของมังกร ไฟ น้ำแข็งและสายฟ้า
MSG_ARMOR_INF_12	โล่ที่ทนต่อการโจมตีของพวกผีดิบ
MSG_ARMOR_INF_13	หมวกที่ทำจากเหล็ก
MSG_ARMOR_INF_14	หมวกที่แฝงไปด้วยอำนาจมืดอันทรงพลัง
MSG_ARMOR_INF_15	หมวกที่ว่ากันว่าเคยเป็นของปีศาจ
MSG_ARMOR_INF_16	หมวกที่ว่ากันว่าปีศาจเคยครอบครอง
MSG_ARMOR_INF_17	หมวกที่ทนต่อการโจมตีของพวกผีดิบ
MSG_ARMOR_INF_18	หมวกที่ทนต่อการโจมตีของผีปอบ
MSG_ARMOR_INF_19	หมวกที่ทนต่อสายฟ้า
MSG_ARMOR_INF_20	หมวกที่เคยถูกใช้ในดินแดนอันไกลโพ้น
MSG_ARMOR_INF_21	หมวกที่ทนต่อการโจมตีของมังกร ไฟ น้ำแข็งและสายฟ้า
MSG_ARMOR_INF_22	หมวกที่ทนต่อการโจมตีของผีดิบ ไฟ น้ำแข็งและสายฟ้า
MSG_ARMOR_INF_23	หมวกที่ทำจากหนังสัตว์
MSG_ARMOR_INF_24	หมวกน้ำหนักเบาที่ทำจากเส้นไหม
MSG_ARMOR_INF_25	หมวกที่ทำจากด้ายพิเศษ
MSG_ARMOR_INF_26	หมวกแก๊ปที่ทนต่อการโจมตีของผีดิบและทำมาจากด้ายศักดิ์สิทธิ์
MSG_ARMOR_INF_27	ปิ่นปักผมที่ทนต่อการโจมตีของผีดิบและสายฟ้า
MSG_ARMOR_INF_28	ริบบิ้นที่ทนต่อการโจมตีทางเวทและป้องกันสถานะผิดปกติหลายอย่าง
MSG_ARMOR_INF_29	ผ้าโพกหัวที่ป้องกันคาถาสับสน
MSG_ARMOR_INF_30	หมวกที่เปี่ยมไปด้วยพลังเวท
MSG_ARMOR_INF_31	เสื้อฮู้ดที่ป้องกันการหลับใหล
MSG_ARMOR_INF_32	หน้ากากที่ทำจากแก้ว
MSG_ARMOR_INF_33	ชุดเกราะที่ทำจากเหล็ก
MSG_ARMOR_INF_34	ชุดเกราะที่แฝงไปด้วยอำนาจมืดอันทรงพลัง
MSG_ARMOR_INF_35	ชุดเกราะที่ว่ากันว่าเคยเป็นของปีศาจ
MSG_ARMOR_INF_36	ชุดเกราะที่ว่ากันว่าปีศาจเคยครอบครอง
MSG_ARMOR_INF_37	ชุดเกราะที่ทนต่อการโจมตีของพวกผีดิบ
MSG_ARMOR_INF_38	ชุดเกราะที่ทนต่อการโจมตีของผีปอบ
MSG_ARMOR_INF_39	ชุดเกราะที่ดูดซับพลังแห่งไฟซึ่งทนต่อธาตุน้ำแข็งและอ่อนแอต่อธาตุไฟ
MSG_ARMOR_INF_40	ชุดเกราะที่ดูดซับพลังแห่งน้ำแข็งซึ่งทนต่อธาตุไฟและอ่อนแอต่อธาตุน้ำแข็ง
MSG_ARMOR_INF_41	ชุดเกราะที่ทนต่อสายฟ้า
MSG_ARMOR_INF_42	ชุดเกราะที่เคยถูกใช้ในดินแดนอันไกลโพ้น
MSG_ARMOR_INF_43	ชุดเกราะที่ทนต่อการโจมตีของมังกร ไฟ น้ำแข็งและสายฟ้า
