SPEAKER_01	????
N999_C03_035_01_01	사막의 갈증을 해소해 주는\n카이포 특제 맥주!
N105_C01_037_01_01	바론에서 온 아가씨가\n마을 앞에 쓰러져 있었어요.<P>\n안쓰럽게도 고열병에 걸려서\n(CECIL), (CECIL) 하고\n헛소리만 하더군요.
N105_C01_037_01_02	아가씨가 헛소리로 부르던\n(CECIL)<josa(이,가)> 자네였구먼?\n소중히 아껴 주라고.
N104_C02_037_02_01	고열병을 고치려면\n귀한 보석인 '사막의 빛'이 필요해.\n그런데 그건 앤트리온이라는\n마물이 사는 동굴에 있단 말이지….
N104_C02_037_02_02	기운을 차려서 다행일세.\n잠깐이었지만 꼭 딸같아서 말이야.\n또 들러 달라고.
P003_C00_037_03_01	…….<P>\n으음….<P>\n(CECIL)….<P>\n(CECIL), 죽지 마!
N999_C02_037_04_01	사막의 고열병에는\n'사막의 빛'이 잘 듣는다.
E0011_00_136_a_01	거기 자네!\n보아하니 암흑검을 쓰는군.\n부탁이니 날 좀 도와 주게!
E0011_00_136_a_02	무슨 일이시죠?
E0011_00_136_a_03	내 딸 안나가 음유시인의 감언이설에 넘어가\n담시안으로 떠났네.\n담시안에서 불길한 기운이 느껴져!
E0011_00_136_a_04	혹시 현자 (TELLA)이십니까?
E0011_00_136_a_05	그래, 내가 (TELLA)일세.<P>\n걱정이 돼서 담시안으로 가는 중인데,\n요 앞 지하 호수에 있는\n거대한 마물 때문에 발이 묶였지.<P>\n엄청나게 강력한 놈이야!\n내 마법만으로는 물리칠 수 없지만\n자네의 암흑검이 있다면 얘기가 다르지!<P>\n?!<P>\n게다가 그 아이는 소환사 아닌가?\n제법 자질이 있구먼.
E0011_00_136_a_06	저희도 담시안에 가야 합니다.
E0011_00_136_a_07	그럼 됐군!\n한시라도 빨리 담시안으로 가세!
E0011_00_136_a_08	현자 (TELLA)<josa(이,가)> 동료가 되었다.
E0012_00_166_a_01	여기서 좀 쉬자고.
E0012_00_166_a_02	이 마법진 위에는\n결계가 쳐져 있어서\n마물이 들어올 수 없지.<P>\n텐트나 코티지에서 쉬거나\n저장을 할 수도 있어.<P>\n그 마물과 싸우기 전에 먼저\n내 텐트에서 회복하자고!
E0012_01_349_a_01	벌써 잠든 걸 보니\n꽤 지쳤나 보군.<P>\n이 아이는 미스트의….
E0012_01_349_a_02	예. 미스트의… 소환사입니다.
E0012_01_349_a_03	좋은 자질을 품고 있어.\n열심히 수행하면\n다른 마법도 잘 쓸게야.<P>\n잠든 얼굴이\n꼭 어린 시절의 안나처럼\n사랑스럽군.
E0012_01_349_a_04	그 안나라는 사람이….
E0012_01_349_a_05	내 외동딸이지.\n음유시인과 함께 담시안으로\n사랑의 도피를 했다네.<P>\n내가 허락하지 않는다고….
E0012_01_349_a_06	자네들은 왜 담시안으로 가려 하는가?
E0012_01_349_a_07	제 동료가 카이포에서\n고열병을 앓고 있어서요.
E0012_01_349_a_08	'사막의 빛'을 구하러 가는군?\n그게 없으면 손 쓸 도리가 없으니\n자네들도 서둘러야겠군.
E0012_01_349_a_09	동굴 속 마물은 어떤 놈입니까?
E0012_01_349_a_10	거대한 다리가 여덟 개나 달린\n무시무시한 놈이야.\n안나와 자네의 동료를 구하려면\n우선 그놈을 쓰러뜨려야지.<P>\n담시안 쪽에서 느껴지는 불길한 기운이\n그냥 내 기분 탓이면 좋겠건만….
E0012_02_166_a_01	자, 출발하자!
E0080_00_169_a_01	여기서 일단 지상으로 나갈 수 있다네.<P>\n마물은 요 앞에 나오는 폭포 아래에 있어.\n혹시 모르니 지상에 텐트를 치고\n쉬어 두는 게 좋겠지.
E0013_00_170_a_01	마물은 이 아래에 있다네!
E0014_00_172_a_01	온다!
E0014_00_172_a_02	이놈이 바로 옥토맘모스라네!
E0014_00_172_b_01	역시 암흑검은 대단하군!
E0014_00_172_b_02	움직임이 둔해졌어!
E0014_01_172_a_01	이제 담시안에 갈 수 있겠군!\n이 폭포 안쪽에서 밖으로 나갈 수 있을 걸세.
P001_C00_170_02_01	물살이 세차서 들어갈 수 없어!
P006_C00_136_02_01	자네는 누군가?\n이 앞은 마물의 소굴일세.<P>\n자네 같은 풋내기에게는 너무 위험하니\n카이포로 돌아가게!
E0016_00_041_a_01	저것은….\n아, 안나!
E0016_00_041_a_02	너는 그때 그 음유시인이구나!\n네놈 탓에 안나가!
E0016_00_041_a_03	?!
E0016_00_041_b_01	네 이놈, 감히 내 딸을….
E0016_00_041_b_02	오해입니다!
E0016_00_041_b_03	오해는 무슨 오해!
E0016_00_041_b_04	제 얘기를 들어 보십시오!
E0016_00_041_b_05	에잇, 시끄럽다!
E0016_00_041_b_06	부탁드립니다!
E0016_00_041_b_07	안나도 그렇게 아팠을 게다.
E0016_00_041_b_08	안나와 저는….
E0016_00_041_b_09	둘 다 그만둬요!
E0016_01_041_a_01	안나, 살아 있었구나!
E0016_01_041_a_02	아버지….\n저 사람… (GILBART)<josa(은,는)>\n담시안의 왕자예요.<P>\n신분을 숨기려고\n음유시인으로 위장하고\n카이포에 왔었죠.<P>\n죄송해요, 아버지….\n멋대로 가출해서….<P>\n저는 (GILBART)<josa(을,를)> 사랑해요.<P>\n하지만 아버지도 소중한데\n허락해 주시지 않으니까…\n막 카이포로 돌아가려다가….
E0016_01_041_a_03	골베자라고 하는 자가 이끄는\n바론의 붉은 날개가….
E0016_01_041_a_04	골베자라는 자는 대체 누구지?
E0016_01_041_a_05	모릅니다.\n이상한 검은 갑옷을 입었는데\n인간이 아닌 것처럼 강했어요.
E0016_01_041_a_06	왜 붉은 날개가 왔지?
E0016_01_041_a_07	크리스탈을 강탈하고 불을 질렀습니다.\n아바마마와 어마마마도 놈들에게 당하시고…\n안나마저… 저를 감싸고 화살을 맞아서….
E0016_01_041_a_08	저놈이 그렇게까지 좋더냐….
E0016_01_041_a_09	아버지….\n저를 용서하세요….<P>\n(GILBART)…\n사랑…해…!
E0016_01_041_a_10	안나!
E0016_01_041_a_11	안나!\n안나, 얘야!!
E0016_01_041_a_12	…그 골베자라는 자는\n대체 정체가 뭔가?
E0016_01_041_a_13	최근에 바론에 나타나서\n붉은 날개를 이끌고\n크리스탈을 모으고 있다는 것밖에는….
E0016_01_041_a_14	한심하군!\n운다고 안나가 돌아오진 않네!<P>\n바론의 골베자….\n내가 딸의 원수를 갚겠다!
E0016_01_041_a_15	(TELLA), 혼자서는…!
E0016_01_041_a_16	도움은 필요 없네!\n골베자는 나 혼자서 해치우겠어!
E0016_01_041_a_17	(TELLA)<josa(과,와)> 헤어졌다.
E0016_01_041_a_18	아, 안나….\n흑흑….
E0016_01_041_a_19	겁쟁이!
E0016_01_041_a_20	다 큰 어른이 왜 울고만 있어!<P>\n그렇게 치면 나도….
E0016_01_041_a_21	(RYDIA)….
E0016_01_041_a_22	맞아…. 네 말대로 나는 겁쟁이야.\n그러니 그저 이렇게\n안나의 곁에 있을 수밖에 없다고!<P>\n다른 건 내 알 바 아냐!
E0016_01_041_a_23	슬픈 건 당신뿐이 아니야!\n그러고 있어 봤자\n안나가 기뻐할 리 없잖아!<P>\n그리고, 지금 우리들은\n당신의 도움이 필요해!
E0016_01_041_a_24	내 도움이 필요하다고?
E0016_01_041_a_25	나는 (CECIL)<josa(이라고,라고)> 해.<P>\n카이포에서 고열병으로 쓰러진\n동료를 구하기 위해\n사막의 빛이 필요해.<P>\n그것을 손에 넣으려면\n당신이 도와줘야 하고.
E0016_01_041_a_26	내가 도와야 한다….
E0016_01_041_a_27	그래.\n(ROZA)<josa(을,를)> 살리게… 도와 줘!
E0016_01_041_a_28	(ROZA)<josa(이라는,라는)> 사람은\n네 소중한 사람인 모양이군.\n사랑하는 이를… 잃어서는 안 되지.
E0016_01_041_a_29	사막의 빛은 동쪽 동굴에 사는\n앤트리온이 산란할 때 분비하는\n물질에서 만들어진다.<P>\n동굴에 가려면\n여울을 건너야 해.<P>\n담시안에 있는 호버크래프트로\n여울을 건널 수 있지.\n같은 식으로 카이포에도 갈 수 있을 거야.
E0016_01_041_a_30	어서 서두르자!
E0016_01_041_a_31	왕족 (GILBART)<josa(이,가)> 동료가 되었다.
E0016_01_041_a_32	안나… 잘 있어!
N102_C02_041_06_01	생존자는 우리들밖에 없네.\n카이포로 피난이라도 갈까 해.<P>\n호버크래프트가 있으면\n서쪽 여울을 건너서\n카이포로 갈 수 있을 터인데….
N102_C02_041_07_01	파블로 피난이라도 가야겠어.<P>\n허나 파블로 가는 길에 있는 홉스산은\n차가운 바람 탓에\n두꺼운 얼음에 덮여 있지.
N102_C02_042_01_01	…눈이 보이지 않아!<P>\n당신은 아군인가?\n여기 있는 보물들을\n놈들에게서 지켜 주게…!
N102_C02_038_01_01	…….
N102_C02_039_01_01	크, 크리스탈을 뺏겼다….
N102_C02_039_02_01	비공정이 폭격을 퍼부어서….
N102_C02_040_02_01	…….
N102_C02_040_03_01	비공정이 폭격을 퍼부어서….
N102_C02_040_01_01	위층에 있는… 회복의 항아리까지만…!
E0017_00_177_a_01	여기가 앤트리온의 산란지야.
E0017_00_177_a_02	꺅!
E0017_00_177_a_03	괜찮아.\n앤트리온은 얌전한 마물이라\n사람에게 해를 끼치지 않으니.<P>\n내가 가져오지.
E0017_00_177_a_04	으악!
E0017_00_177_a_05	(RYDIA), 가자!
E0017_01_177_a_01	'사막의 빛'을 손에 넣었다.
E0017_01_177_a_02	말도 안 돼!\n앤트리온이 왜…?
E0017_01_177_a_03	최근에 마물의 수가 급증했어.\n이제까지 얌전했던 놈들마저 사람을 덮치지.\n역시 무언가의 전조일지도 몰라.
E0017_01_177_a_04	어서 (ROZA)에게 가자!
E0017_01_177_a_05	그래, 가자.
E0019_00_178_a_01	(RYDIA).\n파이어 주문을 외워 봐.
E0019_00_178_a_02	…….
E0019_00_178_a_03	(RYDIA)?
E0019_00_178_a_04	너라면 할 수 있을 거야.
E0019_00_178_a_05	…싫어.
E0019_00_178_a_06	?
E0019_00_178_a_07	불은 싫다고!
E0019_00_178_a_08	그럴 만도 하지….\n봄의 반지에서 나온 불로 미스트가….
E0019_00_178_a_09	잘 들어, (RYDIA).\n지금 이 얼음을 녹일 힘이 있는 사람은\n오로지 너뿐이야.
E0019_00_178_a_10	…….
E0019_00_178_a_11	우리가 이 얼음을 녹이고 파블에 가지 않으면\n더 많은 사람들이 끔찍한 일을 겪게 돼.<P>\n부탁이니 용기를 내렴!
E0019_00_178_a_12	용기….
E0019_00_178_a_13	(RYDIA), 부탁해!
E0019_00_178_a_14	나도 부탁해, (RYDIA).
E0019_00_178_a_15	…….
E0019_00_178_a_16	……….<P>\n…….<P>\n….
E0019_00_178_a_17	파이어!
E0019_00_178_a_18	(RYDIA)<josa(이,가)> '파이어'를 익혔다.
E0019_00_178_a_19	잘 했어, (RYDIA)!
E0019_00_178_a_20	헤헤….
E0019_00_178_a_21	(RYDIA), 고마워.
E0019_00_178_a_22	(RYDIA)….
N999_C06_178_02_01	두꺼운 얼음으로 덮여 있다.
E0020_00_180_a_01	저건?
E0020_00_180_a_02	저 복장은 파블의 몽크로군!
E0020_00_180_a_03	하압!
E0020_00_180_a_04	하압!
E0020_01_180_a_01	만만치 않은 상대야!
E0020_01_180_a_02	도와 주자!
E0020_01_180_b_01	폭 발 한다-!
E0020_02_180_a_01	위험할 때 도와 주어서 고맙소.\n나는 파블의 몽크 대장\n(YANG)<josa(이라고,라고)> 하오.<P>\n이곳 홉스산에서 수행하던 중에\n마물 무리의 습격을 받아\n나를 제외하고 모두 전사했지.<P>\n다들 실력자였는데도….
E0020_02_180_a_02	우리도 파블로 가던 중입니다.
E0020_02_180_a_03	골베자라는 자가 바론을 이용해서\n크리스탈을 모으고 있어요.
E0020_02_180_a_04	그렇다면 파블의 바람의 크리스탈도 위험하군!
E0020_02_180_a_05	예….\n담시안의 크리스탈은\n이미 빼앗겼습니다.
E0020_02_180_a_06	다음은 파블을 노리겠지요.
E0020_02_180_a_07	!\n…곤란하군.\n주력인 몽크 부대는 전멸했소.<P>\n성에 남은 사람들은\n아직 수행 경력이 적은 자들뿐이지.\n지금 공격을 받으면 금방 무너질 것이오.
E0020_02_180_a_08	아마 아까 그 마물들도\n골베자가 보냈을 거예요.
E0020_02_180_a_09	우리를 처리해서\n파블을 무방비하게 만들려고…?!
E0020_02_180_a_10	그렇다면 방비가 허술해진 파블로\n이미 향하고 있을 거예요!<P>\n우리도 돕겠습니다!\n어서 파블로 가죠!
E0020_02_180_a_11	허나, 당신들을 끌어들이기는….
E0020_02_180_a_12	우리의 싸움이기도 합니다!
E0020_02_180_a_13	저는 담시안의 왕자입니다.
E0020_02_180_a_14	저와 (ROZA)<josa(은,는)> 바론에 속해 있었지요.\n이 아이 역시,\n제가 바론 왕에게 속아서….
E0020_02_180_a_15	…….
E0020_02_180_a_16	다들 사연이 있군….<P>\n면목이 없소만\n도움을 구해도 되겠소?
E0020_02_180_a_17	물론입니다!\n어서 파블로 가지요!
E0020_02_180_a_18	파블로 가려면 동쪽 산을 넘어야 하오.\n서두릅시다!
E0020_02_180_a_19	몽크 (YANG)<josa(이,가)> 동료가 되었다.
E0021_00_047_a_01	(YANG), 돌아왔는가.
E0021_00_047_a_02	예.\n하온데, 전하….<P>\n골베자라는 자가 바론을 움직여\n크리스탈을 강탈하러 올 것입니다.
E0021_00_047_a_03	그게 사실인가?
E0021_00_047_a_04	이분들은 그 사실을 알려주러 오셨습니다.
E0021_00_047_a_05	그대들은 누구지?
E0021_00_047_a_06	시간이 없습니다.\n어서 수비를 강화해야 합니다.
E0021_00_047_a_07	허나 그 복장은 바론의 암흑기사가 아닌가?\n과연 신뢰해도 될지….
E0021_00_047_a_08	전하! 신뢰할 수 있는 분들입니다!\n제가 습격을 받았을 때 도와 주셨습니다.
E0021_00_047_a_09	한시가 급합니다!
E0021_00_047_a_10	서둘러야 해요!
E0021_00_047_a_11	파블 왕께 오랜만에 인사 드립니다.
E0021_00_047_a_12	(GILBART) 왕자 아니시오!
E0021_00_047_a_13	담시안도 습격을 받아\n크리스탈을 빼앗겼습니다.<P>\n아바마마와 어마마마…\n사랑하는 사람마저 잃었습니다.<P>\n담시안의 비극을\n파블에서도 되풀이할 생각이십니까?
E0021_00_047_a_14	의심해서 미안하네.\n허나 주력인 몽크 부대도 없이 어찌….<P>\n그대들도 힘을 빌려 주겠나?
E0021_00_047_a_15	강요할 수는 없지.\n이를 어쩐다….
E0021_00_047_a_16	이분들은 실력이 매우 출중하십니다!\n저와 함께 최전방에 배치해 주십시오!
E0021_00_047_a_17	자네가 그렇게까지 말한다면\n믿어 봐도 되겠군.\n여성분들은 구호 활동을 부탁하네.
E0021_00_047_a_18	알았습니다.
E0021_00_047_a_19	잘 부탁하네!
E0021_00_047_a_20	예!
E0021_00_047_a_21	(CECIL) 님, 그럼 가십시다!
E0021_00_047_a_22	(CECIL)!
E0021_00_047_a_23	몸조심해….
E0021_00_047_a_24	너도….\n(RYDIA)! (ROZA)<josa(을,를)> 부탁해!
E0021_01_044_a_01	적습입니다!
E0021_01_044_a_02	맞서 싸워라!
E0021_02_044_a_01	붉은 날개다!
E0021_02_044_a_02	이러다간 지고 말겠어!
E0021_02_044_a_03	일단 성 안으로 후퇴한다!
E0021_03_045_a_01	승산이 없는 싸움에 끌어들여서 미안하오.
E0021_03_045_a_02	이미 말했잖아.\n우리들의 싸움이기도 하다고.\n게다가 아직 패배가 확정된 건 아니야!
E0021_03_045_a_03	오, 온다!
E0021_04_045_a_01	큭! 후퇴한다!
E0021_05_046_a_01	이 위는 알현실이잖아…?
E0021_05_046_a_02	걱정 마시오.\n전하와 여자 및 아이들은 피신했으니.\n우리가 적을 유인해서….
E0021_05_046_a_03	물리치면 되지!
E0021_06_046_a_01	여기서 더 버티긴 힘들어!
E0021_06_046_a_02	이럴 수가!
E0021_07_047_a_01	문을 잠갔소!\n여기서 반드시 막아야 해!
E0021_07_047_a_02	크리스탈은?
E0021_07_047_a_03	이 위에 있소!
E0021_07_047_a_04	문을 열었다.
E0021_07_047_a_05	무슨 짓이냐!
E0021_07_047_a_06	인간이… 아니야!
E0021_09_047_a_01	끝없이 몰려오는군!\n어쩔 수 없지.\n크리스탈 룸까지 후퇴한다!
E0021_09_047_a_02	으악!
E0021_09_047_a_03	(GILBART)!
E0021_11_048_a_01	오랜만이군.
E0021_11_048_a_02	(CAIN)!\n무사했구나!
E0021_11_048_a_03	그래.
E0021_11_048_a_04	함께 싸워 줘!
E0021_11_048_a_05	물론 그럴 생각이다.<P>\n다만, (CECIL)….\n내 상대는 바로 너다!
E0021_11_048_a_06	(CAIN)?!
E0021_11_048_a_07	나와 붙자, (CECIL)!
E0021_11_048_a_08	무슨 짓이야!
E0021_11_048_a_09	간다!
E0021_11_048_b_01	(CAIN)! 왜 그래?
E0021_11_048_b_02	잔말 말고 덤벼라!
E0021_11_048_b_03	대체 무슨 일이 있었어?
E0021_11_048_b_04	그 입 닥쳐라!
E0021_11_048_b_05	(CECIL)! 끝장을 내 주마!
E0021_12_048_a_01	설마, 너도 골베자에게…!
E0021_12_048_a_02	금방 편하게 해 주마!
E0021_12_048_a_03	그렇겐 안 되지!
E0021_12_048_a_04	그만해!
E0021_12_048_a_05	(ROZA)!
E0021_12_048_a_06	(CAIN), 너마저….
E0021_12_048_a_07	으… 으윽!\n날 그렇게 쳐다보지 마!
E0021_12_048_a_08	(CAIN), 왜 망설이느냐….
E0021_12_048_a_09	골베자!
E0021_12_048_a_10	네가 골베자로군!
E0021_12_048_a_11	네가 (CECIL)인가….\n만나자마자 미안하지만\n내 인사는 이걸로 대신하지!
E0021_12_048_a_12	(CECIL)!
E0021_12_048_a_13	마음대로 하게 두진 않겠다!
E0021_12_048_a_14	버러지에게는 볼일이 없다.
E0021_12_048_a_15	(CAIN)….\n장난은 그쯤 해 두고\n크리스탈을 가져와라.
E0021_12_048_a_16	예!
E0021_12_048_a_17	(CAIN), 그러지 마!
E0021_12_048_a_18	!
E0021_12_048_a_19	(ROZA), 물러서!
E0021_12_048_a_20	이 여자가 그렇게 소중한가?\n그렇다면 내가 데려가도록 하지.<P>\n너하고는 꼭 다시 만나고 싶으니\n그 약속의 증표가 되겠군.<P>\n(CAIN), 가자!
E0021_12_048_a_21	운이 좋았다고 생각해라, (CECIL).
E0021_12_048_a_22	거기… 서!
E0021_12_048_a_23	윽….
E0021_12_048_a_24	케알!
E0021_12_048_a_25	괜찮아?
E0021_12_048_a_26	(RYDIA), 고마워.\n그나저나 (ROZA)<josa(이,가)> 끌려가고 말았군.
E0021_12_048_a_27	크리스탈을 지키지 못했소….
E0021_12_048_a_28	(ROZA)….
E0021_12_048_a_29	다들 기운 내!\n(ROZA)<josa(은,는)> 괜찮을 거야.\n크리스탈도 되찾아 오면 되잖아!
E0021_12_048_a_30	…네 말이 맞아.
E0021_12_048_a_31	(CECIL) 님!\n이번에는 우리가 도울 차례요.\n부상을 치료하고 구출 방법을 생각해 봅시다.
E0021_12_048_a_32	고마워….
E0022_00_049_a_01	(YANG) 님, 많이 힘드셨죠?\n푹 쉬세요.
E0022_00_049_a_02	(ROZA)<josa(을,를)> 구해야 해!
E0022_00_049_a_03	골베자에게 맞서려면\n비공정이 필요해….<P>\n하지만 비공정은\n바론에서밖에 만들지 못하지.
E0022_00_049_a_04	바론에 잠입할 방법은 없소?
E0022_00_049_a_05	바론은 붉은 날개가 주력이라\n해군은 비교적 약한 편이야.\n그러니 잠입한다면 바다에서 가야 해.
E0022_00_049_a_06	그럼 배가 있어야겠네.
E0022_00_049_a_07	그러면 당장 내일 아침에\n전하께 출항을 부탁드리겠소.<P>\n당신들에게는 신세를 많이 졋으니\n전하도 아낌없이 협력하실 거요.
E0022_00_049_a_08	부탁해.
E0022_00_049_a_09	…그 용기사는 어떻게 된 거요?
E0022_00_049_a_10	(CAIN)<josa(이라고,라고)> 하는데,\n내… 친구였어.\n함께 바론을 떠나자고 맹세했었는데….
E0022_00_049_a_11	그랬군….
E0022_00_049_a_12	…어쨌든, 오늘은 푹 쉬자.
E0022_00_049_a_13	…….
E0022_01_056_a_01	…그렇군. 잘 알겠네.\n(YANG), 자네도 함께 가서 돕게.<P>\n(CECIL)에게는 어떻게 감사해야 할지….\n(ROZA)<josa(이,가)> 납치를 당할 줄이야.\n바로 배를 준비하도록 하겠네.<P>\n(CECIL), 이 검을 가져가게.\n옛날에 파블에 왔던\n암흑기사가 소지했던 검일세.<P>\n약소하지만 파블을 위해 싸워 준\n답례라고 생각하게.<P>\n허나, 암흑검은 결국 암흑의 검이라\n진정한 악에게는 통하지 않을 터.\n반드시 골베자를 물리치게.
E0022_01_056_a_02	'데스브링어'를 손에 넣었다.
E0022_01_056_a_03	준비를 마치면 동쪽 부두로 가게.\n배를 준비해 놓겠네.
E0022_01_056_a_04	모든 크리스탈이 그자의 손에 들어가면\n이 세상은 전대미문의 위기에 처할 것이야.\n부탁하네!
E0023_00_331_a_01	여보!\n몸 챙기면서 잘 싸우고 와!
E0023_00_331_a_02	그러지!
E0023_00_331_a_03	(CECIL) 씨도 몸조심해!
E0023_00_331_a_04	네!
E0023_00_331_a_05	내 대신 이곳을 부탁하오.
E0023_00_331_a_06	맡겨 두라고!
E0023_00_331_a_07	당신이 (CECIL)<josa(이군,군)>.\n활약은 잘 들었어!<P>\n편히 있으라고.\n눈 깜빡할 새에 바론에 도착할테니!<P>\n자, 출항한다!
E0023_00_331_a_08	닻을 올려라!
E0023_00_331_a_09	네, 선장님!
E0023_02_332_a_01	바론에 도착한 다음에는\n어떻게 할 생각이오?
E0023_02_332_a_02	우선 비공정 기술자인\n(CID)<josa(을,를)> 만나야 해.<P>\n(CID)<josa(은,는)> 비공정에 대해 잘 아니\n힘이 되어 줄 거야.
E0023_02_332_a_03	그 사람이 무사하면 좋겠소만.
E0023_02_332_a_04	…….
E0023_02_332_a_05	왜 떨어? 추워?
E0023_02_332_a_06	아무 것도 아니야….
E0023_04_332_a_01	무슨 일이지?
E0023_06_332_a_01	맙소사!
E0023_06_332_a_02	진짜 있었다니!
E0023_06_332_a_03	바다의 지배자!
E0023_06_332_a_04	저것이….
E0023_06_332_a_05	리바이어선이다!
E0023_08_332_a_01	다들 허둥대지 말고\n잘 피해 보자!
E0023_08_332_a_02	꺅!
E0023_08_332_a_03	(RYDIA)!
E0023_08_332_a_04	(RYDIA)! (YANG)!
E0023_08_332_a_05	으악!
E0023_08_332_a_06	(GILBART)!
E0023_10_344_a_01	…….<P>\n으….<P>\n으윽….
E0023_10_344_a_02	여긴 어디지?
E0023_10_344_a_03	(RYDIA)!
E0023_10_344_a_04	(GILBART)!
E0023_10_344_a_05	(YANG)!
E0023_10_344_a_06	나 혼자라니….
E0111_00_053_a_01	뭐?\n남편이 지하 세계에 있다고?
E0111_00_053_a_02	그 양반은 왜 그런 데서 빈둥댄다니….\n어휴, 눈에 먼지가 들어갔나?
E0111_00_053_a_03	한심한 양반이라니까!\n이걸로 정신 바짝 차리게 해 줘!
E0111_00_053_a_04	'사랑의 프라이팬'을 손에 넣었다.
E0113_00_053_a_01	번거롭게 해서 미안해.\n줄 게 이런 것밖에 없지만\n어디든 쓸모가 있겠지.
E0113_00_053_a_02	'식칼'을 손에 넣었다.
E0113_00_053_a_03	내 걱정은 안 해도 돼!\n빨리 나아서 싸우기나 하라고\n남편에게 전해 줘!
E0132_00_055_a_01	내 춤 볼래?
E0132_00_055_a_02	너무해…. 날 농락하다니!
E0132_00_055_a_03	헉!
E0132_00_055_a_04	하압!
E0132_00_055_a_05	하압!
E0132_00_055_a_06	하압!
N011_C02_044_01_01	(YANG) 님, 돌아오셨습니까!\n전하께서 기다리십니다.
N011_C02_044_01_02	성은 저희가 어떻게든 지켜 내겠습니다.
N011_C02_044_01_03	(CECIL) 님 아니십니까!
N011_C02_044_01_04	지금 나가시면 위험합니다.\n일단 쉬시는 게 좋겠습니다.
N011_C02_045_01_01	주력 부대가 전멸했다고요?\n그럴 수가!
N011_C02_045_01_02	저희가 부족한 탓입니다.
N011_C02_045_01_03	뱃사람들 사이에\n묘한 소문이 돌고 있습니다.\n바다의 신이 노하셨다고 하더군요.
N011_C02_045_01_04	무사하셨군요!
N011_C02_046_01_01	(YANG) 님, 돌아오셨습니까!
N011_C02_046_01_02	여러분도 피곤하실 테니\n여관에 가서 푹 쉬십시오.
N011_C02_046_01_03	배를 타고 가신다고 들었는데,\n요즘 원인불명의 난파가 줄을 잇고 있으니\n부디 조심하십시오!
N011_C02_046_01_04	오, 무사하셨군요!
N104_C01_047_02_01	전하께서는 습격을 받아\n부상을 입고 침실에 누워 계신다.
N011_C02_052_03_01	그자를… 골베자를…!
N011_C02_052_02_01	바론의 병력에 마물까지 더해졌으니….
N117_C01_052_01_01	여기는 구조대의 의무실입니다.
N117_C01_052_01_02	나도 (ROZA) 님만큼\n마력이 있었다면….
N103_C00_053_01_01	어머, 왔어?
P008_C00_053_02_01	내 아내요.\n이쪽은 (CECIL) 님.\n위험할 때 도와 주신 분이시지.
N103_C00_053_01_02	그래? 고마워!\n그나저나, 당신 지금 여기서\n빈둥대고 있어도 되는 거야?
N103_C00_053_01_03	당신 무사했구나!
P008_C00_053_02_02	(CECIL) 님 일행에게\n나도, 파블도 도움을 받았소.
N103_C00_053_01_04	남편이 신세를 졌어.\n고마워!
P008_C00_053_02_03	당신은 다친 데 없소?
N103_C00_053_01_05	당연하지.\n당신 아내잖아!<P>\n바론군 병사가 왔길래\n프라이팬으로 후려쳤지.
N103_C00_053_01_06	남편이?\n무슨 소리야!<P>\n내 남편은 그 정도론 안 죽어!\n그 사람은….
N011_C02_054_01_01	홉스에서 기습을 받으셨다고 들었습니다!\n다친 데는 없으십니까?
N011_C02_054_01_02	비공정이 한 대라도 있었으면\n맞서 볼 수라도 있었을 텐데!
N011_C02_054_01_03	부디 몸조심하시길!
N011_C02_054_03_01	잔 거 아닙니다!\n명상하는 중입니다!
N102_C01_055_03_01	(YANG) 님, 수행에서 돌아오신 건가요?
N102_C01_055_03_02	정말 엄청난 공격이었지.
N103_C00_055_02_01	성 안에서는 무슨 일이 생겨도 괜찮아!\n몽크 분들이 계시니까.
N103_C00_055_02_02	우리 파블은\n마을이 성 안에 있어서 다행이야.\n바깥에 있었다면 지금쯤….
N106_C01_055_01_01	(YANG) 님!\n어서 나쁜 놈들을\n발차기로 날려 버려요!
N106_C01_055_01_02	하압-!<P>\n나도 빨리 수행하고 싶어!
N006_C01_056_01_01	이게 무슨 일인지….\n어쨌든 태세를 정비하고\n수비를 강화해야 한다!<P>\n내 걱정은 말고\n그대들은 일단 좀 쉬게.
N105_C01_056_02_01	여기는 전하의 침실이다.
N105_C01_056_02_02	전하도 몽크로 이름을 날리신 분이시다.\n걱정하지 않아도 돼!
P001_C00_056_01_01	임금님의 침대에서 한번 자 볼까?
E0024_00_058_a_01	자네는 그때 그….\n이번엔 무슨 일로 왔나?
E0024_00_058_a_02	비공정 부대를 지휘하던\n(CECIL)<josa(이라고,라고)> 합니다.<P>\n그때는 바론 왕의 명령을\n거역할 용기가 없었습니다.
E0024_00_058_a_03	이제 와서 사과한들\n죽은 이들이 살아 돌아오지는 않네.
E0024_00_058_a_04	…….
E0024_00_058_a_05	허나… 지금의 자네에게서는\n당시와는 다른 빛의 편린이 보이는군.\n이야기를 들어 볼 가치는 있겠어.
E0024_00_058_a_06	지금은 바론을 주무르는\n골베자라는 자와 싸우고 있습니다.<P>\n하지만 동료가 붙잡혀서 구하러 가던 중,\n리바이어선의 습격을 받아\n다른 동료들마저….
