MSG_CHAR_NAME_01	Сесил
MSG_ARMOR_NAME_100	<IC_HEAD>Red Cap
MSG_ARMOR_NAME_101	<IC_HEAD>Rabbit-Ear Hood
MSG_ARMOR_NAME_102	<IC_HEAD>Augustine Tiara
MSG_ARMOR_NAME_103	<IC_HEAD>Star of Kami Kazari
MSG_ARMOR_NAME_104	<IC_HEAD>Royal Crown
MSG_ARMOR_NAME_105	<IC_HEAD>Dual Mask
MSG_ARMOR_NAME_106	<IC_HEAD>Demon Hat
MSG_ARMOR_NAME_107	<IC_HEAD>Philosopher's Hat
MSG_ARMOR_NAME_108	<IC_HEAD>Grand Helm
MSG_ARMOR_NAME_109	<IC_HEAD>Caesar Helm
MSG_ARMOR_NAME_110	<IC_HEAD>Dragoon Helm
MSG_ARMOR_NAME_111	<IC_HEAD>Edge Demon Helm
MSG_ARMOR_NAME_112	<IC_HEAD>Safety Met
MSG_ARMOR_NAME_113	<IC_ARMOR>Erdrick's Armor
MSG_ARMOR_NAME_114	<IC_SHIELD>Silver Shield
MSG_ARMOR_NAME_115	<IC_GLOV>Reflect Ring
MSG_ARMOR_NAME_116	<IC_CLTH>Platinum Robe
MSG_ARMOR_NAME_117	<IC_HEAD>Swift Hat
MSG_ARMOR_NAME_118	<IC_SHIELD>Focus Shield
MSG_ARMOR_NAME_119	<IC_GLOV>Glow Ring
MSG_ITEM_NAME_01	<IC_BAG>Осколок бомбы
MSG_ITEM_NAME_02	<IC_BAG>Рука бомбы
MSG_ITEM_NAME_03	<IC_BAG>Антарктический ветер
MSG_ITEM_NAME_04	<IC_BAG>Арктический ветер
MSG_ITEM_NAME_05	<IC_BAG>Гнев Зевса
MSG_ITEM_NAME_06	<IC_BAG>Гнев богов
MSG_ITEM_NAME_07	<IC_BAG>Звездная пыль
MSG_ITEM_NAME_08	<IC_BAG>Поцелуй Лилит
MSG_ITEM_NAME_09	<IC_BAG>Клык вампира
MSG_ITEM_NAME_10	<IC_BAG>Вино Вакха
MSG_ITEM_NAME_11	<IC_BAG>Сандалии Гермеса
MSG_ITEM_NAME_12	<IC_BAG>Часы
MSG_ITEM_NAME_13	<IC_BAG>Серебряные часы
MSG_ITEM_NAME_14	<IC_BAG>Золотые часы
MSG_ITEM_NAME_15	<IC_BAG>Паучий шелк
MSG_ITEM_NAME_16	<IC_BAG>Обманка
MSG_ITEM_NAME_17	<IC_BAG>Красный клык
MSG_ITEM_NAME_18	<IC_BAG>Белый клык
MSG_ITEM_NAME_19	<IC_BAG>Синий клык
MSG_ITEM_NAME_20	<IC_BAG>Занавес света
MSG_ITEM_NAME_21	<IC_BAG>Сердцевина бомбы
MSG_ITEM_NAME_22	<IC_BAG>Лунный занавес
MSG_ITEM_NAME_23	<IC_BAG>Колокол немоты
MSG_ITEM_NAME_24	<IC_BAG>Барабан Геи
MSG_ITEM_NAME_25	<IC_BAG>Кристалл
MSG_ITEM_NAME_26	<IC_BAG>Ус куэрла
MSG_ITEM_NAME_27	<IC_BAG>Гримуар
MSG_ITEM_NAME_28	<IC_BAG>Бестиарий
MSG_ITEM_NAME_29	<IC_BAG>Будильник
MSG_ITEM_NAME_30	<IC_BAG>Рог единорога
MSG_ITEM_NAME_31	<IC_DRAG>Зелье
MSG_ITEM_NAME_32	<IC_DRAG>Ультразелье
MSG_ITEM_NAME_33	<IC_DRAG>Зелье Х
MSG_ITEM_NAME_34	<IC_DRAG>Эфир
MSG_ITEM_NAME_35	<IC_DRAG>Сухой эфир
MSG_ITEM_NAME_36	<IC_DRAG>Эликсир
MSG_ITEM_NAME_37	<IC_BAG>Пух феникса
MSG_ITEM_NAME_38	<IC_BAG>Золотая игла
MSG_ITEM_NAME_39	<IC_BAG>Поцелуй девы
MSG_ITEM_NAME_40	<IC_BAG>Колотушка
MSG_ITEM_NAME_41	<IC_BAG>Паек
MSG_ITEM_NAME_42	<IC_BAG>Эхо-трава
MSG_ITEM_NAME_43	<IC_BAG>Капли для глаз
MSG_ITEM_NAME_44	<IC_BAG>Противоядие
MSG_ITEM_NAME_45	<IC_BAG>Крест
MSG_ITEM_NAME_46	<IC_BAG>Панацея
MSG_ITEM_NAME_47	<IC_BAG>Сирена
MSG_ITEM_NAME_48	<IC_BAG>Золотое яблоко
MSG_ITEM_NAME_49	<IC_BAG>Серебряное яблоко
MSG_ITEM_NAME_50	<IC_BAG>Сома
MSG_ITEM_NAME_51	<IC_TENTO>Палатка
MSG_ITEM_NAME_52	<IC_TENTO>Дом
MSG_ITEM_NAME_54	<IC_BAG>Запасной выход
MSG_ITEM_NAME_55	<IC_BAG>Гномий хлеб
MSG_ITEM_NAME_56	<IC_BAG>Гоблин
MSG_ITEM_NAME_57	<IC_BAG>Бомба
MSG_ITEM_NAME_58	<IC_BAG>Кокатрис
MSG_ITEM_NAME_59	<IC_BAG>Мозгодер
MSG_ITEM_NAME_60	<IC_BAG>Гисальская зелень
MSG_ITEM_NAME_61	<IC_BAG>Гисальский свисток
MSG_ITEM_NAME_62	<IC_DRAG>Megalixir
MSG_ITEM_NAME_63	<IC_IOBJ>Recycle Bin
MSG_KEY_NAME_01	<IC_BAG>Членская грамота
MSG_KEY_NAME_02	<IC_IOBJ>Взрывное кольцо
MSG_KEY_NAME_03	<IC_IOBJ>Ключ от замка Барон
MSG_KEY_NAME_04	<IC_IOBJ>Пустынный рубин
MSG_KEY_NAME_05	<IC_IOBJ>Кристалл Земли
MSG_KEY_NAME_06	<IC_IOBJ>Магматический камень
MSG_KEY_NAME_07	<IC_IOBJ>Ожерелье Люки
MSG_KEY_NAME_08	<IC_IOBJ>Парная арфа
MSG_KEY_NAME_09	<IC_IOBJ>Темный кристалл
MSG_KEY_NAME_10	<IC_IOBJ>Крысиный хвост
MSG_KEY_NAME_11	<IC_IOBJ>Адамантит
MSG_KEY_NAME_12	<IC_IOBJ>Сковорода
MSG_KEY_NAME_13	<IC_IOBJ>Розовый хвост
MSG_KEY_NAME_14	<IC_IOBJ>Ключ доктора Лугая
MSG_KEY_NAME_15	<IC_IOBJ>Темная материя
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	Коготь, наделенный силой огня.
MSG_WEAPON_INF_02	Коготь, наделенный силой льда.
MSG_WEAPON_INF_03	Коготь, наделенный силой молнии.
MSG_WEAPON_INF_04	Коготь, способный повергнуть врага в замешательство; хорош против великанов.
MSG_WEAPON_INF_05	Коготь, способный отравить врага.
MSG_WEAPON_INF_06	Коготь, способный усыпить врага.
MSG_WEAPON_INF_07	Волшебный жезл, накладывающий заклинание «Магическая стрела».
MSG_WEAPON_INF_08	Жезл, наделенный силой льда; накладывает заклинание «Метель».
MSG_WEAPON_INF_09	Жезл, наделенный силой огня; накладывает заклинание «Искра».
MSG_WEAPON_INF_10	Жезл, наделенный силой молнии; накладывает заклинание «Вспышка».
MSG_WEAPON_INF_11	Жезл, напитанный животной яростью; накладывает заклинание «Свин».
MSG_WEAPON_INF_12	Жезл, напитанный волшебством; накладывает заклинание «Замешательство».
MSG_WEAPON_INF_13	Жезл, наделенный силой звезд; накладывает заклинание «Комета».
MSG_WEAPON_INF_14	Жезл, вытягивающий ОЗ; накладывает заклинание «Осмос».
MSG_WEAPON_INF_15	Посох, наделенный силой устранять яд; накладывает заклинание «Отрава».
MSG_WEAPON_INF_16	Посох, наделенный силой исцеления; накладывает заклинание «Исцеление».
MSG_WEAPON_INF_17	Мифриловый посох, хорош против нежити; накладывает заклинание «Басуна», избавляя от некоторых негативных эффектов.
MSG_WEAPON_INF_18	Посох, способный вызвать у врага состояние берсерка.
MSG_WEAPON_INF_19	Посох, накладывающий заклинание «Рассеивание».
MSG_WEAPON_INF_20	Посох, накладывающий заклинание «Оживление».
MSG_WEAPON_INF_21	Посох, накладывающий заклинание «Немота».
MSG_WEAPON_INF_22	Обыкновенный темный меч.
MSG_WEAPON_INF_23	Особо острый темный меч.
MSG_WEAPON_INF_24	Темный меч, способный мгновенно убить.
MSG_WEAPON_INF_25	Священный меч со словами мисидийской легенды.
MSG_WEAPON_INF_26	Священный меч, сияющий божественным светом.
MSG_WEAPON_INF_27	Легендарный священный меч великого героя.
MSG_WEAPON_INF_28	Священный меч, вселяющий ужас в чудовищ. Был запечатан.
MSG_WEAPON_INF_29	Меч, наделенный силой огня.
MSG_WEAPON_INF_30	Меч, наделенный силой льда.
MSG_WEAPON_INF_31	Меч, наделенный силой защиты; накладывает заклинание «Защита».
MSG_WEAPON_INF_32	Меч, крадущий здоровье врага; хорош против великанов и фланов.
MSG_WEAPON_INF_33	Меч, способный проклинать врагов; хорош против упырей.
MSG_WEAPON_INF_34	Меч, способный усыпить врага.
MSG_WEAPON_INF_35	Меч, способный постепенно обратить врага в камень.
MSG_WEAPON_INF_36	Меч, который пригодится в бою против упырей.
MSG_WEAPON_INF_37	Проклятый двуручный меч; накладывает эффект «Берсерк».
MSG_WEAPON_INF_38	Обыкновенное копье.
MSG_WEAPON_INF_39	Копье с острым навершием.
MSG_WEAPON_INF_40	Копье, наделенное силой огня; накладывает заклинание «Искра».
MSG_WEAPON_INF_41	Копье, наделенное силой льда; накладывает заклинание «Буран».
MSG_WEAPON_INF_42	Копье, которое пригодится в бою против драконов.
MSG_WEAPON_INF_43	Копье, наделенное священной силой; накладывает заклинание «Свет».
MSG_WEAPON_INF_44	Копье, крадущее здоровье врага; эффективно против великанов и фланов.
MSG_WEAPON_INF_45	Легендарное копье, любимое богами.
MSG_WEAPON_INF_46	Небольшая катана ниндзя.
MSG_WEAPON_INF_47	Катана, носящая имя духа войны.
MSG_WEAPON_INF_48	Короткая удобная катана.
MSG_WEAPON_INF_49	Катана, на ножнах которой выгравирована хризантема.
MSG_WEAPON_INF_50	Катана, по легенде наделенная неземной мощью; накладывает заклинание «Защита».
MSG_WEAPON_INF_51	Самая острая катана во всем мире; накладывает заклинание «Ускорение».
MSG_WEAPON_INF_52	Нож, способный наслать на врага немоту; хорош против магов.
MSG_WEAPON_INF_53	Нож, который пригодится в бою против упырей.
MSG_WEAPON_INF_54	Кинжал, в котором живет мощь танцора.
MSG_WEAPON_INF_55	Кухонный нож, который режет все.
MSG_WEAPON_INF_56	Обыкновенная плеть, способная парализовать врага.
MSG_WEAPON_INF_57	Плеть из железной цепи, способная парализовать врага.
MSG_WEAPON_INF_58	Плеть, наделенная силой молнии и способная парализовать врага.
MSG_WEAPON_INF_59	Плеть, наделенная силой огня и способная парализовать врага.
MSG_WEAPON_INF_60	Плеть, которая пригодится в бою против драконов; может парализовать врага.
MSG_WEAPON_INF_61	Излюбленный гномами метательный топор.
MSG_WEAPON_INF_62	Гигантский топор, который пригодится в бою против великанов.
MSG_WEAPON_INF_63	Двуручный топор, способный отравить врага.
MSG_WEAPON_INF_64	Двуручный топор, который пригодится в бою против магов.
MSG_WEAPON_INF_65	Метательное оружие ниндзя.
MSG_WEAPON_INF_66	Метательное оружие ниндзя.
MSG_WEAPON_INF_67	Деревянное метательное оружие.
MSG_WEAPON_INF_68	Металлическое метательное оружие.
MSG_WEAPON_INF_69	Арфа, исполняющая усыпляющую мелодию; может усыпить врага.
MSG_WEAPON_INF_70	Арфа, исполняющая чарующую мелодию; может повергнуть врага в замешательство.
MSG_WEAPON_INF_71	Деревянный молот, который пригодится в бою против механизмов.
MSG_WEAPON_INF_72	Молот, который пригодится в бою против упырей и механизмов.
MSG_WEAPON_INF_73	Молот, наделенный силой огня; хорош против механизмов, накладывает заклинание «Землетрясение».
MSG_WEAPON_INF_74	Обыкновенный лук.
MSG_WEAPON_INF_75	Охотничий лук.
MSG_WEAPON_INF_76	Боевой лук.
MSG_WEAPON_INF_77	Лук с увеличенной вероятностью критических ударов.
MSG_WEAPON_INF_78	Эльфийский лук, который пригодится в бою против магов; накладывает заклинание «Аура».
MSG_WEAPON_INF_79	Лук, принадлежавший знаменитому стрелку.
MSG_WEAPON_INF_80	Лук, носящий имя богини луны.
MSG_WEAPON_INF_81	Стрела, изготовленная из железа.
MSG_WEAPON_INF_82	Стрела, наделенная священной силой.
MSG_WEAPON_INF_83	Стрела, наделенная силой огня.
MSG_WEAPON_INF_84	Стрела, наделенная силой льда.
MSG_WEAPON_INF_85	Стрела, наделенная силой молнии.
MSG_WEAPON_INF_86	Стрела, способная окутать врага тьмой.
MSG_WEAPON_INF_87	Стрела, способная отравить врага.
MSG_WEAPON_INF_88	Стрела, способная наслать на врага немоту; хороша против магов.
MSG_WEAPON_INF_89	Стрела, способная повергнуть врага в замешательство; хороша против великанов.
MSG_WEAPON_INF_90	Стрела, принадлежавшая великому стрелку из далекой страны.
MSG_WEAPON_INF_91	Стрела, способная обратить врага в камень.
MSG_WEAPON_INF_92	Стрела, носящая имя богини луны; хороша против драконов.
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	Tellah's ultimate weapon turns his anger into the ultimate glass cannon.  Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	Щит, изготовленный из железа.
MSG_ARMOR_INF_02	Щит, наделенный силой тьмы.
MSG_ARMOR_INF_03	Щит, по преданию принадлежавший демону.
MSG_ARMOR_INF_04	Щит, устойчивый перед атаками нежити.
MSG_ARMOR_INF_05	Щит, устойчивый перед атаками упырей.
MSG_ARMOR_INF_06	Щит, наделенный силой огня; устойчив перед льдом и уязвим перед огнем.
MSG_ARMOR_INF_07	Щит, наделенный силой льда; устойчив перед огнем и уязвим перед льдом.
MSG_ARMOR_INF_08	Щит, устойчивый перед молнией.
MSG_ARMOR_INF_09	Щит, устойчивый перед магическими атаками; предотвращает окаменение.
MSG_ARMOR_INF_10	Щит, когда-то защищавший воина из далекой страны.
MSG_ARMOR_INF_11	Щит, устойчивый перед атаками драконов, огнем, льдом и молнией.
MSG_ARMOR_INF_12	Щит, устойчивый перед атаками нежити.
MSG_ARMOR_INF_13	Шлем, изготовленный из железа.
MSG_ARMOR_INF_14	Шлем, наделенный силой тьмы.
MSG_ARMOR_INF_15	Шлем, по преданию принадлежавший демону.
MSG_ARMOR_INF_16	Шлем, в который, по преданию, вселился демон.
MSG_ARMOR_INF_17	Шлем, устойчивый перед атаками нежити.
MSG_ARMOR_INF_18	Шлем, устойчивый перед атаками упырей.
MSG_ARMOR_INF_19	Шлем, устойчивый перед молнией.
MSG_ARMOR_INF_20	Шлем, когда-то защищавший бойца далекой страны.
MSG_ARMOR_INF_21	Шлем, устойчивый перед атаками драконов, огнем, льдом и молнией.
MSG_ARMOR_INF_22	Шлем, устойчивый перед атаками нежити, огнем, льдом и молнией.
MSG_ARMOR_INF_23	Сшитая из кожи шапка.
MSG_ARMOR_INF_24	Легкая шапка из шелка.
MSG_ARMOR_INF_25	Шапка из особого волокна.
MSG_ARMOR_INF_26	Шапка из священного волокна, устойчивая перед атаками нежити.
MSG_ARMOR_INF_27	Заколка, устойчивая перед атаками нежити и молнией.
MSG_ARMOR_INF_28	Лента, устойчивая перед магическими атаками; предотвращает различные негативные эффекты.
MSG_ARMOR_INF_29	Повязка, предотвращающая замешательство.
MSG_ARMOR_INF_30	Шапка, наделенная магической силой.
MSG_ARMOR_INF_31	Капюшон, предотвращающий сон.
MSG_ARMOR_INF_32	Маска, изготовленная из стекла.
MSG_ARMOR_INF_33	Доспехи, изготовленные из железа.
MSG_ARMOR_INF_34	Доспехи, наделенные силой тьмы.
MSG_ARMOR_INF_35	Доспехи, по преданию принадлежавшие демону.
MSG_ARMOR_INF_36	Доспехи, в которые, по преданию, вселился демон.
MSG_ARMOR_INF_37	Доспехи, устойчивые перед атаками нежити.
MSG_ARMOR_INF_38	Доспехи, устойчивые перед атаками упырей.
MSG_ARMOR_INF_39	Доспехи, наделенные силой огня; устойчивы перед льдом и уязвимы перед огнем.
MSG_ARMOR_INF_40	Доспехи, наделенные силой льда; устойчивы перед огнем, уязвимы перед льдом.
MSG_ARMOR_INF_41	Доспехи, устойчивые перед молнией.
MSG_ARMOR_INF_42	Доспехи, когда-то защищавшие воина из далекой страны.
MSG_ARMOR_INF_43	Доспехи, устойчивые перед атаками драконов, огнем, льдом и молнией.
MSG_ARMOR_INF_44	Доспехи, устойчивые перед атаками нежити и предотвращающие различные негативные эффекты.
MSG_ARMOR_INF_45	Обыкновенная одежда.
MSG_ARMOR_INF_46	Сшитая из кожи одежда.
MSG_ARMOR_INF_47	Одежда, предотвращающая постепенное окаменение.
MSG_ARMOR_INF_48	Мантия из священного волокна.
MSG_ARMOR_INF_49	Мантия для знатоков черной магии.
MSG_ARMOR_INF_50	Мантия, устойчивая перед атаками нежити и молнией.
MSG_ARMOR_INF_51	Мантия для знатоков белой магии; устойчива перед силой тьмы.
MSG_ARMOR_INF_52	Пояс из особого волокна.
MSG_ARMOR_INF_53	Одежда богини небес; устойчива перед параличом.
MSG_ARMOR_INF_54	Одежда, предотвращающая сон.
MSG_ARMOR_INF_55	Одежда, предотвращающая немоту.
MSG_ARMOR_INF_56	Излюбленная одежда мастеров единоборств.
MSG_ARMOR_INF_57	Легкая и удобная одежда из далекой страны.
MSG_ARMOR_INF_58	Доспехи из адамантита; предотвращают различные негативные эффекты, устойчивы перед огнем, льдом и молнией.
MSG_ARMOR_INF_59	Черный наряд из далекой страны.
MSG_ARMOR_INF_60	Перчатки, изготовленные из железа.
MSG_ARMOR_INF_61	Перчатки, наделенные силой тьмы.
MSG_ARMOR_INF_62	Перчатки, по преданию принадлежавшие демону.
MSG_ARMOR_INF_63	Перчатки, в которые, по преданию, вселился демон.
MSG_ARMOR_INF_64	Перчатки, устойчивые перед атаками нежити.
MSG_ARMOR_INF_65	Перчатки, устойчивые перед атаками упырей.
MSG_ARMOR_INF_66	Перчатки, устойчивые перед молнией.
MSG_ARMOR_INF_67	Перчатки, защищающие от «Мини» и устойчивые перед атаками великанов.
MSG_ARMOR_INF_68	Перчатки, когда-то защищавшие воина из далекой страны.
MSG_ARMOR_INF_69	Перчатки, устойчивые перед атаками драконов, огнем, льдом и молнией.
MSG_ARMOR_INF_70	Перчатки, устойчивые перед атаками нежити.
MSG_ARMOR_INF_71	Наруч, изготовленный из железа.
MSG_ARMOR_INF_72	Кольцо, защищающее от обращения в свина.
MSG_ARMOR_INF_73	Наруч, устойчивый перед атаками упырей.
MSG_ARMOR_INF_74	Наруч, увеличивающий мощь мастера единоборств.
MSG_ARMOR_INF_75	Наруч, устойчивый перед атаками магов и предотвращающий немоту.
MSG_ARMOR_INF_76	Кольцо, устойчивое перед атаками драконов и предотвращающее замешательство, сон и паралич.
MSG_ARMOR_INF_77	Наруч, устойчивый перед молнией.
MSG_ARMOR_INF_78	Кольцо, устойчивое перед огнем, льдом и молнией.
MSG_ARMOR_INF_79	Кольцо, усиливающее сопротивление стихиям.
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Float in battle; resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ARMOR_INF_115	Ring with the same effect as Reflect.
MSG_ARMOR_INF_116	A robe which hardens Tellah's resolve.
MSG_ARMOR_INF_117	A hat which speeds Tellah up greatly.
MSG_ARMOR_INF_118	A shield which greatly improves Tellah's magical focus.
MSG_ARMOR_INF_119	A ring that glows in the bask of Shell, Protect, and Haste in battle.  Improves all stats too!
MSG_ITEM_INF_01	Действует так же, как «Искра».
MSG_ITEM_INF_02	Действует так же, как «Пламя».
MSG_ITEM_INF_03	Камень с эффектом заклинания «Метель».
MSG_ITEM_INF_04	Камень с эффектом заклинания «Буран».
MSG_ITEM_INF_05	Камень с эффектом заклинания «Вспышка».
MSG_ITEM_INF_06	Камень с эффектом заклинания «Молния».
MSG_ITEM_INF_07	Пыль с эффектом заклинания «Комета».
MSG_ITEM_INF_08	Камень с эффектом заклинания «Осмос».
MSG_ITEM_INF_09	Клык с эффектом заклинания «Осушение».
MSG_ITEM_INF_10	Напиток с эффектом заклинания «Берсерк».
MSG_ITEM_INF_11	Обувь с эффектом заклинания «Ускорение».
MSG_ITEM_INF_12	Часы с эффектом заклинания «Остановка».
MSG_ITEM_INF_13	Часы с долгосрочным эффектом заклинания «Остановка».
MSG_ITEM_INF_14	Часы с максимально долгим эффектом заклинания «Остановка».
MSG_ITEM_INF_15	Липкая нить с эффектом заклинания «Замедление».
MSG_ITEM_INF_16	Кукла с эффектом заклинания «Мерцание».
MSG_ITEM_INF_17	Клык дракона, который наносит огненный урон.
MSG_ITEM_INF_18	Клык дракона, который наносит ледяной урон.
MSG_ITEM_INF_19	Клык дракона, который наносит урон молнией.
MSG_ITEM_INF_20	Занавес с эффектом заклинания «Отражение».
MSG_ITEM_INF_21	Наносит урон, вытягивая жизнь хозяина.
MSG_ITEM_INF_22	Занавес, нейтрализующий атаки и накладывающий «Отражение».
MSG_ITEM_INF_23	Колокол с эффектом заклинания «Немота».
MSG_ITEM_INF_24	Барабан с эффектом заклинания «Землетрясение».
MSG_ITEM_INF_25	Кристалл, испускающий священный свет.
MSG_ITEM_INF_26	Ус с эффектом заклинания «Гибель».
MSG_ITEM_INF_27	Книга, призывающая чудовище.\nКакое? Не попробуете — не узнаете!
MSG_ITEM_INF_28	Сборник с эффектом заклинания «Проверка».
MSG_ITEM_INF_29	Часы, снимающие со всех союзников эффект сна.
MSG_ITEM_INF_30	Рог, снимающий со всех союзников эффекты сна, паралича, замешательства и берсерка.
MSG_ITEM_INF_31	Восстанавливает ОЗ.
MSG_ITEM_INF_32	Восстанавливает ОЗ.
MSG_ITEM_INF_33	Восстанавливает ОЗ.
MSG_ITEM_INF_34	Восстанавливает ОМ.
MSG_ITEM_INF_35	Восстанавливает ОМ.
MSG_ITEM_INF_36	Полностью восстанавливает ОЗ и ОМ.
MSG_ITEM_INF_37	Оживляет союзника, находящегося без чувств.
MSG_ITEM_INF_38	Избавляет союзника от окаменения.
MSG_ITEM_INF_39	Возвращает жабе обычный облик.
MSG_ITEM_INF_40	Возвращает обычный размер.
MSG_ITEM_INF_41	Возвращает свину обычный облик.
MSG_ITEM_INF_42	Излечивает немоту союзника.
MSG_ITEM_INF_43	Излечивает слепоту союзника.
MSG_ITEM_INF_44	Избавляет союзника от яда.
MSG_ITEM_INF_45	Избавляет союзника от проклятия.
MSG_ITEM_INF_46	Снимает все негативные эффекты. Не оживляет союзника без чувств.
MSG_ITEM_INF_47	Привлекает внимание чудовищ.
MSG_ITEM_INF_48	+100 к максимальному запасу ОЗ.
MSG_ITEM_INF_49	+50 к максимальному запасу ОЗ.
MSG_ITEM_INF_50	+10 к максимальному запасу ОМ.
MSG_ITEM_INF_51	Восстанавливает ОЗ и ОМ отряда. Можно использовать в поле.
MSG_ITEM_INF_52	Полностью восстанавливает ОЗ и ОМ отряда. Можно использовать в поле.
MSG_ITEM_INF_54	Позволяет мгновенно покинуть подземелье.
MSG_ITEM_INF_55	Хлеб с эффектом заклинания «Обзор».
MSG_ITEM_INF_56	(RYDIA) научится призывать гоблина.
