MSG_CHAR_NAME_01	Cécil
MSG_ARMOR_NAME_91	<IC_CLTH>Sage's Robe
MSG_ARMOR_NAME_92	<IC_CLTH>Robe Of Lords
MSG_ARMOR_NAME_93	<IC_CLTH>Rainbow Robe
MSG_ARMOR_NAME_94	<IC_CLTH>White Dress
MSG_ARMOR_NAME_95	<IC_SHIELD>Hero's Shield
MSG_ARMOR_NAME_96	<IC_SHIELD>Chocobo Shield
MSG_ARMOR_NAME_97	<IC_HEAD>Hypnocrown
MSG_ARMOR_NAME_98	<IC_HEAD>Cat-Ear Hood
MSG_ARMOR_NAME_99	<IC_HEAD>White Tiger Mask
MSG_ARMOR_NAME_100	<IC_HEAD>Red Cap
MSG_ARMOR_NAME_101	<IC_HEAD>Rabbit-Ear Hood
MSG_ARMOR_NAME_102	<IC_HEAD>Augustine Tiara
MSG_ARMOR_NAME_103	<IC_HEAD>Star of Kami Kazari
MSG_ARMOR_NAME_104	<IC_HEAD>Royal Crown
MSG_ARMOR_NAME_105	<IC_HEAD>Dual Mask
MSG_ARMOR_NAME_106	<IC_HEAD>Demon Hat
MSG_ARMOR_NAME_107	<IC_HEAD>Philosopher's Hat
MSG_ARMOR_NAME_108	<IC_HEAD>Grand Helm
MSG_ARMOR_NAME_109	<IC_HEAD>Caesar Helm
MSG_ARMOR_NAME_110	<IC_HEAD>Dragoon Helm
MSG_ARMOR_NAME_111	<IC_HEAD>Edge Demon Helm
MSG_ARMOR_NAME_112	<IC_HEAD>Safety Met
MSG_ARMOR_NAME_113	<IC_ARMOR>Erdrick's Armor
MSG_ARMOR_NAME_114	<IC_SHIELD>Silver Shield
MSG_ARMOR_NAME_115	<IC_GLOV>Reflect Ring
MSG_ARMOR_NAME_116	<IC_CLTH>Platinum Robe
MSG_ARMOR_NAME_117	<IC_HEAD>Swift Hat
MSG_ARMOR_NAME_118	<IC_SHIELD>Focus Shield
MSG_ARMOR_NAME_119	<IC_GLOV>Glow Ring
MSG_ITEM_NAME_01	<IC_BAG>Éclat de bombo
MSG_ITEM_NAME_02	<IC_BAG>Bras de bombo
MSG_ITEM_NAME_03	<IC_BAG>Vent antarctique
MSG_ITEM_NAME_04	<IC_BAG>Vent arctique
MSG_ITEM_NAME_05	<IC_BAG>Colère de Zeus
MSG_ITEM_NAME_06	<IC_BAG>Colère des dieux
MSG_ITEM_NAME_07	<IC_BAG>Poussière d'étoiles
MSG_ITEM_NAME_08	<IC_BAG>Baiser de lilith
MSG_ITEM_NAME_09	<IC_BAG>Croc de vampire
MSG_ITEM_NAME_10	<IC_BAG>Vin de Bacchus
MSG_ITEM_NAME_11	<IC_BAG>Bottes d'Hermès
MSG_ITEM_NAME_12	<IC_BAG>Sablier de bronze
MSG_ITEM_NAME_13	<IC_BAG>Sablier d'argent
MSG_ITEM_NAME_14	<IC_BAG>Sablier d'or
MSG_ITEM_NAME_15	<IC_BAG>Toile d'araignée
MSG_ITEM_NAME_16	<IC_BAG>Simulacre
MSG_ITEM_NAME_17	<IC_BAG>Croc rouge
MSG_ITEM_NAME_18	<IC_BAG>Croc blanc
MSG_ITEM_NAME_19	<IC_BAG>Croc bleu
MSG_ITEM_NAME_20	<IC_BAG>Rideau céleste
MSG_ITEM_NAME_21	<IC_BAG>Cœur de bombo
MSG_ITEM_NAME_22	<IC_BAG>Rideau lunaire
MSG_ITEM_NAME_23	<IC_BAG>Cloche du silence
MSG_ITEM_NAME_24	<IC_BAG>Tambour de Gaïa
MSG_ITEM_NAME_25	<IC_BAG>Cristal
MSG_ITEM_NAME_26	<IC_BAG>Moustache de cœurl
MSG_ITEM_NAME_27	<IC_BAG>Grimoire
MSG_ITEM_NAME_28	<IC_BAG>Bestiaire
MSG_ITEM_NAME_29	<IC_BAG>Réveil
MSG_ITEM_NAME_30	<IC_BAG>Corne de licorne
MSG_ITEM_NAME_31	<IC_DRAG>Potion
MSG_ITEM_NAME_32	<IC_DRAG>Super-potion
MSG_ITEM_NAME_33	<IC_DRAG>Maxi-potion
MSG_ITEM_NAME_34	<IC_DRAG>Éther
MSG_ITEM_NAME_35	<IC_DRAG>Super-éther
MSG_ITEM_NAME_36	<IC_DRAG>Élixir
MSG_ITEM_NAME_37	<IC_BAG>Queue de phénix
MSG_ITEM_NAME_38	<IC_BAG>Épingle d'or
MSG_ITEM_NAME_39	<IC_BAG>Baiser de fée
MSG_ITEM_NAME_40	<IC_BAG>Maillet
MSG_ITEM_NAME_41	<IC_BAG>Aliments sains
MSG_ITEM_NAME_42	<IC_BAG>Herbe d'écho
MSG_ITEM_NAME_43	<IC_BAG>Collyre
MSG_ITEM_NAME_44	<IC_BAG>Antidote
MSG_ITEM_NAME_45	<IC_BAG>Eau bénite
MSG_ITEM_NAME_46	<IC_BAG>Remède
MSG_ITEM_NAME_47	<IC_BAG>Sifflet
MSG_ITEM_NAME_48	<IC_BAG>Pomme d'or
MSG_ITEM_NAME_49	<IC_BAG>Pomme d'argent
MSG_ITEM_NAME_50	<IC_BAG>Goutte de Soma
MSG_ITEM_NAME_51	<IC_TENTO>Tente
MSG_ITEM_NAME_52	<IC_TENTO>Pavillon
MSG_ITEM_NAME_54	<IC_BAG>Sortie de secours
MSG_ITEM_NAME_55	<IC_BAG>Pain de gnome
MSG_ITEM_NAME_56	<IC_BAG>Gobelin
MSG_ITEM_NAME_57	<IC_BAG>Bombo
MSG_ITEM_NAME_58	<IC_BAG>Coquatrice
MSG_ITEM_NAME_59	<IC_BAG>Psychopolype
MSG_ITEM_NAME_60	<IC_BAG>Légume Gysahl
MSG_ITEM_NAME_61	<IC_BAG>Flûte Gysahl
MSG_ITEM_NAME_62	<IC_DRAG>Megalixer
MSG_KEY_NAME_01	<IC_BAG>Carte de membre
MSG_KEY_NAME_02	<IC_IOBJ>Anneau de bombo
MSG_KEY_NAME_03	<IC_IOBJ>Clef de Baron
MSG_KEY_NAME_04	<IC_IOBJ>Perle des sables
MSG_KEY_NAME_05	<IC_IOBJ>Cristal de la terre
MSG_KEY_NAME_06	<IC_IOBJ>Rocher magmatique
MSG_KEY_NAME_07	<IC_IOBJ>Collier de Luca
MSG_KEY_NAME_08	<IC_IOBJ>Herbe murmurante
MSG_KEY_NAME_09	<IC_IOBJ>Cristal des ténèbres
MSG_KEY_NAME_10	<IC_IOBJ>Queue de rat
MSG_KEY_NAME_11	<IC_IOBJ>Adamantine
MSG_KEY_NAME_12	<IC_IOBJ>Poêle
MSG_KEY_NAME_13	<IC_IOBJ>Queue rose
MSG_KEY_NAME_14	<IC_IOBJ>Clef du Dr Lugae
MSG_KEY_NAME_15	<IC_IOBJ>Matière obscure
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	Une griffe enflammée.
MSG_WEAPON_INF_02	Une griffe couverte de glace.
MSG_WEAPON_INF_03	Une griffe parcourue par la foudre.
MSG_WEAPON_INF_04	Une griffe qui inflige parfois l'altération d'état Confusion. Elle est efficace contre les géants.
MSG_WEAPON_INF_05	Une griffe qui inflige parfois l'altération d'état Poison.
MSG_WEAPON_INF_06	Une griffe qui inflige parfois l'altération d'état Sommeil.
MSG_WEAPON_INF_07	Un sceptre qui lance Flèches magiques lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_08	Une masse couverte de glace. Elle lance Glace lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_09	Une masse enflammée. Elle lance Feu lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_10	Une masse parcourue par la foudre. Elle lance Foudre lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_11	Un sceptre qui lance Porcelet lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_12	Un sceptre qui lance Confusion lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_13	Un sceptre qui lance Aérolithe lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_14	Un sceptre qui absorbe les PV de la cible. Il lance Succion lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_15	Un bâton qui lance Sérum et guérit l'altération d'état Poison de la cible lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_16	Un bâton qui lance Grâce et rend des PV à toutes les cibles lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_17	Un bâton de mithril efficace contre les morts-vivants. Il lance Cure et guérit certaines altérations d'état de la cible lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_18	Un bâton qui inflige parfois l'altération d'état Furie.
MSG_WEAPON_INF_19	Un bâton qui lance Purge lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_20	Un bâton qui lance Vie lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_21	Un bâton qui inflige parfois l'altération d'état Silence. Il lance Silence lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_22	Une épée noire ordinaire.
MSG_WEAPON_INF_23	Une épée noire affûtée.
MSG_WEAPON_INF_24	Une épée qui élimine parfois la cible d'un seul coup.
MSG_WEAPON_INF_25	La légende de Mysidia est gravée sur cette épée sacrée.
MSG_WEAPON_INF_26	Une épée sacrée qui brille d'un éclat divin.
MSG_WEAPON_INF_27	L'épée sacrée légendaire du héros.
MSG_WEAPON_INF_28	L'épée sacrée redoutable qui avait été scellée.
MSG_WEAPON_INF_29	Une épée enflammée.
MSG_WEAPON_INF_30	Une épée couverte de glace.
MSG_WEAPON_INF_31	Une épée à vocation défensive. Elle lance Bouclier lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_32	Une épée qui absorbe les PV de la cible. Elle est efficace contre les géants et les flans.
MSG_WEAPON_INF_33	Une épée qui inflige parfois l'altération d'état Fléau. Elle est efficace contre les revenants.
MSG_WEAPON_INF_34	Une épée qui inflige parfois l'altération d'état Sommeil. Elle lance Sommeil lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_35	Une épée qui inflige parfois l'altération d'état Sclérose.
MSG_WEAPON_INF_36	Une épée de mithril efficace contre les revenants.
MSG_WEAPON_INF_37	Une épée à deux mains maudite qui inflige l'altération d'état Furie.
MSG_WEAPON_INF_38	Une lance ordinaire.
MSG_WEAPON_INF_39	Une lance au tranchant acéré.
MSG_WEAPON_INF_40	Une lance enflammée. Elle lance Feu² lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_41	Une lance couverte de glace. Elle lance Glace² lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_42	Une lance efficace contre les dragons.
MSG_WEAPON_INF_43	Une lance bénie par un pouvoir sacré. Elle lance Lumière lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_44	Une lance qui absorbe les PV de la cible. Elle est efficace contre les géants et les flans.
MSG_WEAPON_INF_45	La lance légendaire préférée des dieux.
MSG_WEAPON_INF_46	Un katana court utilisé par les ninja.
MSG_WEAPON_INF_47	Un katana qui porte le nom de l'avatar de la guerre.
MSG_WEAPON_INF_48	Un petit katana facile à utiliser.
MSG_WEAPON_INF_49	Un katana dont le fourreau est orné d'un chrysanthème.
MSG_WEAPON_INF_50	Le meilleur katana au monde. Il lance Bouclier lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_51	Le katana le plus puissant au monde. Il lance Célérité lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_52	Un couteau qui inflige parfois l'altération d'état Silence. Il est efficace contre les mages.
MSG_WEAPON_INF_53	Une dague de mithril efficace contre les revenants.
MSG_WEAPON_INF_54	Une dague qui est animée par l'esprit de la danse lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_55	Un couteau bien aiguisé.
MSG_WEAPON_INF_56	Un fouet ordinaire qui inflige parfois l'altération d'état Paralysie.
MSG_WEAPON_INF_57	Un fouet muni d'une chaîne de maillons de fer qui inflige parfois l'altération d'état Paralysie.
MSG_WEAPON_INF_58	Un fouet parcouru par la foudre qui inflige parfois l'altération d'état Paralysie.
MSG_WEAPON_INF_59	Un fouet enflammé qui inflige parfois l'altération d'état Paralysie.
MSG_WEAPON_INF_60	Un fouet efficace contre les dragons qui inflige parfois l'altération d'état Paralysie.
MSG_WEAPON_INF_61	La hache de lancer préférée des nains.
MSG_WEAPON_INF_62	Une hache efficace contre les géants.
MSG_WEAPON_INF_63	Une hache à deux mains qui inflige parfois l'altération d'état Poison. Elle lance Poison lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_64	Une hache à deux mains efficace contre les mages.
MSG_WEAPON_INF_65	Une arme de lancer conçue pour les ninja.
MSG_WEAPON_INF_66	Une arme de lancer conçue pour les ninja.
MSG_WEAPON_INF_67	Une arme de lancer en bois.
MSG_WEAPON_INF_68	Une arme de lancer en métal.
MSG_WEAPON_INF_69	Une lyre au timbre soporifique qui inflige parfois l'altération d'état Sommeil.
MSG_WEAPON_INF_70	Une lyre au timbre ensorcelant qui inflige parfois l'altération d'état Confusion.
MSG_WEAPON_INF_71	Un marteau en bois qui est efficace contre les machines.
MSG_WEAPON_INF_72	Un marteau de mithril efficace contre les revenants et les machines.
MSG_WEAPON_INF_73	Un marteau enflammé qui est efficace contre les machines. Il lance Séisme lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_74	Un arc ordinaire.
MSG_WEAPON_INF_75	Une arbalète conçue pour la chasse.
MSG_WEAPON_INF_76	Un arc conçu pour le combat.
MSG_WEAPON_INF_77	Un arc qui permet d'infliger des dégâts importants.
MSG_WEAPON_INF_78	Un arc créé par les elfes qui est efficace contre les mages. Il lance Barrière lorsqu'on l'utilise en tant qu'objet.
MSG_WEAPON_INF_79	L'arc d'un archer venant d'un pays lointain.
MSG_WEAPON_INF_80	L'arc de la déesse de la Lune.
MSG_WEAPON_INF_81	Des flèches d'acier.
MSG_WEAPON_INF_82	Des flèches bénies par un pouvoir sacré.
MSG_WEAPON_INF_83	Des flèches enflammées.
MSG_WEAPON_INF_84	Des flèches couvertes de glace.
MSG_WEAPON_INF_85	Des flèches parcourues par la foudre.
MSG_WEAPON_INF_86	Des flèches qui infligent parfois l'altération d'état Cécité.
MSG_WEAPON_INF_87	Des flèches qui infligent parfois l'altération d'état Poison.
MSG_WEAPON_INF_88	Des flèches qui infligent parfois l'altération d'état Silence. Elles sont efficaces contre les mages.
MSG_WEAPON_INF_89	Des flèches qui infligent parfois l'altération d'état Confusion. Elles sont efficaces contre les géants.
MSG_WEAPON_INF_90	Des flèches d'un archer venant d'un pays lointain.
MSG_WEAPON_INF_91	Des flèches qui infligent parfois l'altération d'état Pierre.
MSG_WEAPON_INF_92	Des flèches de la déesse de la Lune. Elles sont efficaces contre les dragons.
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	Tellah's ultimate weapon turns his anger into the ultimate glass cannon.  Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	Un bouclier d'acier.
MSG_ARMOR_INF_02	Un bouclier qui renferme une puissance ténébreuse.
MSG_ARMOR_INF_03	Un bouclier qui appartenait autrefois à un démon.
MSG_ARMOR_INF_04	Un bouclier qui résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_05	Un bouclier de mithril qui résiste aux attaques des revenants.
MSG_ARMOR_INF_06	Un bouclier enflammé qui protège contre la glace, mais rend vulnérable au feu.
MSG_ARMOR_INF_07	Un bouclier couvert de glace qui protège contre le feu, mais rend vulnérable à la glace.
MSG_ARMOR_INF_08	Un bouclier qui protège contre la foudre.
MSG_ARMOR_INF_09	Un bouclier qui protège contre l'altération d'état Pierre et résiste aux attaques des mages.
MSG_ARMOR_INF_10	Un bouclier utilisé dans un pays lointain.
MSG_ARMOR_INF_11	Un bouclier qui protège contre le feu, la glace, la foudre et résiste aux attaques des dragons.
MSG_ARMOR_INF_12	Un bouclier qui résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_13	Un casque d'acier.
MSG_ARMOR_INF_14	Un armet qui renferme une puissance ténébreuse.
MSG_ARMOR_INF_15	Un armet qui appartenait autrefois à un démon.
MSG_ARMOR_INF_16	Un armet possédé par un démon.
MSG_ARMOR_INF_17	Un armet qui résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_18	Un armet de mithril qui résiste aux attaques des revenants.
MSG_ARMOR_INF_19	Un armet qui protège contre la foudre.
MSG_ARMOR_INF_20	Un casque utilisé dans un pays lointain.
MSG_ARMOR_INF_21	Un casque qui protège contre le feu, la glace, la foudre et résiste aux attaques des dragons.
MSG_ARMOR_INF_22	Un casque qui protège contre le feu, la glace, la foudre et résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_23	Un casque ordinaire.
MSG_ARMOR_INF_24	Un chapeau léger en soie.
MSG_ARMOR_INF_25	Un chapeau fait de matériau spécial.
MSG_ARMOR_INF_26	Une mitre brodée de fil sacré qui résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_27	Une broche qui protège contre la foudre et résiste aux attaques des dragons.
MSG_ARMOR_INF_28	Un ruban qui protège contre plusieurs altérations d'état et résiste aux attaques des mages.
MSG_ARMOR_INF_29	Un bandeau qui protège contre l'altération d'état Confusion.
MSG_ARMOR_INF_30	Un béret débordant de magie.
MSG_ARMOR_INF_31	Un capuchon qui protège contre l'altération d'état Sommeil.
MSG_ARMOR_INF_32	Un masque de verre poli.
MSG_ARMOR_INF_33	Une armure d'acier.
MSG_ARMOR_INF_34	Une armure qui renferme une puissance ténébreuse.
MSG_ARMOR_INF_35	Une armure qui appartenait autrefois à un démon.
MSG_ARMOR_INF_36	Une armure possédée par un démon.
MSG_ARMOR_INF_37	Une armure qui résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_38	Une armure de mithril qui résiste aux attaques des revenants.
MSG_ARMOR_INF_39	Une cotte enflammée qui protège contre la glace, mais rend vulnérable au feu.
MSG_ARMOR_INF_40	Une cotte couverte de glace qui protège contre le feu, mais rend vulnérable à la glace.
MSG_ARMOR_INF_41	Une cotte qui protège contre la foudre.
MSG_ARMOR_INF_42	Une armure utilisée dans un pays lointain.
MSG_ARMOR_INF_43	Une armure qui protège contre le feu, la glace, la foudre et résiste aux attaques des dragons.
MSG_ARMOR_INF_44	Une cotte qui protège contre plusieurs altérations d'état et résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_45	Des vêtements ordinaires.
MSG_ARMOR_INF_46	Une veste de cuir.
MSG_ARMOR_INF_47	Une robe qui protège contre l'altération d'état Sclérose.
MSG_ARMOR_INF_48	Un surplis brodé de fil sacré.
MSG_ARMOR_INF_49	Une robe conçue pour ceux qui lancent des sorts de magie noire.
MSG_ARMOR_INF_50	Une robe qui protège contre la foudre et résiste aux attaques des morts-vivants.
MSG_ARMOR_INF_51	Une robe conçue pour ceux qui lancent des sorts de magie blanche. Elle protège contre l'altération d'état Cécité.
MSG_ARMOR_INF_52	Un harnais fait de matériau spécial.
MSG_ARMOR_INF_53	La cotte de la déesse des cieux. Elle protège contre l'altération d'état Paralysie.
MSG_ARMOR_INF_54	Des hardes qui protègent contre l'altération d'état Sommeil.
MSG_ARMOR_INF_55	Une tunique qui protège contre l'altération d'état Silence.
MSG_ARMOR_INF_56	L'uniforme de ceux qui pratiquent les arts martiaux.
MSG_ARMOR_INF_57	Une ceinture légère utilisée dans un pays lointain.
MSG_ARMOR_INF_58	Une cotte d'adamantine qui protège contre le feu, la glace, la foudre et plusieurs altérations d'état.
MSG_ARMOR_INF_59	Une tenue noire venant d'un pays lointain.
MSG_ARMOR_INF_60	Des gants d'acier.
MSG_ARMOR_INF_61	Des gants qui renferment une puissance ténébreuse.
MSG_ARMOR_INF_62	Des gants qui appartenaient autrefois à un démon.
MSG_ARMOR_INF_63	Des gants possédés par un démon.
MSG_ARMOR_INF_64	Des gantelets qui résistent aux attaques des morts-vivants.
MSG_ARMOR_INF_65	Des gants de mithril qui résistent aux attaques des revenants.
MSG_ARMOR_INF_66	Des gants qui protègent contre la foudre.
MSG_ARMOR_INF_67	Des gants qui protègent contre l'altération d'état Mini et résistent aux attaques des géants.
MSG_ARMOR_INF_68	Des gants utilisés dans un pays lointain.
MSG_ARMOR_INF_69	Des gants qui protègent contre le feu, la glace, la foudre et résistent aux attaques des dragons.
MSG_ARMOR_INF_70	Des gants qui résistent aux attaques des morts-vivants.
MSG_ARMOR_INF_71	Un bracelet d'acier.
MSG_ARMOR_INF_72	Une bague qui protège contre l'altération d'état Porcelet.
MSG_ARMOR_INF_73	Un bracelet qui résiste aux attaques des revenants.
MSG_ARMOR_INF_74	Un poignet conçu pour les experts en arts martiaux.
MSG_ARMOR_INF_75	Un bracelet qui protège contre l'altération d'état Silence et résiste aux attaques des mages.
MSG_ARMOR_INF_76	Une bague qui résiste aux attaques des dragons et protège contre les altérations d'état Confusion, Sommeil et Paralysie.
MSG_ARMOR_INF_77	Un bracelet qui protège contre la foudre.
MSG_ARMOR_INF_78	Une bague qui protège contre le feu, la glace et la foudre.
MSG_ARMOR_INF_79	Un anneau qui augmente la résistance aux sorts élémentaires.
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Float in battle; resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ARMOR_INF_115	Ring with the same effect as Reflect.
MSG_ARMOR_INF_116	A robe which hardens Tellah's resolve.
MSG_ARMOR_INF_117	A hat which speeds Tellah up greatly.
MSG_ARMOR_INF_118	A shield which greatly improves Tellah's magical focus.
MSG_ARMOR_INF_119	A ring that glows in the bask of Shell, Protect, and Haste in battle.  Improves all stats too!
MSG_ITEM_INF_01	Un éclat qui produit les mêmes effets que le sort Feu.
MSG_ITEM_INF_02	Un bras qui produit les mêmes effets que le sort Feu².
MSG_ITEM_INF_03	Une pierre qui produit les mêmes effets que le sort Glace.
MSG_ITEM_INF_04	Une pierre qui produit les mêmes effets que le sort Glace².
MSG_ITEM_INF_05	Une statuette qui produit les mêmes effets que le sort Foudre.
MSG_ITEM_INF_06	Une statuette qui produit les mêmes effets que le sort Foudre².
MSG_ITEM_INF_07	Du sable qui produit les mêmes effets que le sort Aérolithe.
MSG_ITEM_INF_08	Une statuette qui produit les mêmes effets que le sort Succion.
MSG_ITEM_INF_09	Un croc qui produit les mêmes effets que le sort Saignée.
MSG_ITEM_INF_10	Du vin qui produit les mêmes effets que le sort Furie.
MSG_ITEM_INF_11	Des bottes qui produisent les mêmes effets que le sort Célérité.
MSG_ITEM_INF_12	Un sablier qui produit les mêmes effets que le sort Stop.
MSG_ITEM_INF_13	Un sablier qui produit les mêmes effets que le sort Stop.\nEffets à durée prolongée.
MSG_ITEM_INF_14	Un sablier qui produit les mêmes effets que le sort Stop.\nEffets à durée très prolongée.
MSG_ITEM_INF_15	Une toile qui produit les mêmes effets que le sort Lenteur.
MSG_ITEM_INF_16	Une statuette qui produit les mêmes effets que le sort Leurre.
MSG_ITEM_INF_17	Un croc de dragon qui inflige des dégâts de feu.
