MSG_CHAR_NAME_01	セシル
MSG_ARMOR_NAME_107	<IC_HEAD>Philosopher's Hat
MSG_ARMOR_NAME_108	<IC_HEAD>Grand Helm
MSG_ARMOR_NAME_109	<IC_HEAD>Caesar Helm
MSG_ARMOR_NAME_110	<IC_HEAD>Dragoon Helm
MSG_ARMOR_NAME_111	<IC_HEAD>Edge Demon Helm
MSG_ARMOR_NAME_112	<IC_HEAD>Safety Met
MSG_ARMOR_NAME_113	<IC_ARMOR>Erdrick's Armor
MSG_ARMOR_NAME_114	<IC_SHIELD>Silver Shield
MSG_ITEM_NAME_01	<IC_BAG>ボムのかけら
MSG_ITEM_NAME_02	<IC_BAG>ボムの右腕
MSG_ITEM_NAME_03	<IC_BAG>南極の風
MSG_ITEM_NAME_04	<IC_BAG>北極の風
MSG_ITEM_NAME_05	<IC_BAG>ゼウスの怒り
MSG_ITEM_NAME_06	<IC_BAG>神々の怒り
MSG_ITEM_NAME_07	<IC_BAG>星の砂
MSG_ITEM_NAME_08	<IC_BAG>リリスのくちづけ
MSG_ITEM_NAME_09	<IC_BAG>バンパイアの牙
MSG_ITEM_NAME_10	<IC_BAG>バッカスの酒
MSG_ITEM_NAME_11	<IC_BAG>エルメスの靴
MSG_ITEM_NAME_12	<IC_BAG>銅の砂時計
MSG_ITEM_NAME_13	<IC_BAG>銀の砂時計
MSG_ITEM_NAME_14	<IC_BAG>金の砂時計
MSG_ITEM_NAME_15	<IC_BAG>クモの糸
MSG_ITEM_NAME_16	<IC_BAG>スケープドール
MSG_ITEM_NAME_17	<IC_BAG>赤い牙
MSG_ITEM_NAME_18	<IC_BAG>白い牙
MSG_ITEM_NAME_19	<IC_BAG>青い牙
MSG_ITEM_NAME_20	<IC_BAG>光のカーテン
MSG_ITEM_NAME_21	<IC_BAG>ボムの魂
MSG_ITEM_NAME_22	<IC_BAG>月のカーテン
MSG_ITEM_NAME_23	<IC_BAG>静寂の鐘
MSG_ITEM_NAME_24	<IC_BAG>大地のドラム
MSG_ITEM_NAME_25	<IC_BAG>クリスタル
MSG_ITEM_NAME_26	<IC_BAG>クアールのヒゲ
MSG_ITEM_NAME_27	<IC_BAG>奥義の書
MSG_ITEM_NAME_28	<IC_BAG>怪獣図鑑
MSG_ITEM_NAME_29	<IC_BAG>目覚まし時計
MSG_ITEM_NAME_30	<IC_BAG>ユニコーンの角
MSG_ITEM_NAME_31	<IC_DRAG>ポーション
MSG_ITEM_NAME_32	<IC_DRAG>ハイポーション
MSG_ITEM_NAME_33	<IC_DRAG>エクスポーション
MSG_ITEM_NAME_34	<IC_DRAG>エーテル
MSG_ITEM_NAME_35	<IC_DRAG>エーテルドライ
MSG_ITEM_NAME_36	<IC_DRAG>エリクサー
MSG_ITEM_NAME_37	<IC_BAG>フェニックスの尾
MSG_ITEM_NAME_38	<IC_BAG>金の針
MSG_ITEM_NAME_39	<IC_BAG>乙女のキッス
MSG_ITEM_NAME_40	<IC_BAG>うちでのこづち
MSG_ITEM_NAME_41	<IC_BAG>ダイエットフード
MSG_ITEM_NAME_42	<IC_BAG>やまびこ草
MSG_ITEM_NAME_43	<IC_BAG>目薬
MSG_ITEM_NAME_44	<IC_BAG>毒消し
MSG_ITEM_NAME_45	<IC_BAG>十字架
MSG_ITEM_NAME_46	<IC_BAG>万能薬
MSG_ITEM_NAME_47	<IC_BAG>アラーム
MSG_ITEM_NAME_48	<IC_BAG>金のリンゴ
MSG_ITEM_NAME_49	<IC_BAG>銀のリンゴ
MSG_ITEM_NAME_50	<IC_BAG>ソーマのしずく
MSG_ITEM_NAME_51	<IC_TENTO>テント
MSG_ITEM_NAME_52	<IC_TENTO>コテージ
MSG_ITEM_NAME_54	<IC_BAG>非常口
MSG_ITEM_NAME_55	<IC_BAG>こびとのパン
MSG_ITEM_NAME_56	<IC_BAG>ゴブリン
MSG_ITEM_NAME_57	<IC_BAG>ボム
MSG_ITEM_NAME_58	<IC_BAG>コカトリス
MSG_ITEM_NAME_59	<IC_BAG>マインドフレア
MSG_ITEM_NAME_60	<IC_BAG>ギサールの野菜
MSG_ITEM_NAME_61	<IC_BAG>ギサールの笛
MSG_KEY_NAME_01	<IC_BAG>会員証
MSG_KEY_NAME_02	<IC_IOBJ>ボムの指輪
MSG_KEY_NAME_03	<IC_IOBJ>バロンのカギ
MSG_KEY_NAME_04	<IC_IOBJ>砂漠の光
MSG_KEY_NAME_05	<IC_IOBJ>土のクリスタル
MSG_KEY_NAME_06	<IC_IOBJ>マグマの石
MSG_KEY_NAME_07	<IC_IOBJ>ルカの首飾り
MSG_KEY_NAME_08	<IC_IOBJ>ひそひ草
MSG_KEY_NAME_09	<IC_IOBJ>闇のクリスタル
MSG_KEY_NAME_10	<IC_IOBJ>ネズミのしっぽ
MSG_KEY_NAME_11	<IC_IOBJ>アダマンタイト
MSG_KEY_NAME_12	<IC_IOBJ>愛のフライパン
MSG_KEY_NAME_13	<IC_IOBJ>ピンクのしっぽ
MSG_KEY_NAME_14	<IC_IOBJ>ルゲイエのカギ
MSG_KEY_NAME_15	<IC_IOBJ>ダークマター
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	「炎」の力をまとった爪
MSG_WEAPON_INF_02	「冷気」の力をまとった爪
MSG_WEAPON_INF_03	「雷」の力をまとった爪
MSG_WEAPON_INF_04	敵を「混乱」させることがある爪\n「巨人族」に有効
MSG_WEAPON_INF_05	敵に「毒」を与えることがある爪
MSG_WEAPON_INF_06	敵を「眠り」にさせることがある爪
MSG_WEAPON_INF_07	使うと「マジックアロー」で攻撃するロッド
MSG_WEAPON_INF_08	「冷気」の力をまとったロッド\n使うと「ブリザド」の効果
MSG_WEAPON_INF_09	「炎」の力をまとったロッド\n使うと「ファイア」の効果
MSG_WEAPON_INF_10	「雷」の力をまとったロッド\n使うと「サンダー」の効果
MSG_WEAPON_INF_11	使うと「ポーキー」の効果があるロッド
MSG_WEAPON_INF_12	使うと「コンフュ」の効果があるロッド
MSG_WEAPON_INF_13	使うと「プチメテオ」の効果があるロッド
MSG_WEAPON_INF_14	相手のＨＰを奪うロッド\n使うと「アスピル」の効果
MSG_WEAPON_INF_15	使うと「ポイゾナ」で毒を回復する杖
MSG_WEAPON_INF_16	使うと「ヒール」で全員のＨＰを回復する杖
MSG_WEAPON_INF_17	「アンデッド」に有効なミスリル製の杖\n使うと「バスナ」で一部の状態異常を回復する
MSG_WEAPON_INF_18	敵を「狂戦士」状態にすることがある杖
MSG_WEAPON_INF_19	使うと「ディスペル」の効果がある杖
MSG_WEAPON_INF_20	使うと「レイズ」の効果がある杖
MSG_WEAPON_INF_21	敵を「沈黙」させることがある杖\n使うと「サイレス」の効果
MSG_WEAPON_INF_22	一般的な暗黒剣
MSG_WEAPON_INF_23	とぎすまされた刃の暗黒剣
MSG_WEAPON_INF_24	敵を一撃で死に追いやることがある暗黒剣
MSG_WEAPON_INF_25	ミシディアの伝説が記されている聖剣
MSG_WEAPON_INF_26	聖なる光で輝いている聖剣
MSG_WEAPON_INF_27	英雄が使っていた伝説の聖剣
MSG_WEAPON_INF_28	モンスターに恐れられ封印されていた聖剣
MSG_WEAPON_INF_29	「炎」の力をまとった剣
MSG_WEAPON_INF_30	「冷気」の力をまとった剣
MSG_WEAPON_INF_31	守りの力を秘めた剣\n使うと「プロテス」の効果
MSG_WEAPON_INF_32	相手のＨＰを奪う剣\n「巨人族」「プリン」に有効
MSG_WEAPON_INF_33	敵に「呪い」をかけることがある剣\n「霊体」に有効
MSG_WEAPON_INF_34	敵を「眠り」にさせることがある剣\n使うと「スリプル」の効果
MSG_WEAPON_INF_35	敵を「徐々に石化」させることがある剣
MSG_WEAPON_INF_36	「霊体」に有効なミスリル製の剣
MSG_WEAPON_INF_37	「狂戦士」状態になる呪いがかかった両手剣
MSG_WEAPON_INF_38	一般的な槍
MSG_WEAPON_INF_39	鋭利な刃の槍
MSG_WEAPON_INF_40	「炎」の力をまとった槍\n使うと「ファイラ」の効果
MSG_WEAPON_INF_41	「冷気」の力をまとった槍\n使うと「ブリザラ」の効果
MSG_WEAPON_INF_42	「竜族」に有効な槍
MSG_WEAPON_INF_43	「聖」なる力をまとった槍\n使うと「ホーリー」の効果
MSG_WEAPON_INF_44	相手のＨＰを奪う槍\n「巨人族」「プリン」に有効
MSG_WEAPON_INF_45	神々に愛用されていたという伝説の槍
MSG_WEAPON_INF_46	忍者が使う小刀
MSG_WEAPON_INF_47	戦いの化身の名前がつけられた刀
MSG_WEAPON_INF_48	使いやすさに重点を置いた小振りの刀
MSG_WEAPON_INF_49	鞘に菊の細工が施されている刀
MSG_WEAPON_INF_50	妖刀と呼ばれている刀\n使うと「プロテス」の効果
MSG_WEAPON_INF_51	最強と呼ばれる刀\n使うと「ヘイスト」の効果
MSG_WEAPON_INF_52	敵を「沈黙」させることがあるナイフ\n「魔法使い」に有効
MSG_WEAPON_INF_53	「霊体」に有効なミスリル製のナイフ
MSG_WEAPON_INF_54	使うと踊り子の力で攻撃するダガー
MSG_WEAPON_INF_55	切れ味抜群の包丁
MSG_WEAPON_INF_56	一般的な鞭\n敵を「マヒ」させることがある
MSG_WEAPON_INF_57	鉄の鎖の鞭\n敵を「マヒ」させることがある
MSG_WEAPON_INF_58	「雷」の力をまとった鞭\n敵を「マヒ」させることがある
MSG_WEAPON_INF_59	「炎」の力をまとった鞭\n敵を「マヒ」させることがある
MSG_WEAPON_INF_60	「竜族」に有効な鞭\n敵を「マヒ」させることがある
MSG_WEAPON_INF_61	ドワーフたちが愛用している投げ斧
MSG_WEAPON_INF_62	「巨人族」に有効な巨大な斧
MSG_WEAPON_INF_63	敵に「毒」を与えることがある両手斧\n使うと「ポイズン」の効果
MSG_WEAPON_INF_64	「魔法使い」に有効な両手斧
MSG_WEAPON_INF_65	忍者が使う「なげる」専用の武器
MSG_WEAPON_INF_66	忍者が使う「なげる」専用の武器
MSG_WEAPON_INF_67	木製の投てき武器
MSG_WEAPON_INF_68	金属製の投てき武器
MSG_WEAPON_INF_69	眠りを誘う音色を奏でる竪琴\n敵を「眠り」にさせることがある
MSG_WEAPON_INF_70	誘惑する音色を奏でる竪琴\n敵を「混乱」させることがある
MSG_WEAPON_INF_71	「機械」に有効な木製のハンマー
MSG_WEAPON_INF_72	「霊体」「機械」に有効なミスリル製のハンマー
MSG_WEAPON_INF_73	「炎」の力をまとった「機械」に有効なハンマー\n使うと「クエイク」の効果
MSG_WEAPON_INF_74	一般的な弓
MSG_WEAPON_INF_75	狩猟用の弓
MSG_WEAPON_INF_76	戦闘用の弓
MSG_WEAPON_INF_77	殺傷能力を高めた弓
MSG_WEAPON_INF_78	「魔法使い」に有効なエルフが作った弓\n使うと「シェル」の効果
MSG_WEAPON_INF_79	異国の弓の名手が使っていたと言われる弓
MSG_WEAPON_INF_80	月の女神の名前がつけられた弓
MSG_WEAPON_INF_81	鉄製の矢
MSG_WEAPON_INF_82	「聖」なる力をまとった矢
MSG_WEAPON_INF_83	「炎」の力をまとった矢
MSG_WEAPON_INF_84	「冷気」の力をまとった矢
MSG_WEAPON_INF_85	「雷」の力をまとった矢
MSG_WEAPON_INF_86	敵を「暗闇」にすることがある矢
MSG_WEAPON_INF_87	敵に「毒」を与えることがある矢
MSG_WEAPON_INF_88	敵を「沈黙」させることがある矢\n「魔法使い」に有効
MSG_WEAPON_INF_89	敵を「混乱」させることがある矢\n「巨人族」に有効
MSG_WEAPON_INF_90	異国の弓の名手が使っていたと言われる矢
MSG_WEAPON_INF_91	敵を「石化」させることがある矢
MSG_WEAPON_INF_92	月の女神の名前がつけられた矢\n「竜族」に有効
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	If you thought Tellah was miffed when he defeated Golbez... Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	鉄製の盾
MSG_ARMOR_INF_02	強力な邪気を持つ盾
MSG_ARMOR_INF_03	悪魔が持っていたと言われる盾
MSG_ARMOR_INF_04	「アンデッド」の攻撃に強い盾
MSG_ARMOR_INF_05	「霊体」の攻撃に強いミスリル製の盾
MSG_ARMOR_INF_06	「炎」の力をまとった盾\n冷気に強く炎に弱い
MSG_ARMOR_INF_07	「冷気」の力をまとった盾\n炎に強く冷気に弱い
MSG_ARMOR_INF_08	「雷」に強い盾
MSG_ARMOR_INF_09	「石化」を防ぐ盾\n「魔法使い」の攻撃に強い
MSG_ARMOR_INF_10	異国で使われていた盾
MSG_ARMOR_INF_11	「炎」「冷気」「雷」に強い盾\n「竜族」の攻撃に強い
MSG_ARMOR_INF_12	「アンデッド」の攻撃に強い盾
MSG_ARMOR_INF_13	鉄製の兜
MSG_ARMOR_INF_14	強力な邪気を持つ兜
MSG_ARMOR_INF_15	悪魔が持っていたと言われる兜
MSG_ARMOR_INF_16	悪魔がとりついていると言われる兜
MSG_ARMOR_INF_17	「アンデッド」の攻撃に強い兜
MSG_ARMOR_INF_18	「霊体」の攻撃に強いミスリル製の兜
MSG_ARMOR_INF_19	「雷」に強い兜
MSG_ARMOR_INF_20	異国で使われていた兜
MSG_ARMOR_INF_21	「炎」「冷気」「雷」に強い兜\n「竜族」の攻撃に強い
MSG_ARMOR_INF_22	「炎」「冷気」「雷」に強い兜\n「アンデッド」の攻撃に強い
MSG_ARMOR_INF_23	皮製の帽子
MSG_ARMOR_INF_24	絹糸で作られた軽い帽子
MSG_ARMOR_INF_25	特殊な糸で作られた帽子
MSG_ARMOR_INF_26	神聖な糸で作られた帽子\n「アンデッド」の攻撃に強い
MSG_ARMOR_INF_27	「雷」に強い髪飾り\n「竜族」の攻撃に強い
MSG_ARMOR_INF_28	様々な状態異常を防ぐリボン\n「魔法使い」の攻撃に強い
MSG_ARMOR_INF_29	「混乱」を防ぐ鉢巻
MSG_ARMOR_INF_30	魔力がこもった帽子
MSG_ARMOR_INF_31	「眠り」を防ぐ頭巾
MSG_ARMOR_INF_32	ガラス製のマスク
MSG_ARMOR_INF_33	鉄製の鎧
MSG_ARMOR_INF_34	強力な邪気を持つ鎧
MSG_ARMOR_INF_35	悪魔が持っていたと言われる鎧
MSG_ARMOR_INF_36	悪魔がとりついていると言われる鎧
MSG_ARMOR_INF_37	「アンデッド」の攻撃に強い鎧
MSG_ARMOR_INF_38	「霊体」の攻撃に強いミスリル製の鎧
MSG_ARMOR_INF_39	「炎」の力をまとった鎧\n冷気に強く炎に弱い
MSG_ARMOR_INF_40	「冷気」の力をまとった鎧\n炎に強く冷気に弱い
MSG_ARMOR_INF_41	「雷」に強い鎧
MSG_ARMOR_INF_42	異国で使われていた鎧
MSG_ARMOR_INF_43	「炎」「冷気」「雷」に強い鎧\n「竜族」の攻撃に強い
MSG_ARMOR_INF_44	様々な状態異常を防ぐ鎧\n「アンデッド」の攻撃に強い
MSG_ARMOR_INF_45	一般的な服
MSG_ARMOR_INF_46	皮製の服
MSG_ARMOR_INF_47	「徐々に石化」を防ぐ服
MSG_ARMOR_INF_48	神聖な糸で作られたローブ
MSG_ARMOR_INF_49	黒魔法を使う者のためのローブ
MSG_ARMOR_INF_50	「雷」に強いローブ\n「アンデッド」の攻撃に強い
MSG_ARMOR_INF_51	白魔法を使う者のためのローブ\n「暗闇」を防ぐ
MSG_ARMOR_INF_52	特殊な糸で作られたたすき
MSG_ARMOR_INF_53	天界の女神が持っていると言われる服\n「マヒ」を防ぐ
MSG_ARMOR_INF_54	「眠り」を防ぐ服
MSG_ARMOR_INF_55	「沈黙」を防ぐ服
MSG_ARMOR_INF_56	格闘家が愛用している服
MSG_ARMOR_INF_57	軽くて動きやすい異国の服
MSG_ARMOR_INF_58	様々な状態異常を防ぐアダマンタイト製の鎧\n「炎」「冷気」「雷」に強い
MSG_ARMOR_INF_59	異国より伝わった黒ずくめの服
MSG_ARMOR_INF_60	鉄製の小手
MSG_ARMOR_INF_61	強力な邪気を持つ小手
MSG_ARMOR_INF_62	悪魔が持っていたと言われる小手
MSG_ARMOR_INF_63	悪魔がとりついていると言われる小手
MSG_ARMOR_INF_64	「アンデッド」の攻撃に強い小手
MSG_ARMOR_INF_65	「霊体」の攻撃に強いミスリル製の小手
MSG_ARMOR_INF_66	「雷」に強い小手
MSG_ARMOR_INF_67	「こびと」を防ぐ小手\n「巨人族」の攻撃に強い
MSG_ARMOR_INF_68	異国で使われていた小手
MSG_ARMOR_INF_69	「炎」「冷気」「雷」に強い小手\n「竜族」の攻撃に強い
MSG_ARMOR_INF_70	「アンデッド」の攻撃に強い小手
MSG_ARMOR_INF_71	鉄製の腕輪
MSG_ARMOR_INF_72	「ブタ」を防ぐ指輪
MSG_ARMOR_INF_73	「霊体」の攻撃に強い腕輪
MSG_ARMOR_INF_74	格闘家の力を高めるリスト
MSG_ARMOR_INF_75	「沈黙」を防ぐ腕輪\n「魔法使い」の攻撃に強い
MSG_ARMOR_INF_76	「混乱」「眠り」「マヒ」を防ぐ腕輪\n「竜族」の攻撃に強い
MSG_ARMOR_INF_77	「雷」に強い腕輪
MSG_ARMOR_INF_78	「炎」「冷気」「雷」に強い指輪
MSG_ARMOR_INF_79	防具の属性を強化する呪われている指輪
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silvence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ITEM_INF_01	「ファイア」と同じ効果がある
MSG_ITEM_INF_02	「ファイラ」と同じ効果がある
MSG_ITEM_INF_03	「ブリザド」と同じ効果のある石
MSG_ITEM_INF_04	「ブリザラ」と同じ効果のある石
MSG_ITEM_INF_05	「サンダー」と同じ効果のある像
MSG_ITEM_INF_06	「サンダラ」と同じ効果のある像
MSG_ITEM_INF_07	「プチメテオ」と同じ効果のある砂
MSG_ITEM_INF_08	「アスピル」と同じ効果のある像
MSG_ITEM_INF_09	「ドレイン」と同じ効果のある牙
MSG_ITEM_INF_10	「バーサク」と同じ効果のある酒
MSG_ITEM_INF_11	「ヘイスト」と同じ効果のある靴
MSG_ITEM_INF_12	「ストップ」と同じ効果のある時計
MSG_ITEM_INF_13	「ストップ」と同じ効果のある時計\n持続時間が長い
MSG_ITEM_INF_14	「ストップ」と同じ効果のある時計\n持続時間がとても長い
MSG_ITEM_INF_15	「スロウ」と同じ効果のある糸
MSG_ITEM_INF_16	「ブリンク」と同じ効果のある人形
MSG_ITEM_INF_17	炎でダメージを与えるドラゴンの牙
MSG_ITEM_INF_18	冷気でダメージを与えるドラゴンの牙
MSG_ITEM_INF_19	雷でダメージを与えるドラゴンの牙
MSG_ITEM_INF_20	「リフレク」と同じ効果のあるカーテン
MSG_ITEM_INF_21	使用者の命と引き換えにダメージを与える
MSG_ITEM_INF_22	直接攻撃無効バリアと「リフレク」効果のあるカーテン
MSG_ITEM_INF_23	「サイレス」と同じ効果のある鐘
MSG_ITEM_INF_24	「クエイク」と同じ効果のあるドラム
MSG_ITEM_INF_25	聖なる光を放つクリスタル
MSG_ITEM_INF_26	「デス」と同じ効果のあるヒゲ
MSG_ITEM_INF_27	召喚獣を呼び出す本\n何が出るかは使ってみないとわからない
MSG_ITEM_INF_28	「ライブラ」と同じ効果のある図鑑
MSG_ITEM_INF_29	味方全員の「眠り」を回復する時計
MSG_ITEM_INF_30	味方全員の「眠り」「マヒ」「混乱」「狂戦士」を回復する角
MSG_ITEM_INF_31	ＨＰを回復する
MSG_ITEM_INF_32	ＨＰを回復する
MSG_ITEM_INF_33	ＨＰを回復する
MSG_ITEM_INF_34	ＭＰを回復する
MSG_ITEM_INF_35	ＭＰを回復する
MSG_ITEM_INF_36	ＨＰとＭＰを全回復する
MSG_ITEM_INF_37	「戦闘不能」を回復する
MSG_ITEM_INF_38	「石化」を治す
MSG_ITEM_INF_39	「カエル」を治す
MSG_ITEM_INF_40	「こびと」を治す
MSG_ITEM_INF_41	「ブタ」を治す
MSG_ITEM_INF_42	「沈黙」を治す
MSG_ITEM_INF_43	「暗闇」を治す
MSG_ITEM_INF_44	「毒」を消し去る
MSG_ITEM_INF_45	「呪い」を消し去る
MSG_ITEM_INF_46	「戦闘不能」以外の状態異常を回復する
MSG_ITEM_INF_47	魔物を呼び寄せる警報機
MSG_ITEM_INF_48	最大ＨＰが１００上がる
MSG_ITEM_INF_49	最大ＨＰが５０上がる
MSG_ITEM_INF_50	最大ＭＰが１０上がる
MSG_ITEM_INF_51	全員のＨＰとＭＰを回復する\n野外で使うことができる
MSG_ITEM_INF_52	全員のＨＰとＭＰを全回復する\n野外で使うことができる
MSG_ITEM_INF_54	ダンジョンから一気に外に脱出する
MSG_ITEM_INF_55	「サイトロ」と同じ効果のあるパン
MSG_ITEM_INF_56	(RYDIA)が「ゴブリン」を覚える
MSG_ITEM_INF_57	(RYDIA)が「ボム」を覚える
MSG_ITEM_INF_58	(RYDIA)が「コカトリス」を覚える
MSG_ITEM_INF_59	(RYDIA)が「マインドフレア」を覚える
MSG_ITEM_INF_60	でぶチョコボの大好物\nチョコボくさいところで使うと……
MSG_ITEM_INF_61	でぶチョコボを呼び出せる笛
MSG_KEY_INF_01	パブ「王様」の会員の証
MSG_KEY_INF_02	バロン王に渡された指輪
MSG_KEY_INF_03	バロンの町の扉を開けるためのカギ
MSG_KEY_INF_04	高熱病に効く薬
MSG_KEY_INF_05	大地に恵みをもたらすクリスタル
MSG_KEY_INF_06	マグマの力を閉じ込めた石
MSG_KEY_INF_07	ルカが持っていた首飾り
MSG_KEY_INF_08	音を遠くへ運ぶ不思議な草
MSG_KEY_INF_09	地底世界のクリスタル
MSG_KEY_INF_10	勇気の証であるネズミのしっぽ
MSG_KEY_INF_11	非常に硬い貴重な金属
MSG_KEY_INF_12	愛がこもったフライパン
MSG_KEY_INF_13	ピンク色のしっぽ
MSG_KEY_INF_14	ルゲイエが持っていたカギ
MSG_KEY_INF_15	？？？？
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	ゴブリン
MSG_MON_NAME_02	バジリスク
MSG_MON_NAME_03	ダイブイーグル
MSG_MON_NAME_04	フロータイボール
MSG_MON_NAME_05	インセクタス
MSG_MON_NAME_06	フェイスバット
MSG_MON_NAME_07	ウッドアイズ
MSG_MON_NAME_08	ソードラット
MSG_MON_NAME_09	ミニマジシャン
MSG_MON_NAME_10	デザートサハギン
MSG_MON_NAME_11	フライングアイ
MSG_MON_NAME_12	ハンドレッグ
MSG_MON_NAME_13	サンドウォーム
MSG_MON_NAME_14	ギガントード
MSG_MON_NAME_15	ファングシェル
MSG_MON_NAME_16	ゾンビー
MSG_MON_NAME_17	フライキラー
MSG_MON_NAME_18	ブラッドフラワ
MSG_MON_NAME_19	オーガニトード
