MSG_CHAR_NAME_01	塞西尔
MSG_ITEM_NAME_07	<IC_BAG>星之沙
MSG_ITEM_NAME_08	<IC_BAG>莉莉丝之吻
MSG_ITEM_NAME_09	<IC_BAG>吸血鬼之牙
MSG_ITEM_NAME_10	<IC_BAG>酒神之酒
MSG_ITEM_NAME_11	<IC_BAG>赫耳墨斯之靴
MSG_ITEM_NAME_12	<IC_BAG>铜沙漏
MSG_ITEM_NAME_13	<IC_BAG>银沙漏
MSG_ITEM_NAME_14	<IC_BAG>金沙漏
MSG_ITEM_NAME_15	<IC_BAG>蜘蛛丝
MSG_ITEM_NAME_16	<IC_BAG>替身人偶
MSG_ITEM_NAME_17	<IC_BAG>红色獠牙
MSG_ITEM_NAME_18	<IC_BAG>白色獠牙
MSG_ITEM_NAME_19	<IC_BAG>蓝色獠牙
MSG_ITEM_NAME_20	<IC_BAG>光之幕帘
MSG_ITEM_NAME_21	<IC_BAG>爆弹之魂
MSG_ITEM_NAME_22	<IC_BAG>月之幕帘
MSG_ITEM_NAME_23	<IC_BAG>沉寂之钟
MSG_ITEM_NAME_24	<IC_BAG>大地之鼓
MSG_ITEM_NAME_25	<IC_BAG>水晶
MSG_ITEM_NAME_26	<IC_BAG>长须豹之须
MSG_ITEM_NAME_27	<IC_BAG>奥义之书
MSG_ITEM_NAME_28	<IC_BAG>怪物图鉴
MSG_ITEM_NAME_29	<IC_BAG>闹钟
MSG_ITEM_NAME_30	<IC_BAG>独角兽之角
MSG_ITEM_NAME_31	<IC_DRAG>恢复药
MSG_ITEM_NAME_32	<IC_DRAG>高级恢复药
MSG_ITEM_NAME_33	<IC_DRAG>特级恢复药
MSG_ITEM_NAME_34	<IC_DRAG>以太药
MSG_ITEM_NAME_35	<IC_DRAG>特级以太药
MSG_ITEM_NAME_36	<IC_DRAG>圣灵药
MSG_ITEM_NAME_37	<IC_BAG>不死鸟之尾
MSG_ITEM_NAME_38	<IC_BAG>金针
MSG_ITEM_NAME_39	<IC_BAG>少女之吻
MSG_ITEM_NAME_40	<IC_BAG>万宝槌
MSG_ITEM_NAME_41	<IC_BAG>减肥食品
MSG_ITEM_NAME_42	<IC_BAG>山彦草
MSG_ITEM_NAME_43	<IC_BAG>眼药
MSG_ITEM_NAME_44	<IC_BAG>解毒药
MSG_ITEM_NAME_45	<IC_BAG>十字架
MSG_ITEM_NAME_46	<IC_BAG>万能药
MSG_ITEM_NAME_47	<IC_BAG>报警器
MSG_ITEM_NAME_48	<IC_BAG>金苹果
MSG_ITEM_NAME_49	<IC_BAG>银苹果
MSG_ITEM_NAME_50	<IC_BAG>苏摩之滴
MSG_ITEM_NAME_51	<IC_TENTO>帐篷
MSG_ITEM_NAME_52	<IC_TENTO>小屋
MSG_ITEM_NAME_54	<IC_BAG>紧急出口
MSG_ITEM_NAME_55	<IC_BAG>小人面包
MSG_ITEM_NAME_56	<IC_BAG>哥布林
MSG_ITEM_NAME_57	<IC_BAG>爆弹怪
MSG_ITEM_NAME_58	<IC_BAG>蛇鸡兽
MSG_ITEM_NAME_59	<IC_BAG>夺心魔
MSG_ITEM_NAME_60	<IC_BAG>基萨尔野菜
MSG_ITEM_NAME_61	<IC_BAG>基萨尔之笛
MSG_KEY_NAME_01	<IC_BAG>会员证
MSG_KEY_NAME_02	<IC_IOBJ>爆弹戒指
MSG_KEY_NAME_03	<IC_IOBJ>巴隆的钥匙
MSG_KEY_NAME_04	<IC_IOBJ>沙漠之光
MSG_KEY_NAME_05	<IC_IOBJ>土之水晶
MSG_KEY_NAME_06	<IC_IOBJ>岩浆石
MSG_KEY_NAME_07	<IC_IOBJ>露卡的项链
MSG_KEY_NAME_08	<IC_IOBJ>私语草
MSG_KEY_NAME_09	<IC_IOBJ>暗之水晶
MSG_KEY_NAME_10	<IC_IOBJ>鼠尾巴
MSG_KEY_NAME_11	<IC_IOBJ>精金
MSG_KEY_NAME_12	<IC_IOBJ>爱的平底锅
MSG_KEY_NAME_13	<IC_IOBJ>粉色尾巴
MSG_KEY_NAME_14	<IC_IOBJ>卢格的钥匙
MSG_KEY_NAME_15	<IC_IOBJ>暗物质
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	附带有火属性的爪子
MSG_WEAPON_INF_02	附带有冰属性的爪子
MSG_WEAPON_INF_03	附带有雷属性的爪子
MSG_WEAPON_INF_04	偶尔会令敌人进入混乱状态的爪子\n对巨人族有特效
MSG_WEAPON_INF_05	偶尔会令敌人进入中毒状态的爪子
MSG_WEAPON_INF_06	偶尔会令敌人进入沉睡状态的爪子
MSG_WEAPON_INF_07	使用后会通过“魔法箭”进行攻击的魔棒
MSG_WEAPON_INF_08	蕴含冰属性的魔棒\n使用可得到“冰结”效果
MSG_WEAPON_INF_09	蕴含火属性的魔棒\n使用可得到“火炎”效果
MSG_WEAPON_INF_10	蕴含雷属性的魔棒\n使用可得到“闪雷”效果
MSG_WEAPON_INF_11	使用可得到“猪变”效果的魔棒
MSG_WEAPON_INF_12	使用可得到“混乱”效果的魔棒
MSG_WEAPON_INF_13	使用可得到“小型陨石”效果的魔棒
MSG_WEAPON_INF_14	能夺取对方ＨＰ的魔棒\n使用可得到“摄魔”效果
MSG_WEAPON_INF_15	使用后会通过“解毒”恢复中毒状态的手杖
MSG_WEAPON_INF_16	使用后会通过“群疗”恢复全员ＨＰ的手杖
MSG_WEAPON_INF_17	对不死系有特效的秘银制手杖\n使用后会通过“医治”恢复一部分异常状态
MSG_WEAPON_INF_18	偶尔会令敌人进入狂战士状态的手杖
MSG_WEAPON_INF_19	使用可得到“驱魔”效果的手杖
MSG_WEAPON_INF_20	使用可得到“复活”效果的手杖
MSG_WEAPON_INF_21	可令敌人沉默的手杖\n使用可得到“沉默”效果
MSG_WEAPON_INF_22	普通的暗黑剑
MSG_WEAPON_INF_23	剑刃十分锋利的暗黑剑
MSG_WEAPON_INF_24	偶尔会一击令敌人即死的暗黑剑
MSG_WEAPON_INF_25	密西迪亚的传说中所记录的圣剑
MSG_WEAPON_INF_26	闪耀着神圣光辉的圣剑
MSG_WEAPON_INF_27	英雄所使用过的传说之剑
MSG_WEAPON_INF_28	被封印的圣剑，怪物都十分畏惧
MSG_WEAPON_INF_29	附带有火属性的剑
MSG_WEAPON_INF_30	附带有冰属性的剑
MSG_WEAPON_INF_31	蕴含守护之力的剑\n使用可得到“护盾”效果
MSG_WEAPON_INF_32	能夺取对方ＨＰ的剑\n对巨人族和软糊怪有特效
MSG_WEAPON_INF_33	偶尔会对敌人施加诅咒的剑\n对灵体有特效
MSG_WEAPON_INF_34	偶尔会令敌人进入沉睡状态的剑\n使用可得到“催眠”效果
MSG_WEAPON_INF_35	偶尔会令敌人渐渐进入石化状态的剑
MSG_WEAPON_INF_36	秘银制的剑，对灵体有特效
MSG_WEAPON_INF_37	中了进入狂战士状态诅咒的大剑
MSG_WEAPON_INF_38	普通的长枪
MSG_WEAPON_INF_39	锋利的长枪
MSG_WEAPON_INF_40	附带有火属性的长枪\n使用可得到“烈炎”效果
MSG_WEAPON_INF_41	附带有冰属性的长枪\n使用可得到“冰冻”效果
MSG_WEAPON_INF_42	对龙族有特效的长枪
MSG_WEAPON_INF_43	附带有圣属性的长枪\n使用可得到“神圣”效果
MSG_WEAPON_INF_44	能夺取对方ＨＰ的长枪\n对巨人族和软糊怪有特效
MSG_WEAPON_INF_45	传说中的长枪，据说是众神喜欢用的武器
MSG_WEAPON_INF_46	忍者专用的小刀
MSG_WEAPON_INF_47	以战争化身为名的刀
MSG_WEAPON_INF_48	十分重视易用性的短刀
MSG_WEAPON_INF_49	在刀鞘上刻有菊花的图案
MSG_WEAPON_INF_50	有着妖刀称号的刀\n使用可得到“护盾”效果
MSG_WEAPON_INF_51	拥有最强之名的刀\n使用可得到“减速”效果
MSG_WEAPON_INF_52	偶尔会令敌人进入沉默状态的匕首\n对魔法师有特效
MSG_WEAPON_INF_53	秘银制匕首，对灵体有特效
MSG_WEAPON_INF_54	使用后可通过舞者的力量进行攻击的小刀
MSG_WEAPON_INF_55	十分锋利的菜刀
MSG_WEAPON_INF_56	普通的鞭子\n偶尔会令敌人进入麻痹状态
MSG_WEAPON_INF_57	铁链连接成的鞭子\n偶尔会令敌人进入麻痹状态
MSG_WEAPON_INF_58	附带有雷属性的鞭子\n偶尔会令敌人进入麻痹状态
MSG_WEAPON_INF_59	附带有火属性的鞭子\n偶尔会令敌人进入麻痹状态
MSG_WEAPON_INF_60	对龙族有特效的鞭子\n偶尔会令敌人进入麻痹状态
MSG_WEAPON_INF_61	矮人喜欢用的投斧
MSG_WEAPON_INF_62	对巨人族有特效的巨斧
MSG_WEAPON_INF_63	偶尔会令敌人进入中毒状态的双手斧\n使用可得到“施毒”效果
MSG_WEAPON_INF_64	对魔法师有特效的双手斧
MSG_WEAPON_INF_65	忍者的“投掷”技能专用的武器
MSG_WEAPON_INF_66	忍者的“投掷”技能专用的武器
MSG_WEAPON_INF_67	木制的投掷武器
MSG_WEAPON_INF_68	金属制的投掷武器
MSG_WEAPON_INF_69	能够演奏出催生睡意的旋律\n偶尔会令敌人进入睡眠状态
MSG_WEAPON_INF_70	能够演奏出诱惑的旋律\n偶尔会令敌人进入混乱状态
MSG_WEAPON_INF_71	对机械有特效的木制的锤子
MSG_WEAPON_INF_72	秘银制的锤子，对灵体和机械有特效
MSG_WEAPON_INF_73	蕴含炎属性的锤子，对机械有特效\n使用可得到“地震”效果
MSG_WEAPON_INF_74	普通的弓
MSG_WEAPON_INF_75	狩猎用的弓
MSG_WEAPON_INF_76	战斗用的弓
MSG_WEAPON_INF_77	杀伤力很高的弓
MSG_WEAPON_INF_78	精灵制作的木弓，对魔法师有特效\n使用可得到“魔盾”效果
MSG_WEAPON_INF_79	据说曾有一位异国的弓箭高手使用过这把弓
MSG_WEAPON_INF_80	以月女神之名命名的弓
MSG_WEAPON_INF_81	铁制的箭
MSG_WEAPON_INF_82	附带有圣属性的箭
MSG_WEAPON_INF_83	附带有火属性的箭
MSG_WEAPON_INF_84	附带有冰属性的箭
MSG_WEAPON_INF_85	附带有雷属性的箭
MSG_WEAPON_INF_86	偶尔会令敌人进入失明状态的箭
MSG_WEAPON_INF_87	偶尔会令敌人进入中毒状态的箭
MSG_WEAPON_INF_88	偶尔会令敌人进入沉默状态的箭\n对魔法师有特效
MSG_WEAPON_INF_89	偶尔会令敌人进入混乱状态的箭\n对巨人族有特效
MSG_WEAPON_INF_90	据说曾有一位异国的弓箭高手使用过这支箭
MSG_WEAPON_INF_91	偶尔会令敌人进入石化状态的箭
MSG_WEAPON_INF_92	以月女神之名命名的箭\n对龙族有特效
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	If you thought Tellah was miffed when he defeated Golbez... Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	铁制的盾牌
MSG_ARMOR_INF_02	拥有强烈邪气的盾
MSG_ARMOR_INF_03	据说是恶魔曾经使用的盾
MSG_ARMOR_INF_04	对不死系的攻击有特效的盾
MSG_ARMOR_INF_05	秘银制的盾，对灵体的攻击有特效
MSG_ARMOR_INF_06	附带有火属性的盾\n对冰属性抵抗力高，对火属性抵抗力低
MSG_ARMOR_INF_07	附带有冰属性的盾\n对火属性抵抗力高，对冰属性抵抗力低
MSG_ARMOR_INF_08	对雷属性抵抗力高的盾
MSG_ARMOR_INF_09	能够抵抗石化的盾\n对魔法师的攻击有特效
MSG_ARMOR_INF_10	在遥远的异国所使用的盾
MSG_ARMOR_INF_11	对火属性、冰属性、雷属性均有特效的盾\n对龙族的攻击有特效
MSG_ARMOR_INF_12	对不死系的攻击有特效的盾
MSG_ARMOR_INF_13	铁制的头盔
MSG_ARMOR_INF_14	拥有强烈邪气的头盔
MSG_ARMOR_INF_15	据说是恶魔曾经使用的头盔
MSG_ARMOR_INF_16	据说曾经被恶魔凭依过的头盔
MSG_ARMOR_INF_17	对不死系的攻击有特效的头盔
MSG_ARMOR_INF_18	秘银制的头盔，对灵体的攻击有特效
MSG_ARMOR_INF_19	对雷属性抵抗力高的头盔
MSG_ARMOR_INF_20	在遥远的异国所使用的头盔
MSG_ARMOR_INF_21	对火属性、冰属性、雷属性均有特效的头盔\n对龙族的攻击有特效
MSG_ARMOR_INF_22	对火属性、冰属性、雷属性均有特效的头盔\n对不死系的攻击有特效
MSG_ARMOR_INF_23	皮制的帽子
MSG_ARMOR_INF_24	用丝线制作的轻便帽子
MSG_ARMOR_INF_25	用特殊的丝线制作的帽子
MSG_ARMOR_INF_26	用神圣的丝线制作的帽子\n对不死系的攻击有特效
MSG_ARMOR_INF_27	对雷属性抵抗力高的发饰\n对龙族的攻击有特效
MSG_ARMOR_INF_28	能够抵抗各种异常状态的缎带\n对魔法师的攻击有特效
MSG_ARMOR_INF_29	能够抵抗混乱的头带
MSG_ARMOR_INF_30	饱含魔力的帽子
MSG_ARMOR_INF_31	能够抵抗睡眠的头巾
MSG_ARMOR_INF_32	玻璃制的面具
MSG_ARMOR_INF_33	铁制的铠甲
MSG_ARMOR_INF_34	拥有强烈邪气的铠甲
MSG_ARMOR_INF_35	据说是恶魔曾经使用的铠甲
MSG_ARMOR_INF_36	据说曾经被恶魔凭依过的铠甲
MSG_ARMOR_INF_37	对不死系的攻击有特效的铠甲
MSG_ARMOR_INF_38	秘银制的铠甲，对灵体的攻击有特效
MSG_ARMOR_INF_39	附带有火属性的铠甲\n对冰属性抵抗力高，对火属性抵抗力低
MSG_ARMOR_INF_40	附带有冰属性的铠甲\n对火属性抵抗力高，对冰属性抵抗力低
MSG_ARMOR_INF_41	对雷属性抵抗力高的铠甲
MSG_ARMOR_INF_42	在遥远的异国所使用的铠甲
MSG_ARMOR_INF_43	对火属性、冰属性、雷属性均有特效的铠甲\n对龙族的攻击有特效
MSG_ARMOR_INF_44	能够抵抗各种异常状态的铠甲\n对不死系的攻击有特效
MSG_ARMOR_INF_45	普通的衣服
MSG_ARMOR_INF_46	皮制的衣服
MSG_ARMOR_INF_47	能够抵抗渐渐石化的衣服
MSG_ARMOR_INF_48	用神圣的丝线制作的长袍
MSG_ARMOR_INF_49	专为黑魔法使用者制作的长袍
MSG_ARMOR_INF_50	对雷属性抵抗力高的长袍\n对不死系的攻击有特效
MSG_ARMOR_INF_51	专为白魔法使用者制作的长袍\n能够抵抗失明
MSG_ARMOR_INF_52	用特殊的丝线制作的束衣带
MSG_ARMOR_INF_53	据说是天界的女神所穿的衣服\n能够抵抗麻痹
MSG_ARMOR_INF_54	能够抵抗睡眠的衣服
MSG_ARMOR_INF_55	能够抵抗沉默的衣服
MSG_ARMOR_INF_56	格斗家喜欢穿的衣服
MSG_ARMOR_INF_57	异国的衣服，穿上后活动起来很方便
MSG_ARMOR_INF_58	精金制的铠甲，能够抵抗各种异常状态\n对火属性、冰属性、雷属性均有特效
MSG_ARMOR_INF_59	异国传来的全黑的衣服
MSG_ARMOR_INF_60	铁制的护手
MSG_ARMOR_INF_61	拥有强烈邪气的护手
MSG_ARMOR_INF_62	据说是恶魔曾经使用的护手
MSG_ARMOR_INF_63	据说曾经被恶魔凭依过的护手
MSG_ARMOR_INF_64	对不死系的攻击有特效的臂甲
MSG_ARMOR_INF_65	秘银制的护手，对灵体的攻击有特效
MSG_ARMOR_INF_66	对雷属性抵抗力高的护手
MSG_ARMOR_INF_67	能够抵抗缩小的护手\n对巨人族的攻击有特效
MSG_ARMOR_INF_68	在遥远的异国所使用的护手
MSG_ARMOR_INF_69	对火属性、冰属性、雷属性均有特效的护手\n对龙族的攻击有特效
MSG_ARMOR_INF_70	对不死系的攻击有特效的护手
MSG_ARMOR_INF_71	铁制的手镯
MSG_ARMOR_INF_72	能够抵抗猪变的戒指
MSG_ARMOR_INF_73	对灵体的攻击有特效的手镯
MSG_ARMOR_INF_74	能够提高格斗家力量的护臂
MSG_ARMOR_INF_75	能够抵抗沉默的手镯\n对魔法师的攻击有特效
MSG_ARMOR_INF_76	能够抵抗混乱、睡眠、麻痹的指环\n对龙族的攻击有特效
MSG_ARMOR_INF_77	对雷属性抵抗力高的手镯
MSG_ARMOR_INF_78	对火属性、冰属性、雷属性均有特效的戒指
MSG_ARMOR_INF_79	被诅咒的戒指，能够提升防具的属性
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ITEM_INF_01	和火炎拥有同样的效果
MSG_ITEM_INF_02	和烈炎拥有同样的效果
MSG_ITEM_INF_03	和冰结拥有同样效果的石头
MSG_ITEM_INF_04	和冰冻拥有同样效果的石头
MSG_ITEM_INF_05	和闪雷拥有同样效果的雕像
MSG_ITEM_INF_06	和震雷拥有同样效果的雕像
MSG_ITEM_INF_07	和小型陨石拥有同样效果的沙土
MSG_ITEM_INF_08	和摄魔拥有同样效果的雕像
MSG_ITEM_INF_09	和吸血拥有同样效果的牙齿
MSG_ITEM_INF_10	和狂暴拥有同样效果的酒
MSG_ITEM_INF_11	和加速拥有同样效果的靴子
MSG_ITEM_INF_12	和停止拥有同样效果的沙漏
MSG_ITEM_INF_13	和停止拥有同样效果的沙漏\n持续时间较长
MSG_ITEM_INF_14	和停止拥有同样效果的沙漏\n持续时间非常长
MSG_ITEM_INF_15	和减速拥有同样效果的丝线
MSG_ITEM_INF_16	和闪躲拥有同样效果的人偶
MSG_ITEM_INF_17	喷出火焰造成伤害的龙的獠牙
MSG_ITEM_INF_18	喷出寒冰造成伤害的龙的獠牙
MSG_ITEM_INF_19	喷出闪电造成伤害的龙的獠牙
MSG_ITEM_INF_20	和反射拥有同样效果的幕帘
MSG_ITEM_INF_21	牺牲使用者的性命造成伤害
MSG_ITEM_INF_22	能够同时生成物理攻击无效和魔法反射两种屏障的幕帘
MSG_ITEM_INF_23	和沉默拥有同样效果的钟
MSG_ITEM_INF_24	和地震拥有同样效果的鼓
MSG_ITEM_INF_25	散发出神圣光辉的水晶
MSG_ITEM_INF_26	和即死拥有同样效果的胡须
MSG_ITEM_INF_27	召唤出召唤兽的书\n不过在使用前完全不知道会召唤出什么
MSG_ITEM_INF_28	和侦测拥有同样效果的图鉴
MSG_ITEM_INF_29	令我方全体从睡眠中醒来的闹钟
MSG_ITEM_INF_30	解除我方全体睡眠、麻痹、混乱、狂战士状态的角
MSG_ITEM_INF_31	恢复ＨＰ
MSG_ITEM_INF_32	恢复ＨＰ
MSG_ITEM_INF_33	恢复ＨＰ
MSG_ITEM_INF_34	恢复ＭＰ
MSG_ITEM_INF_35	恢复ＭＰ
MSG_ITEM_INF_36	完全恢复ＨＰ及ＭＰ
MSG_ITEM_INF_37	从无法战斗状态中复活
MSG_ITEM_INF_38	消除石化状态
MSG_ITEM_INF_39	消除蛙变状态
MSG_ITEM_INF_40	消除缩小状态
MSG_ITEM_INF_41	消除猪变状态
MSG_ITEM_INF_42	消除沉默状态
MSG_ITEM_INF_43	消除失明状态
MSG_ITEM_INF_44	消除中毒状态
MSG_ITEM_INF_45	消除诅咒状态
MSG_ITEM_INF_46	解除无法战斗状态之外的所有异常状态
MSG_ITEM_INF_47	能够吸引魔物出现的报警器
MSG_ITEM_INF_48	提升１００点最大ＨＰ
MSG_ITEM_INF_49	提升５０点最大ＨＰ
MSG_ITEM_INF_50	提升１０点最大ＭＰ
MSG_ITEM_INF_51	恢复全体队员的ＨＰ及ＭＰ\n可以在野外使用
MSG_ITEM_INF_52	完全恢复全体队员的ＨＰ及ＭＰ\n可以在野外使用
MSG_ITEM_INF_54	能够立刻从迷宫中逃离
MSG_ITEM_INF_55	和全景拥有同样效果的面包
MSG_ITEM_INF_56	让(RYDIA)学会召唤哥布林
MSG_ITEM_INF_57	让(RYDIA)学会召唤爆弹怪
MSG_ITEM_INF_58	让(RYDIA)学会召唤蛇鸡兽
MSG_ITEM_INF_59	让(RYDIA)学会召唤夺心魔
MSG_ITEM_INF_60	胖陆行鸟最喜欢的食物\n在能够闻到陆行鸟的味道的地方用用看？
MSG_ITEM_INF_61	召唤出胖陆行鸟的笛子
MSG_KEY_INF_01	帝王酒吧的会员证
MSG_KEY_INF_02	巴隆王所给的戒指
MSG_KEY_INF_03	打开巴隆镇大门的钥匙
MSG_KEY_INF_04	治疗高烧的特效药
MSG_KEY_INF_05	为大地带来恩惠的水晶
MSG_KEY_INF_06	封印有岩浆之力的石头
MSG_KEY_INF_07	露卡佩戴的项链
MSG_KEY_INF_08	奇妙的草，能将声音传到很远的地方
MSG_KEY_INF_09	地底世界的水晶
MSG_KEY_INF_10	这种老鼠尾巴能够证明你有足够的勇气
MSG_KEY_INF_11	非常硬的贵重金属
MSG_KEY_INF_12	饱含爱意的平底锅
MSG_KEY_INF_13	粉红色的尾巴
MSG_KEY_INF_14	卢格所持有的钥匙
MSG_KEY_INF_15	？？？？
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	哥布林
MSG_MON_NAME_02	石蜥蜴
MSG_MON_NAME_03	俯冲鹰
MSG_MON_NAME_04	浮游之眼
MSG_MON_NAME_05	幼蚕
MSG_MON_NAME_06	穴蝠
MSG_MON_NAME_07	林眼树精
MSG_MON_NAME_08	剑猬
MSG_MON_NAME_09	小人魔术师
MSG_MON_NAME_10	沙漠鱼人
MSG_MON_NAME_11	飞眼蛾
MSG_MON_NAME_12	百足蜈蚣
MSG_MON_NAME_13	沙地巨虫
MSG_MON_NAME_14	巨蛙
MSG_MON_NAME_15	尖牙贝
MSG_MON_NAME_16	僵尸
MSG_MON_NAME_17	食人飞鱼
MSG_MON_NAME_18	鲜血之花
MSG_MON_NAME_19	生化蛙
MSG_MON_NAME_20	红色果酱怪
MSG_MON_NAME_21	黄色胶质怪
MSG_MON_NAME_22	鱼人
MSG_MON_NAME_23	莱西
MSG_MON_NAME_24	蛹蚕
MSG_MON_NAME_25	哥布林队长
MSG_MON_NAME_26	黑蜥蜴
MSG_MON_NAME_27	精金龟
MSG_MON_NAME_28	毛怪哥布林
MSG_MON_NAME_29	紫色奶冻怪
MSG_MON_NAME_30	巴隆兵
MSG_MON_NAME_31	将军
MSG_MON_NAME_32	豪猪
MSG_MON_NAME_33	哥布林小杀手
MSG_MON_NAME_34	死亡美人
MSG_MON_NAME_35	怨灵
MSG_MON_NAME_36	骨骼战士
MSG_MON_NAME_37	蛇鸡兽
MSG_MON_NAME_38	石像鬼
MSG_MON_NAME_39	楼陀罗幼雏
MSG_MON_NAME_40	贝尔芬格
MSG_MON_NAME_41	祖
MSG_MON_NAME_42	变形虫
MSG_MON_NAME_43	短吻鳄
MSG_MON_NAME_44	水虎鱼
