MSG_CHAR_NAME_01	Cecil
MSG_ARMOR_NAME_113	<IC_ARMOR>Erdrick's Armor
MSG_ARMOR_NAME_114	<IC_SHIELD>Silver Shield
MSG_ITEM_NAME_01	<IC_BAG>Bomb Fragment
MSG_ITEM_NAME_02	<IC_BAG>Bomb Arm
MSG_ITEM_NAME_03	<IC_BAG>Antarctic Wind
MSG_ITEM_NAME_04	<IC_BAG>Arctic Wind
MSG_ITEM_NAME_05	<IC_BAG>Zeus's Wrath
MSG_ITEM_NAME_06	<IC_BAG>Rage of the Gods
MSG_ITEM_NAME_07	<IC_BAG>Stardust
MSG_ITEM_NAME_08	<IC_BAG>Lilith's Kiss
MSG_ITEM_NAME_09	<IC_BAG>Vampire Fang
MSG_ITEM_NAME_10	<IC_BAG>Bacchus's Cider
MSG_ITEM_NAME_11	<IC_BAG>Hermes Shoes
MSG_ITEM_NAME_12	<IC_BAG>Hourglass
MSG_ITEM_NAME_13	<IC_BAG>Silver Hourglass
MSG_ITEM_NAME_14	<IC_BAG>Gold Hourglass
MSG_ITEM_NAME_15	<IC_BAG>Spider's Silk
MSG_ITEM_NAME_16	<IC_BAG>Decoy
MSG_ITEM_NAME_17	<IC_BAG>Red Fang
MSG_ITEM_NAME_18	<IC_BAG>White Fang
MSG_ITEM_NAME_19	<IC_BAG>Blue Fang
MSG_ITEM_NAME_20	<IC_BAG>Light Curtain
MSG_ITEM_NAME_21	<IC_BAG>Bomb Core
MSG_ITEM_NAME_22	<IC_BAG>Lunar Curtain
MSG_ITEM_NAME_23	<IC_BAG>Bell of Silence
MSG_ITEM_NAME_24	<IC_BAG>Gaia Drum
MSG_ITEM_NAME_25	<IC_BAG>Crystal
MSG_ITEM_NAME_26	<IC_BAG>Coeurl Whisker
MSG_ITEM_NAME_27	<IC_BAG>Grimoire
MSG_ITEM_NAME_28	<IC_BAG>Bestiary
MSG_ITEM_NAME_29	<IC_BAG>Alarm Clock
MSG_ITEM_NAME_30	<IC_BAG>Unicorn Horn
MSG_ITEM_NAME_31	<IC_DRAG>Potion
MSG_ITEM_NAME_32	<IC_DRAG>Hi-Potion
MSG_ITEM_NAME_33	<IC_DRAG>X-Potion
MSG_ITEM_NAME_34	<IC_DRAG>Ether
MSG_ITEM_NAME_35	<IC_DRAG>Dry Ether
MSG_ITEM_NAME_36	<IC_DRAG>Elixir
MSG_ITEM_NAME_37	<IC_BAG>Phoenix Down
MSG_ITEM_NAME_38	<IC_BAG>Gold Needle
MSG_ITEM_NAME_39	<IC_BAG>Maiden's Kiss
MSG_ITEM_NAME_40	<IC_BAG>Mallet
MSG_ITEM_NAME_41	<IC_BAG>Diet Food
MSG_ITEM_NAME_42	<IC_BAG>Echo Herbs
MSG_ITEM_NAME_43	<IC_BAG>Eye Drops
MSG_ITEM_NAME_44	<IC_BAG>Antidote
MSG_ITEM_NAME_45	<IC_BAG>Cross
MSG_ITEM_NAME_46	<IC_BAG>Remedy
MSG_ITEM_NAME_47	<IC_BAG>Siren
MSG_ITEM_NAME_48	<IC_BAG>Golden Apple
MSG_ITEM_NAME_49	<IC_BAG>Silver Apple
MSG_ITEM_NAME_50	<IC_BAG>Soma Drop
MSG_ITEM_NAME_51	<IC_TENTO>Tent
MSG_ITEM_NAME_52	<IC_TENTO>Cottage
MSG_ITEM_NAME_54	<IC_BAG>Emergency Exit
MSG_ITEM_NAME_55	<IC_BAG>Dwarven Bread
MSG_ITEM_NAME_56	<IC_BAG>Goblin
MSG_ITEM_NAME_57	<IC_BAG>Bomb
MSG_ITEM_NAME_58	<IC_BAG>Cockatrice
MSG_ITEM_NAME_59	<IC_BAG>Mind Flayer
MSG_ITEM_NAME_60	<IC_BAG>Gysahl Greens
MSG_ITEM_NAME_61	<IC_BAG>Gysahl Whistle
MSG_KEY_NAME_01	<IC_BAG>Membership Pass
MSG_KEY_NAME_02	<IC_IOBJ>Bomb Ring
MSG_KEY_NAME_03	<IC_IOBJ>Baron Key
MSG_KEY_NAME_04	<IC_IOBJ>Sand Ruby
MSG_KEY_NAME_05	<IC_IOBJ>Earth Crystal
MSG_KEY_NAME_06	<IC_IOBJ>Magma Rock
MSG_KEY_NAME_07	<IC_IOBJ>Luca's Necklace
MSG_KEY_NAME_08	<IC_IOBJ>Twin Harp
MSG_KEY_NAME_09	<IC_IOBJ>Dark Crystal
MSG_KEY_NAME_10	<IC_IOBJ>Rat Tail
MSG_KEY_NAME_11	<IC_IOBJ>Adamantite
MSG_KEY_NAME_12	<IC_IOBJ>Frying Pan
MSG_KEY_NAME_13	<IC_IOBJ>Pink Tail
MSG_KEY_NAME_14	<IC_IOBJ>Dr. Lugae's Key
MSG_KEY_NAME_15	<IC_IOBJ>Dark Matter
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hovercraft
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	A claw imbued with the power of fire.
MSG_WEAPON_INF_02	A claw imbued with the power of ice.
MSG_WEAPON_INF_03	A claw imbued with the power of lightning.
MSG_WEAPON_INF_04	A claw that may cause confusion and is effective against giant enemies.
MSG_WEAPON_INF_05	A claw that may poison the enemy.
MSG_WEAPON_INF_06	A claw that may put the enemy to sleep.
MSG_WEAPON_INF_07	A magical rod that casts Magic Arrow when used in battle.
MSG_WEAPON_INF_08	A rod infused with the power of ice; casts Blizzard when used in battle.
MSG_WEAPON_INF_09	A rod infused with the power of fire; casts Fire when used in battle.
MSG_WEAPON_INF_10	A rod infused with the power of lightning; casts Thunder when used in battle.
MSG_WEAPON_INF_11	A rod infused with beastly rage; casts Pig when used in battle.
MSG_WEAPON_INF_12	A rod infused with fairy magic; casts Confuse when used in battle.
MSG_WEAPON_INF_13	A rod infused with the power of the stars; casts Comet when used in battle.
MSG_WEAPON_INF_14	A rod that absorbs HP; casts Osmose when used in battle.
MSG_WEAPON_INF_15	A staff infused with the power to detoxify; casts Poisona when used in battle.
MSG_WEAPON_INF_16	A staff that restores HP; casts Heal when used in battle.
MSG_WEAPON_INF_17	A mythril staff that is effective against the undead; casts Basuna to cure certain status ailments.
MSG_WEAPON_INF_18	A staff that may drive the enemy berserk.
MSG_WEAPON_INF_19	A staff that casts Dispel when used in battle.
MSG_WEAPON_INF_20	A staff that casts Life when used in battle.
MSG_WEAPON_INF_21	A staff that casts Silence when used in battle.
MSG_WEAPON_INF_22	A common dark sword.
MSG_WEAPON_INF_23	A dark sword with a sharpened blade.
MSG_WEAPON_INF_24	A dark sword that may cause instant death.
MSG_WEAPON_INF_25	A holy sword inscribed with the legend of Mysidia.
MSG_WEAPON_INF_26	A holy sword that shines with divine light.
MSG_WEAPON_INF_27	The legendary holy sword of a hero.
MSG_WEAPON_INF_28	A holy sword feared by monsters that was once sealed.
MSG_WEAPON_INF_29	A sword imbued with the power of fire.
MSG_WEAPON_INF_30	A sword imbued with the power of ice.
MSG_WEAPON_INF_31	A sword infused with protective power; casts Protect when used in battle.
MSG_WEAPON_INF_32	A sword that steals HP and is effective against giant and flan enemies.
MSG_WEAPON_INF_33	A sword that may curse the enemy and is effective against ghouls.
MSG_WEAPON_INF_34	A sword that may cast Sleep on the enemy.
MSG_WEAPON_INF_35	A sword that may gradually petrify the enemy.
MSG_WEAPON_INF_36	A sword that is effective against ghouls.
MSG_WEAPON_INF_37	A two-handed cursed sword that causes the berserk ailment.
MSG_WEAPON_INF_38	A common spear.
MSG_WEAPON_INF_39	A spear with a keen blade.
MSG_WEAPON_INF_40	A spear imbued with the power of flame; casts Fire when used in battle.
MSG_WEAPON_INF_41	A spear imbued with the power of ice; casts Blizzara when used in battle.
MSG_WEAPON_INF_42	A spear that is effective against dragons.
MSG_WEAPON_INF_43	A spear imbued with sacred power; casts Holy when used in battle.
MSG_WEAPON_INF_44	A spear that steals HP and is effective against giant and flan enemies.
MSG_WEAPON_INF_45	A legendary spear favored by the gods.
MSG_WEAPON_INF_46	A small katana used by ninjas.
MSG_WEAPON_INF_47	A katana named after the avatar of war.
MSG_WEAPON_INF_48	A short katana forged for ease of use.
MSG_WEAPON_INF_49	A katana with a chrysanthemum engraved on its sheath.
MSG_WEAPON_INF_50	A katana said to hide otherworldly power; casts Protect when used in battle.
MSG_WEAPON_INF_51	The most powerful katana in the land; casts Haste when used in battle.
MSG_WEAPON_INF_52	A knife that may cause silence and is effective against mages.
MSG_WEAPON_INF_53	A knife that is effective against ghouls.
MSG_WEAPON_INF_54	A dagger infused with the might of a dancer.
MSG_WEAPON_INF_55	A kitchen knife that can cut anything.  Also Edward's most powerful weapon.
MSG_WEAPON_INF_56	A common whip that may cause paralysis.
MSG_WEAPON_INF_57	An iron chain whip that may cause paralysis.
MSG_WEAPON_INF_58	A lightning whip that may cause paralysis.
MSG_WEAPON_INF_59	A fire whip that may cause paralysis.
MSG_WEAPON_INF_60	A dragon-slaying whip that may cause paralysis.
MSG_WEAPON_INF_61	A throwing axe commonly favored by dwarves.
MSG_WEAPON_INF_62	A giant axe that is effective against giants.
MSG_WEAPON_INF_63	A two-handed axe that may cast Poison on the enemy.
MSG_WEAPON_INF_64	A two-handed axe that is effective against mages.
MSG_WEAPON_INF_65	A weapon thrown by ninjas.
MSG_WEAPON_INF_66	A weapon thrown by ninjas.
MSG_WEAPON_INF_67	A wooden throwing weapon.
MSG_WEAPON_INF_68	A metal throwing weapon.
MSG_WEAPON_INF_69	A harp that weaves a lulling melody; may cause the enemy to fall asleep.
MSG_WEAPON_INF_70	A harp that weaves a tempting melody that may cause confusion.
MSG_WEAPON_INF_71	A wooden hammer that is effective against machines.
MSG_WEAPON_INF_72	A hammer that is effective against ghouls and machines.
MSG_WEAPON_INF_73	A fire hammer that is effective against machines; casts Quake when used in battle.
MSG_WEAPON_INF_74	A common bow.
MSG_WEAPON_INF_75	A bow used for hunting.
MSG_WEAPON_INF_76	A bow used in battle.
MSG_WEAPON_INF_77	A bow with increased capability for critical hits.
MSG_WEAPON_INF_78	A mage-slaying bow made by the elves; casts Shell when used in battle.
MSG_WEAPON_INF_79	A bow that belonged to a famous marksman.
MSG_WEAPON_INF_80	A bow named after the goddess of the moon.
MSG_WEAPON_INF_81	An arrow made of iron.
MSG_WEAPON_INF_82	An arrow imbued with holy power.
MSG_WEAPON_INF_83	An arrow imbued with the power of fire.
MSG_WEAPON_INF_84	An arrow imbued with the power of ice.
MSG_WEAPON_INF_85	An arrow imbued with the power of lightning.
MSG_WEAPON_INF_86	An arrow that may envelop the enemy in darkness.
MSG_WEAPON_INF_87	An arrow that may poison the enemy.
MSG_WEAPON_INF_88	An arrow that may cause silence and is effective against mages.
MSG_WEAPON_INF_89	An arrow that may cause confusion and is effective against giant enemies.
MSG_WEAPON_INF_90	An arrow that belonged to a marksmen from a distant land.
MSG_WEAPON_INF_91	An arrow that may petrify the enemy.
MSG_WEAPON_INF_92	An arrow named after the goddess of the moon that is effective against dragons.
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	If you thought Tellah was miffed when he defeated Golbez... Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	A shield made of iron.
MSG_ARMOR_INF_02	A shield possessing a powerful dark force.
MSG_ARMOR_INF_03	A shield said to have once belonged to a demon.
MSG_ARMOR_INF_04	A shield that is resistant to undead attacks.
MSG_ARMOR_INF_05	A shield that is resistant to ghoul attacks.
MSG_ARMOR_INF_06	A shield imbued with the power of fire, that is resistant to ice and weak to fire.
MSG_ARMOR_INF_07	A shield imbued with the power of ice, that is resistant to fire and weak to ice.
MSG_ARMOR_INF_08	A shield that is resistant to lightning.
MSG_ARMOR_INF_09	A shield that is resistant to mage attacks and prevents petrification.
MSG_ARMOR_INF_10	A shield that was once used in a faraway land.
MSG_ARMOR_INF_11	A shield that is resistant to dragon attacks, fire, ice, and lightning.
MSG_ARMOR_INF_12	A shield that is resistant to undead attacks.
MSG_ARMOR_INF_13	A helmet made of iron.
MSG_ARMOR_INF_14	A helmet possessing a powerful dark force.
MSG_ARMOR_INF_15	A helmet said to have once belonged to a demon.
MSG_ARMOR_INF_16	A helmet said to be possessed by a demon.
MSG_ARMOR_INF_17	A helmet that is resistant to undead attacks.
MSG_ARMOR_INF_18	A helmet that is resistant to ghoul attacks.
MSG_ARMOR_INF_19	A helmet that is resistant to lightning.
MSG_ARMOR_INF_20	A helmet that was once used in a faraway land.
MSG_ARMOR_INF_21	A helmet that is resistant to dragon attacks, fire, ice, and lightning.
MSG_ARMOR_INF_22	A helmet that is resistant to undead attacks, fire, ice, and lightning.
MSG_ARMOR_INF_23	A cap made of leather.
MSG_ARMOR_INF_24	A light cap made from silk thread.
MSG_ARMOR_INF_25	A cap made from special thread.
MSG_ARMOR_INF_26	A cap that is resistant to undead attacks and made from sacred thread.
MSG_ARMOR_INF_27	A hairpin that is resistant to undead attacks and lightning.
MSG_ARMOR_INF_28	A ribbon that is resistant to mage attacks and prevents various status ailments.
MSG_ARMOR_INF_29	A cloth band that prevents confusion.
MSG_ARMOR_INF_30	A cap that is full of magic power.
MSG_ARMOR_INF_31	A hood that prevents sleep.
MSG_ARMOR_INF_32	A mask made of glass.
MSG_ARMOR_INF_33	Armor made of iron.
MSG_ARMOR_INF_34	Armor possessing a powerful dark force.
MSG_ARMOR_INF_35	Armor said to have once belonged to a demon.
MSG_ARMOR_INF_36	Armor said to be possessed by a demon.
MSG_ARMOR_INF_37	Armor that is resistant to undead attacks.
MSG_ARMOR_INF_38	Armor that is resistant to ghoul attacks.
MSG_ARMOR_INF_39	Armor imbued with the power of fire, that is resistant to ice and weak to fire.
MSG_ARMOR_INF_40	Armor imbued with the power of ice, that is resistant to fire and weak to ice.
MSG_ARMOR_INF_41	Armor that is resistant to lightning.
MSG_ARMOR_INF_42	Armor that was once used in a faraway land.
MSG_ARMOR_INF_43	Armor that is resistant to dragon attacks, fire, ice, and lightning.
MSG_ARMOR_INF_44	Armor that is resistant to undead attacks and prevents various status ailments.
MSG_ARMOR_INF_45	A set of common clothes.
MSG_ARMOR_INF_46	Clothes made of leather.
MSG_ARMOR_INF_47	Clothes that prevent gradual petrification.
MSG_ARMOR_INF_48	A robe made from sacred thread.
MSG_ARMOR_INF_49	A robe made for those who use black magic.
MSG_ARMOR_INF_50	A robe that is resistant to undead attacks and lightning.
MSG_ARMOR_INF_51	A darkness-resistant robe made for those who use white magic.
MSG_ARMOR_INF_52	A sash made from special thread.
MSG_ARMOR_INF_53	Paralysis-resistant clothes worn by the goddess of the heavens.
MSG_ARMOR_INF_54	Clothes that prevent sleep.
MSG_ARMOR_INF_55	Clothes that prevent silence.
MSG_ARMOR_INF_56	Clothes favored by martial artists.
MSG_ARMOR_INF_57	Light and comfortable clothes from a faraway land.
MSG_ARMOR_INF_58	Adamantite armor that prevents various status ailments and is resistant to fire, ice, and lightning.
MSG_ARMOR_INF_59	An entirely black outfit brought from a faraway land.
MSG_ARMOR_INF_60	Gloves made of iron.
MSG_ARMOR_INF_61	Gloves possessing a powerful dark force.
MSG_ARMOR_INF_62	Gloves said to have once belonged to a demon.
MSG_ARMOR_INF_63	Gloves said to be possessed by a demon.
MSG_ARMOR_INF_64	Gloves that are resistant to undead attacks.
MSG_ARMOR_INF_65	Gloves that are resistant to ghoul attacks.
MSG_ARMOR_INF_66	Gloves that are resistant to lightning.
MSG_ARMOR_INF_67	Gloves that are resistant to giant enemies and prevent mini.
MSG_ARMOR_INF_68	Gloves that were once used in a faraway land.
MSG_ARMOR_INF_69	Gloves that are resistant to dragon attacks, fire, ice, and lightning.
MSG_ARMOR_INF_70	Gloves that are resistant to undead attacks.
MSG_ARMOR_INF_71	An armlet made of iron.
MSG_ARMOR_INF_72	A ring that prevents the pig status.
MSG_ARMOR_INF_73	An armlet that is resistant to ghoul attacks.
MSG_ARMOR_INF_74	A wristband that increases a martial artist's power.
MSG_ARMOR_INF_75	An armlet that is resistant to mage attacks and prevents silence.
MSG_ARMOR_INF_76	A ring that is resistant to dragon attacks and prevents confusion, sleep, and paralysis.
MSG_ARMOR_INF_77	An armlet that is resistant to lightning.
MSG_ARMOR_INF_78	A ring that is resistant to fire, ice, and lightning.
MSG_ARMOR_INF_79	A ring that enhances elemental resistance.
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silvence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ITEM_INF_01	Has the same effect as Fire.
MSG_ITEM_INF_02	Has the same effect as Fira.
MSG_ITEM_INF_03	A stone with the same effect as Blizzard.
MSG_ITEM_INF_04	A stone with the same effect as Blizzara.
MSG_ITEM_INF_05	A statue with the same effect as Thunder.
MSG_ITEM_INF_06	A statue with the same effect as Thundara.
MSG_ITEM_INF_07	Sand with the same effect as Comet.
MSG_ITEM_INF_08	A statue with the same effect as Osmose.
MSG_ITEM_INF_09	A fang with the same effect as Drain.
MSG_ITEM_INF_10	A drink with the same effect as Berserk.
MSG_ITEM_INF_11	Shoes with the same effect as Haste.
MSG_ITEM_INF_12	A timepiece with the same effect as Stop.
MSG_ITEM_INF_13	A timepiece with the same effect as Stop, but longer lasting.
MSG_ITEM_INF_14	A timepiece with the same effect as Stop, but much longer lasting.
MSG_ITEM_INF_15	Sticky thread with the same effect as Slow.
MSG_ITEM_INF_16	A doll with the same effect as Blink.
MSG_ITEM_INF_17	A dragon fang that deals fire damage.
MSG_ITEM_INF_18	A dragon fang that deals ice damage.
MSG_ITEM_INF_19	A dragon fang that deals thunder damage.
MSG_ITEM_INF_20	A curtain with the same effect as Reflect.
MSG_ITEM_INF_21	Deals damage in exchange for the user's life.
MSG_ITEM_INF_22	A curtain that nullifies attacks and casts Reflect.
MSG_ITEM_INF_23	A bell with the same effect as Silence.
MSG_ITEM_INF_24	A drum with the same effect as Quake.
MSG_ITEM_INF_25	A crystal that emits holy light.
MSG_ITEM_INF_26	A whisker with the same effect as Death.
MSG_ITEM_INF_27	A book that summons a monster.\nYou won't know which until you try it!
MSG_ITEM_INF_28	A compendium with the same effect as Scan.
MSG_ITEM_INF_29	A timepiece that releases all allies from sleep.
MSG_ITEM_INF_30	A horn that releases all allies from sleep, paralysis, confusion, and berserk.
MSG_ITEM_INF_31	Recovers HP.
MSG_ITEM_INF_32	Recovers HP.
MSG_ITEM_INF_33	Recovers HP.
MSG_ITEM_INF_34	Recovers MP.
MSG_ITEM_INF_35	Recovers MP.
MSG_ITEM_INF_36	Fully recovers HP and MP.
MSG_ITEM_INF_37	Revives an ally from the KO status.
MSG_ITEM_INF_38	Cures an ally of petrification.
MSG_ITEM_INF_39	Cures an ally of the toad status.
MSG_ITEM_INF_40	Cures an ally of mini.
MSG_ITEM_INF_41	Cures an ally of the pig status.
MSG_ITEM_INF_42	Cures an ally of silence.
MSG_ITEM_INF_43	Cures an ally of darkness.
MSG_ITEM_INF_44	Cures an ally of poison.
MSG_ITEM_INF_45	Cures an ally of a curse.
MSG_ITEM_INF_46	Relieves all status ailments, but cannot revive a KO'd ally.
MSG_ITEM_INF_47	An alarm that calls monsters.
MSG_ITEM_INF_48	Increases maximum HP by 100.
MSG_ITEM_INF_49	Increases maximum HP by 50.
MSG_ITEM_INF_50	Increases maximum MP by 10.
MSG_ITEM_INF_51	Recovers the party's HP and MP. Can be used outdoors.
MSG_ITEM_INF_52	Fully recovers the party's HP and MP. Can be used outdoors.
MSG_ITEM_INF_54	Allows you to escape instantly from a dungeon.
MSG_ITEM_INF_55	Bread with the same effect as Sight.
MSG_ITEM_INF_56	Teaches (RYDIA) Goblin.
MSG_ITEM_INF_57	Teaches (RYDIA) Bomb.
MSG_ITEM_INF_58	Teaches (RYDIA) Cockatrice.
MSG_ITEM_INF_59	Teaches (RYDIA) Mind Flayer.
MSG_ITEM_INF_60	The favorite food of Fat Chocobo.\nTry using it where it smells of chocobo.
MSG_ITEM_INF_61	A whistle for calling Fat Chocobo.
MSG_KEY_INF_01	Proof of membership at King's Pub.
MSG_KEY_INF_02	A ring received from the King of Baron.
MSG_KEY_INF_03	A key that opens locked doors in the Town of Baron.
MSG_KEY_INF_04	Medicine that can cure high fevers.
MSG_KEY_INF_05	A crystal that brings blessings upon the Earth.
MSG_KEY_INF_06	A stone with the power of magma locked within.
MSG_KEY_INF_07	A necklace worn by Luca.
MSG_KEY_INF_08	A mysterious harp whose sound carries long and far.
MSG_KEY_INF_09	The Crystal of the Underworld.
MSG_KEY_INF_10	A token of valor and strength.
MSG_KEY_INF_11	A precious metal that is particularly hard.
MSG_KEY_INF_12	A frying pan that has cooked many loving meals.
MSG_KEY_INF_13	A bright pink tail.
MSG_KEY_INF_14	A key that belonged to Dr. Lugae.
MSG_KEY_INF_15	???
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	Goblin
MSG_MON_NAME_02	Basilisk
MSG_MON_NAME_03	Helldiver
MSG_MON_NAME_04	Floating Eyeball
MSG_MON_NAME_05	Insectus
MSG_MON_NAME_06	Cave Bat
MSG_MON_NAME_07	Treant
MSG_MON_NAME_08	Sword Rat
MSG_MON_NAME_09	Tiny Mage
MSG_MON_NAME_10	Desert Sahagin
MSG_MON_NAME_11	Flying Eyes
MSG_MON_NAME_12	Hundlegs
MSG_MON_NAME_13	Sand Worm
MSG_MON_NAME_14	Gigantoad
MSG_MON_NAME_15	Vile Shell
MSG_MON_NAME_16	Zombie
MSG_MON_NAME_17	Killer Fish
MSG_MON_NAME_18	Blood Flower
MSG_MON_NAME_19	Toadgre
MSG_MON_NAME_20	Red Mousse
MSG_MON_NAME_21	Yellow Jelly
MSG_MON_NAME_22	Sahagin
MSG_MON_NAME_23	Leshy
MSG_MON_NAME_24	Chrysalis
MSG_MON_NAME_25	Goblin Captain
MSG_MON_NAME_26	Black Lizard
MSG_MON_NAME_27	Adamantoise
MSG_MON_NAME_28	Domovoi
MSG_MON_NAME_29	Purple Bavarois
MSG_MON_NAME_30	Baron Soldier
MSG_MON_NAME_31	General
MSG_MON_NAME_32	Gatlinger
MSG_MON_NAME_33	Li'l Murderer
MSG_MON_NAME_34	Death Flower
MSG_MON_NAME_35	Spirit
MSG_MON_NAME_36	Skeleton
MSG_MON_NAME_37	Cockatrice
MSG_MON_NAME_38	Gargoyle
MSG_MON_NAME_39	Roc Baby
MSG_MON_NAME_40	Belphegor
MSG_MON_NAME_41	Zu
MSG_MON_NAME_42	Water Bug
MSG_MON_NAME_43	Alligator
MSG_MON_NAME_44	Splasher
MSG_MON_NAME_45	Baron Warrior
MSG_MON_NAME_46	Captain
MSG_MON_NAME_47	Soul
MSG_MON_NAME_48	Bloodbones
MSG_MON_NAME_49	Ghoul
MSG_MON_NAME_50	Skuldier
MSG_MON_NAME_51	Revenant
MSG_MON_NAME_52	Draculady
