MSG_CHAR_NAME_01	세실
MSG_ARMOR_NAME_102	<IC_HEAD>Augustine Tiara
MSG_ARMOR_NAME_103	<IC_HEAD>Star of Kami Kazari
MSG_ARMOR_NAME_104	<IC_HEAD>Royal Crown
MSG_ARMOR_NAME_105	<IC_HEAD>Dual Mask
MSG_ARMOR_NAME_106	<IC_HEAD>Demon Hat
MSG_ARMOR_NAME_107	<IC_HEAD>Philosopher's Hat
MSG_ARMOR_NAME_108	<IC_HEAD>Grand Helm
MSG_ARMOR_NAME_109	<IC_HEAD>Caesar Helm
MSG_ARMOR_NAME_110	<IC_HEAD>Dragoon Helm
MSG_ARMOR_NAME_111	<IC_HEAD>Edge Demon Helm
MSG_ARMOR_NAME_112	<IC_HEAD>Safety Met
MSG_ARMOR_NAME_113	<IC_ARMOR>Erdrick's Armor
MSG_ARMOR_NAME_114	<IC_SHIELD>Silver Shield
MSG_ITEM_NAME_01	<IC_BAG>봄의 파편
MSG_ITEM_NAME_02	<IC_BAG>봄의 오른팔
MSG_ITEM_NAME_03	<IC_BAG>남극의 바람
MSG_ITEM_NAME_04	<IC_BAG>북극의 바람
MSG_ITEM_NAME_05	<IC_BAG>제우스의 분노
MSG_ITEM_NAME_06	<IC_BAG>신들의 분노
MSG_ITEM_NAME_07	<IC_BAG>별 모래
MSG_ITEM_NAME_08	<IC_BAG>릴리스의 입맞춤
MSG_ITEM_NAME_09	<IC_BAG>뱀파이어의 송곳니
MSG_ITEM_NAME_10	<IC_BAG>바커스의 술
MSG_ITEM_NAME_11	<IC_BAG>헤르메스의 신발
MSG_ITEM_NAME_12	<IC_BAG>구리 모래시계
MSG_ITEM_NAME_13	<IC_BAG>은 모래시계
MSG_ITEM_NAME_14	<IC_BAG>금 모래시계
MSG_ITEM_NAME_15	<IC_BAG>거미줄
MSG_ITEM_NAME_16	<IC_BAG>액막이 인형
MSG_ITEM_NAME_17	<IC_BAG>붉은 엄니
MSG_ITEM_NAME_18	<IC_BAG>흰 엄니
MSG_ITEM_NAME_19	<IC_BAG>푸른 엄니
MSG_ITEM_NAME_20	<IC_BAG>빛의 장막
MSG_ITEM_NAME_21	<IC_BAG>봄의 혼
MSG_ITEM_NAME_22	<IC_BAG>달의 장막
MSG_ITEM_NAME_23	<IC_BAG>정적의 종
MSG_ITEM_NAME_24	<IC_BAG>대지의 북
MSG_ITEM_NAME_25	<IC_BAG>크리스탈
MSG_ITEM_NAME_26	<IC_BAG>커얼의 수염
MSG_ITEM_NAME_27	<IC_BAG>오의의 서
MSG_ITEM_NAME_28	<IC_BAG>괴수 도감
MSG_ITEM_NAME_29	<IC_BAG>자명종
MSG_ITEM_NAME_30	<IC_BAG>유니콘의 뿔
MSG_ITEM_NAME_31	<IC_DRAG>포션
MSG_ITEM_NAME_32	<IC_DRAG>하이 포션
MSG_ITEM_NAME_33	<IC_DRAG>엑스 포션
MSG_ITEM_NAME_34	<IC_DRAG>에테르
MSG_ITEM_NAME_35	<IC_DRAG>에테르 드라이
MSG_ITEM_NAME_36	<IC_DRAG>엘릭서
MSG_ITEM_NAME_37	<IC_BAG>피닉스의 깃털
MSG_ITEM_NAME_38	<IC_BAG>금침
MSG_ITEM_NAME_39	<IC_BAG>아가씨의 키스
MSG_ITEM_NAME_40	<IC_BAG>도깨비 방망이
MSG_ITEM_NAME_41	<IC_BAG>다이어트식
MSG_ITEM_NAME_42	<IC_BAG>메아리풀
MSG_ITEM_NAME_43	<IC_BAG>안약
MSG_ITEM_NAME_44	<IC_BAG>해독제
MSG_ITEM_NAME_45	<IC_BAG>십자가
MSG_ITEM_NAME_46	<IC_BAG>만능약
MSG_ITEM_NAME_47	<IC_BAG>알람
MSG_ITEM_NAME_48	<IC_BAG>금 사과
MSG_ITEM_NAME_49	<IC_BAG>은 사과
MSG_ITEM_NAME_50	<IC_BAG>소마 방울
MSG_ITEM_NAME_51	<IC_TENTO>텐트
MSG_ITEM_NAME_52	<IC_TENTO>코티지
MSG_ITEM_NAME_54	<IC_BAG>비상구
MSG_ITEM_NAME_55	<IC_BAG>소인의 빵
MSG_ITEM_NAME_56	<IC_BAG>고블린
MSG_ITEM_NAME_57	<IC_BAG>봄
MSG_ITEM_NAME_58	<IC_BAG>코카트리스
MSG_ITEM_NAME_59	<IC_BAG>마인드 플레이어
MSG_ITEM_NAME_60	<IC_BAG>기살의 야채
MSG_ITEM_NAME_61	<IC_BAG>기살의 피리
MSG_KEY_NAME_01	<IC_BAG>회원증
MSG_KEY_NAME_02	<IC_IOBJ>봄의 반지
MSG_KEY_NAME_03	<IC_IOBJ>바론의 열쇠
MSG_KEY_NAME_04	<IC_IOBJ>사막의 빛
MSG_KEY_NAME_05	<IC_IOBJ>땅의 크리스탈
MSG_KEY_NAME_06	<IC_IOBJ>마그마석
MSG_KEY_NAME_07	<IC_IOBJ>루카의 목걸이
MSG_KEY_NAME_08	<IC_IOBJ>속삭임풀
MSG_KEY_NAME_09	<IC_IOBJ>어둠의 크리스탈
MSG_KEY_NAME_10	<IC_IOBJ>쥐 꼬리
MSG_KEY_NAME_11	<IC_IOBJ>아다만타이트
MSG_KEY_NAME_12	<IC_IOBJ>사랑의 프라이팬
MSG_KEY_NAME_13	<IC_IOBJ>분홍색 꼬리
MSG_KEY_NAME_14	<IC_IOBJ>르게이에의 열쇠
MSG_KEY_NAME_15	<IC_IOBJ>암흑 물질
MSG_KEY_NAME_16	<IC_IOBJ>Kaipo Inn Pass
MSG_KEY_NAME_17	<IC_IOBJ>Hook
MSG_KEY_NAME_18	<IC_IOBJ>Nothing
MSG_KEY_NAME_19	<IC_IOBJ>Green Tail
MSG_KEY_NAME_20	<IC_IOBJ>Blue Tail
MSG_KEY_NAME_21	<IC_IOBJ>Red Tail
MSG_KEY_NAME_22	<IC_IOBJ>Brown Tail
MSG_KEY_NAME_23	<IC_IOBJ>Black Tail
MSG_KEY_NAME_24	<IC_IOBJ>Trash Can
MSG_KEY_NAME_25	<IC_IOBJ>Crystal Shard
MSG_KEY_NAME_26	<IC_IOBJ>Orange Tail
MSG_KEY_NAME_27	<IC_IOBJ>White Tail
MSG_WEAPON_INF_01	'화염'의 힘을 두른 발톱
MSG_WEAPON_INF_02	'냉기'의 힘을 두른 발톱
MSG_WEAPON_INF_03	'번개'의 힘을 두른 발톱
MSG_WEAPON_INF_04	적을 '혼란' 시키는 경우가 있는 발톱.\n거인 계열 적을 상대할 때 유용함
MSG_WEAPON_INF_05	적을 '중독' 시키는 경우가 있는 발톱
MSG_WEAPON_INF_06	적을 '수면' 시키는 경우가 있는 발톱
MSG_WEAPON_INF_07	사용 시 '매직 애로'로 공격하는 로드
MSG_WEAPON_INF_08	'냉기'의 힘을 두른 로드.\n사용 시 '블리자드' 효과
MSG_WEAPON_INF_09	'화염'의 힘을 두른 로드.\n사용 시 '파이어' 효과
MSG_WEAPON_INF_10	'번개'의 힘을 두른 로드.\n사용 시 '선더' 효과
MSG_WEAPON_INF_11	사용 시 '포키' 효과를 내는 로드
MSG_WEAPON_INF_12	사용 시 '컨퓨' 효과를 내는 로드
MSG_WEAPON_INF_13	사용 시 '프티 메테오' 효과를 내는 로드
MSG_WEAPON_INF_14	상대의 HP를 빼앗는 로드.\n사용 시 '아스필' 효과
MSG_WEAPON_INF_15	사용 시 '포이즈나' 효과로 중독을 치료하는 지팡이
MSG_WEAPON_INF_16	사용 시 '힐' 효과로 전원의 HP를 회복하는 지팡이
MSG_WEAPON_INF_17	'언데드'를 상대할 때 유용한 미스릴 지팡이.\n사용 시 '바스나' 효과로 일부 상태 이상 회복
MSG_WEAPON_INF_18	적을 '광전사' 상태로 만드는 경우가 있는 지팡이
MSG_WEAPON_INF_19	사용 시 '디스펠' 효과를 내는 지팡이
MSG_WEAPON_INF_20	사용 시 '레이즈' 효과를 내는 지팡이
MSG_WEAPON_INF_21	적을 '침묵' 시키는 경우가 있는 지팡이.\n사용 시 '사일레스' 효과
MSG_WEAPON_INF_22	일반적인 암흑검
MSG_WEAPON_INF_23	날카롭게 벼린 암흑검
MSG_WEAPON_INF_24	일격에 적을 즉사시키는 경우가 있는 암흑검
MSG_WEAPON_INF_25	미시디아의 전설이 기록된 성검
MSG_WEAPON_INF_26	성스럽게 빛나는 성검
MSG_WEAPON_INF_27	영웅이 사용했던 전설의 성검
MSG_WEAPON_INF_28	몬스터가 두려워하며 봉인했던 성검
MSG_WEAPON_INF_29	'화염'의 힘을 두른 검
MSG_WEAPON_INF_30	'냉기'의 힘을 두른 검
MSG_WEAPON_INF_31	수호의 힘이 담긴 검.\n사용 시 '프로테스' 효과
MSG_WEAPON_INF_32	상대의 HP를 빼앗는 검.\n'거인족', '푸딩'을 상대할 때 유용함
MSG_WEAPON_INF_33	적에게 '저주'를 거는 경우가 있는 검.\n'영혼체'를 상대할 때 유용함
MSG_WEAPON_INF_34	적을 '수면' 시키는 경우가 있는 검.\n사용 시 '슬리플' 효과
MSG_WEAPON_INF_35	적을 '서서히 석화' 시키는 경우가 있는 검
MSG_WEAPON_INF_36	'영혼체'를 상대할 때 유용한 미스릴 재질 검
MSG_WEAPON_INF_37	'광전사' 상태가 되는 저주가 걸린 양손검
MSG_WEAPON_INF_38	일반적인 창
MSG_WEAPON_INF_39	날이 예리한 창
MSG_WEAPON_INF_40	'화염'의 힘을 두른 창.\n사용 시 '파이라' 효과
MSG_WEAPON_INF_41	'냉기'의 힘을 두른 창.\n사용 시 '블리자라' 효과
MSG_WEAPON_INF_42	'용족'을 상대할 때 유용한 창
MSG_WEAPON_INF_43	'신성'의 힘을 두른 창.\n사용 시 '홀리' 효과
MSG_WEAPON_INF_44	상대의 HP를 빼앗는 창.\n'거인족', '푸딩'을 상대할 때 유용함
MSG_WEAPON_INF_45	신들이 애용했다는 전설의 창
MSG_WEAPON_INF_46	닌자가 사용하는 작은 칼
MSG_WEAPON_INF_47	전쟁의 화신의 이름이 붙은 칼
MSG_WEAPON_INF_48	사용 편의성에 중점을 둔 약간 짧은 칼
MSG_WEAPON_INF_49	검집에 국화 세공 장식이 달린 칼
MSG_WEAPON_INF_50	요도라고 불리는 칼.\n사용 시 '프로테스' 효과
MSG_WEAPON_INF_51	최강이라 불리는 칼.\n사용 시 '헤이스트' 효과
MSG_WEAPON_INF_52	적을 '침묵' 시키는 경우가 있는 나이프.\n'마법사'를 상대할 때 유용함
MSG_WEAPON_INF_53	'영혼체'를 상대할 때 유용한 미스릴 재질 나이프
MSG_WEAPON_INF_54	사용 시 무희의 힘으로 공격하는 대거
MSG_WEAPON_INF_55	잘 썰리는 식칼
MSG_WEAPON_INF_56	일반적인 채찍.\n적을 '마비' 시키는 경우가 있음
MSG_WEAPON_INF_57	철 사슬로 만든 채찍.\n적을 '마비' 시키는 경우가 있음
MSG_WEAPON_INF_58	'번개'의 힘을 두른 채찍.\n적을 '마비' 시키는 경우가 있음
MSG_WEAPON_INF_59	'화염'의 힘을 두른 채찍.\n적을 '마비' 시키는 경우가 있음
MSG_WEAPON_INF_60	'용족'을 상대할 때 유용한 채찍.\n적을 '마비' 시키는 경우가 있음
MSG_WEAPON_INF_61	드워프가 애용하는 투척 도끼
MSG_WEAPON_INF_62	'거인족'을 상대할 때 유용한 거대 도끼
MSG_WEAPON_INF_63	적을 '중독' 시키는 경우가 있는 양손도끼.\n사용 시 '포이즌' 효과
MSG_WEAPON_INF_64	'마법사'를 상대할 때 유용한 양손도끼
MSG_WEAPON_INF_65	닌자가 사용하는 '던지기' 전용 무기
MSG_WEAPON_INF_66	닌자가 사용하는 '던지기' 전용 무기
MSG_WEAPON_INF_67	나무로 만든 투척 무기
MSG_WEAPON_INF_68	금속으로 만든 투척 무기
MSG_WEAPON_INF_69	잠이 솔솔 오는 선율을 연주하는 하프.\n적을 '수면' 시키는 경우가 있음
MSG_WEAPON_INF_70	유혹의 선율을 연주하는 하프.\n적을 '혼란' 시키는 경우가 있음
MSG_WEAPON_INF_71	'기계'를 상대할 때 유용한 나무 해머
MSG_WEAPON_INF_72	'영혼체'와 '기계'를 상대할 때 유용한 미스릴 해머
MSG_WEAPON_INF_73	'화염'의 힘을 둘러서 '기계'를 상대할 때 유용한 해머.\n사용 시 '퀘이크' 효과
MSG_WEAPON_INF_74	일반적인 활
MSG_WEAPON_INF_75	수렵용 활
MSG_WEAPON_INF_76	전투용 활
MSG_WEAPON_INF_77	살상 능력이 높은 활
MSG_WEAPON_INF_78	'마법사'를 상대할 때 유용한 엘프가 만든 활.\n사용 시 '셸' 효과
MSG_WEAPON_INF_79	이국의 활의 명수가 사용했다는 활
MSG_WEAPON_INF_80	달의 여신의 이름을 붙인 활
MSG_WEAPON_INF_81	철로 만든 화살
MSG_WEAPON_INF_82	'신성'의 힘을 두른 화살
MSG_WEAPON_INF_83	'화염'의 힘을 두른 화살
MSG_WEAPON_INF_84	'냉기'의 힘을 두른 화살
MSG_WEAPON_INF_85	'번개'의 힘을 두른 화살
MSG_WEAPON_INF_86	적을 '실명' 시키는 경우가 있는 화살
MSG_WEAPON_INF_87	적을 '중독' 시키는 경우가 있는 화살
MSG_WEAPON_INF_88	적을 '침묵' 시키는 경우가 있는 화살.\n'마법사'를 상대할 때 유용함
MSG_WEAPON_INF_89	적을 '혼란' 시키는 경우가 있는 화살.\n'거인족'을 상대할 때 유용함
MSG_WEAPON_INF_90	이국의 활의 명수가 사용했다는 화살
MSG_WEAPON_INF_91	적을 '석화' 시키는 경우가 있는 화살
MSG_WEAPON_INF_92	달의 여신의 이름을 붙인 화살.\n'용족'을 상대할 때 유용함
MSG_WEAPON_INF_99	Legendary holy sword. (NOT)
MSG_WEAPON_INF_100	Holy sword useful against flan creatures.
MSG_WEAPON_INF_101	Holy sword immersed in holy power.
MSG_WEAPON_INF_102	Stick that can turn the enemy into a pig.
MSG_WEAPON_INF_103	Legendary spear with the power of wind.
MSG_WEAPON_INF_104	Axe that has the chance to poison the enemy.
MSG_WEAPON_INF_105	Bow said to have been used by a legendary hero.
MSG_WEAPON_INF_106	Arrow that sometimes confuses an enemy.
MSG_WEAPON_INF_107	Whip immersed in holy power.
MSG_WEAPON_INF_108	Short sword with the power of water.
MSG_WEAPON_INF_109	Dagger that has a chance to kill with one blow.
MSG_WEAPON_INF_110	Legendary katana of ninjas.
MSG_WEAPON_INF_111	Illusionary sword.
MSG_WEAPON_INF_112	Pile of rusty scrap metal.
MSG_WEAPON_INF_113	The ultimate thrown weapon.
MSG_WEAPON_INF_114	Claw that sometimes paralyzes the enemy.
MSG_WEAPON_INF_115	Claw effective against dragons.
MSG_WEAPON_INF_116	Claw immersed in holy power.
MSG_WEAPON_INF_117	Hammer that holds the power of lightning.
MSG_WEAPON_INF_118	Hammer with the power of heat.
MSG_WEAPON_INF_119	Rod immersed in holy power.
MSG_WEAPON_INF_120	Staff with the power of healing.
MSG_WEAPON_INF_121	Staff with the power of reflection.
MSG_WEAPON_INF_122	Harp immersed in the power of the sun.
MSG_WEAPON_INF_123	Lute that can release one's soul.
MSG_WEAPON_INF_124	The ultimate lute.
MSG_WEAPON_INF_125	A blood sword that a Dark Knight can really take advantage of.
MSG_WEAPON_INF_126	Cecil's brother's sword enhances a dark knight Cecil.
MSG_WEAPON_INF_127	An amazingly efficient blood sword... but it comes at a cost.
MSG_WEAPON_INF_128	The ultimate sword of anger that makes even Zeromus jealous.  Casts Mega Flare when used in battle.
MSG_WEAPON_INF_129	A sword from a faraway land that anyone can equip, as another randomizer has proven.
MSG_WEAPON_INF_130	When finished with this rando, take Kain to the FF3 world and speedrun with this spear!
MSG_WEAPON_INF_131	If you thought Tellah was miffed when he defeated Golbez... Casts Double Meteor when used in battle.
MSG_WEAPON_INF_132	The perfect tool for our favorite full-blooded Lunarian.  Casts Tidal Wave when used in battle.
MSG_ARMOR_INF_01	철로 만든 방패
MSG_ARMOR_INF_02	매우 사악한 기운이 담긴 방패
MSG_ARMOR_INF_03	악마가 소유했었다는 방패
MSG_ARMOR_INF_04	'언데드'의 공격에 강한 방패
MSG_ARMOR_INF_05	'영혼체'의 공격에 강한 미스릴 재질 방패
MSG_ARMOR_INF_06	'화염'의 힘을 두른 방패.\n냉기에 강하고 화염에 약함
MSG_ARMOR_INF_07	'냉기'의 힘을 두른 방패.\n화염에 강하고 냉기에 약함
MSG_ARMOR_INF_08	'번개'에 강한 방패
MSG_ARMOR_INF_09	'석화' 상태를 막는 방패.\n'마법사'의 공격에 강함
MSG_ARMOR_INF_10	이국에서 사용하던 방패
MSG_ARMOR_INF_11	'화염', '냉기', '번개'에 강한 방패.\n'용족'의 공격에 강함
MSG_ARMOR_INF_12	'언데드'의 공격에 강한 방패
MSG_ARMOR_INF_13	철로 만든 투구
MSG_ARMOR_INF_14	매우 사악한 기운이 담긴 투구
MSG_ARMOR_INF_15	악마가 소유했었다는 투구
MSG_ARMOR_INF_16	악마가 씌어 있다는 투구
MSG_ARMOR_INF_17	'언데드'의 공격에 강한 투구
MSG_ARMOR_INF_18	'영혼체'의 공격에 강한 미스릴 재질 투구
MSG_ARMOR_INF_19	'번개'에 강한 투구
MSG_ARMOR_INF_20	이국에서 사용하던 투구
MSG_ARMOR_INF_21	'화염', '냉기', '번개'에 강한 투구.\n'용족'의 공격에 강함
MSG_ARMOR_INF_22	'화염', '냉기', '번개'에 강한 투구.\n'언데드'의 공격에 강함
MSG_ARMOR_INF_23	가죽으로 만든 모자
MSG_ARMOR_INF_24	실크로 만든 가벼운 모자
MSG_ARMOR_INF_25	특수한 실로 만든 모자
MSG_ARMOR_INF_26	신성한 실로 만든 모자.\n'언데드'의 공격에 강함
MSG_ARMOR_INF_27	'번개'에 강한 머리 장식.\n'용족'의 공격에 강함
MSG_ARMOR_INF_28	각종 상태 이상을 막는 리본.\n'마법사'의 공격에 강함
MSG_ARMOR_INF_29	'혼란' 상태를 막는 머리띠
MSG_ARMOR_INF_30	마력이 담긴 모자
MSG_ARMOR_INF_31	'수면' 상태를 막는 두건
MSG_ARMOR_INF_32	유리로 만든 마스크
MSG_ARMOR_INF_33	철로 만든 갑옷
MSG_ARMOR_INF_34	매우 사악한 기운이 담긴 갑옷
MSG_ARMOR_INF_35	악마가 소유했었다는 갑옷
MSG_ARMOR_INF_36	악마가 씌어 있다는 갑옷
MSG_ARMOR_INF_37	'언데드'의 공격에 강한 갑옷
MSG_ARMOR_INF_38	'영혼체'의 공격에 강한 미스릴 재질 갑옷
MSG_ARMOR_INF_39	'화염'의 힘을 두른 갑옷.\n냉기에 강하고 화염에 약함
MSG_ARMOR_INF_40	'냉기'의 힘을 두른 갑옷.\n화염에 강하고 냉기에 약함
MSG_ARMOR_INF_41	'번개'에 강한 갑옷
MSG_ARMOR_INF_42	이국에서 사용하던 갑옷
MSG_ARMOR_INF_43	'화염', '냉기', '번개'에 강한 갑옷.\n'용족'의 공격에 강함
MSG_ARMOR_INF_44	각종 상태 이상을 막는 갑옷.\n'언데드'의 공격에 강함
MSG_ARMOR_INF_45	일반적인 옷
MSG_ARMOR_INF_46	가죽으로 만든 옷
MSG_ARMOR_INF_47	'서서히 석화' 상태를 막는 옷
MSG_ARMOR_INF_48	신성한 실로 만든 로브
MSG_ARMOR_INF_49	흑마법 사용자용 로브
MSG_ARMOR_INF_50	'번개'에 강한 로브.\n'언데드'의 공격에 강함
MSG_ARMOR_INF_51	백마법 사용자용 로브.\n'실명' 방지
MSG_ARMOR_INF_52	특수한 실로 만든 어깨띠
MSG_ARMOR_INF_53	천계의 여신이 소유했었다는 옷.\n'마비' 방지
MSG_ARMOR_INF_54	'수면' 상태를 막는 옷
MSG_ARMOR_INF_55	'침묵' 상태를 막는 옷
MSG_ARMOR_INF_56	격투가가 애용하는 옷
MSG_ARMOR_INF_57	가볍고 움직이기 편한 이국의 옷
MSG_ARMOR_INF_58	각종 상태 이상을 막는 아다만타이트 갑옷.\n'화염', '냉기', '번개'에 강함
MSG_ARMOR_INF_59	검은색 일색인 이국의 옷
MSG_ARMOR_INF_60	철로 만든 팔 보호대
MSG_ARMOR_INF_61	매우 사악한 기운이 담긴 팔 보호대
MSG_ARMOR_INF_62	악마가 소유했었다는 팔 보호대
MSG_ARMOR_INF_63	악마가 씌어 있다는 팔 보호대
MSG_ARMOR_INF_64	'언데드'의 공격에 강한 팔 보호대
MSG_ARMOR_INF_65	'영혼체'의 공격에 강한 미스릴 재질 팔 보호대
MSG_ARMOR_INF_66	'번개'에 강한 팔 보호대
MSG_ARMOR_INF_67	'소인' 상태를 막는 팔 보호대.\n'거인족'의 공격에 강함
MSG_ARMOR_INF_68	이국에서 사용하는 팔 보호대
MSG_ARMOR_INF_69	'화염', '냉기', '번개'에 강한 팔 보호대.\n'용족'의 공격에 강함
MSG_ARMOR_INF_70	'언데드'의 공격에 강한 팔 보호대
MSG_ARMOR_INF_71	철로 만든 팔찌
MSG_ARMOR_INF_72	'돼지' 상태를 막는 반지
MSG_ARMOR_INF_73	'영혼체'의 공격에 강한 팔찌
MSG_ARMOR_INF_74	격투가의 힘을 고양하는 손목띠
MSG_ARMOR_INF_75	'침묵' 상태를 막는 팔찌.\n'마법사'의 공격에 강함
MSG_ARMOR_INF_76	'혼란', '수면', '마비' 상태를 막는 팔찌.\n'용족'의 공격에 강함
MSG_ARMOR_INF_77	'번개'에 강한 팔찌
MSG_ARMOR_INF_78	'화염', '냉기', '번개'에 강한 반지
MSG_ARMOR_INF_79	방어구의 속성을 강화하는 저주 받은 반지
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silvence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ITEM_INF_01	'파이어'와 같은 효과를 내는 아이템
MSG_ITEM_INF_02	'파이라'와 같은 효과를 내는 아이템
MSG_ITEM_INF_03	'블리자드'와 같은 효과를 내는 돌
MSG_ITEM_INF_04	'블리자라'와 같은 효과를 내는 돌
MSG_ITEM_INF_05	'선더'와 같은 효과를 내는 조각상
MSG_ITEM_INF_06	'선더라'와 같은 효과를 내는 조각상
MSG_ITEM_INF_07	'프티 메테오'와 같은 효과를 내는 모래
MSG_ITEM_INF_08	'아스필'과 같은 효과를 내는 조각상
MSG_ITEM_INF_09	'드레인'과 같은 효과를 내는 송곳니
MSG_ITEM_INF_10	'버서크'와 같은 효과를 내는 술
MSG_ITEM_INF_11	'헤이스트'와 같은 효과를 내는 신발
MSG_ITEM_INF_12	'스톱'과 같은 효과를 내는 시계
MSG_ITEM_INF_13	'스톱'과 같은 효과를 내는 시계.\n지속 시간이 김
MSG_ITEM_INF_14	'스톱'과 같은 효과를 내는 시계.\n지속 시간이 매우 김
MSG_ITEM_INF_15	'슬로우'와 같은 효과가 있는 실
MSG_ITEM_INF_16	'블링크'와 같은 효과가 있는 인형
MSG_ITEM_INF_17	화염으로 피해를 주는 드래곤의 엄니
MSG_ITEM_INF_18	냉기로 피해를 주는 드래곤의 엄니
MSG_ITEM_INF_19	번개로 피해를 주는 드래곤의 엄니
MSG_ITEM_INF_20	'리플렉'과 같은 효과가 있는 장막
MSG_ITEM_INF_21	사용자의 목숨과 맞바꾸어 피해를 주는 아이템
MSG_ITEM_INF_22	직접 공격 무효 배리어와 '리플렉' 효과가 있는 장막
MSG_ITEM_INF_23	'사일레스'와 같은 효과가 있는 종
MSG_ITEM_INF_24	'퀘이크'와 같은 효과가 있는 북
MSG_ITEM_INF_25	성스럽게 빛나는 크리스탈
MSG_ITEM_INF_26	'데스'와 같은 효과가 있는 수염
MSG_ITEM_INF_27	소환수를 불러내는 책.\n무엇이 나올지는 사용할 때 알 수 있음
MSG_ITEM_INF_28	'라이브라'와 같은 효과가 있는 도감
MSG_ITEM_INF_29	아군 전원의 '수면' 상태를 회복하는 시계
MSG_ITEM_INF_30	아군 전원의 '수면', '마비', '혼란', '광전사' 상태를 회복하는 뿔
MSG_ITEM_INF_31	HP 회복
MSG_ITEM_INF_32	HP 회복
MSG_ITEM_INF_33	HP 회복
MSG_ITEM_INF_34	MP 회복
MSG_ITEM_INF_35	MP 회복
MSG_ITEM_INF_36	HP 및 MP 완전 회복
MSG_ITEM_INF_37	'전투 불능' 상태 회복
MSG_ITEM_INF_38	'석화' 상태 해제
MSG_ITEM_INF_39	'개구리' 상태 해제
MSG_ITEM_INF_40	'소인' 상태 해제
MSG_ITEM_INF_41	'돼지' 상태 해제
MSG_ITEM_INF_42	'침묵' 상태 치료
MSG_ITEM_INF_43	'실명' 상태 치료
MSG_ITEM_INF_44	'중독' 상태 해제
MSG_ITEM_INF_45	'저주' 상태 해제
MSG_ITEM_INF_46	'전투 불능'을 제외한 상태 이상 회복
MSG_ITEM_INF_47	마물을 불러 모으는 경보기
MSG_ITEM_INF_48	최대 HP 100 상승
MSG_ITEM_INF_49	최대 HP 50 상승
MSG_ITEM_INF_50	최대 MP 10 상승
MSG_ITEM_INF_51	전원의 HP 및 MP 회복.\n야외에서 사용 가능
MSG_ITEM_INF_52	전원의 HP 및 MP 완전 회복.\n야외에서 사용 가능
MSG_ITEM_INF_54	던전에서 바로 탈출 가능
MSG_ITEM_INF_55	'사이트로'와 같은 효과가 있는 빵
MSG_ITEM_INF_56	(RYDIA)<josa(이,가)> '고블린' 습득
MSG_ITEM_INF_57	(RYDIA)<josa(이,가)> '봄' 습득
MSG_ITEM_INF_58	(RYDIA)<josa(이,가)> '코카트리스' 습득
MSG_ITEM_INF_59	(RYDIA)<josa(이,가)> '마인드 플레이어' 습득
MSG_ITEM_INF_60	뚱보 초코보가 매우 좋아하는 야채.\n초코보 냄새가 나는 곳에서 사용하면…?
MSG_ITEM_INF_61	뚱보 초코보를 불러내는 피리
